 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.82963306	0.16968326	0.00057295605	0.000104687264	5.8808328e-06	1.5637163e-07	3.2297895e-10
i	0.9727438	0.026835235	0.00036959394	4.2037558e-05	9.099517e-06	2.3877493e-07	6.7057915e-09
k	0.66113055	0.31543872	0.023145858	0.00020101681	8.307917e-05	7.5457893e-07	2.687113e-11
à	0.0017046279	0.5237536	0.47422218	4.6058587e-05	0.00023824263	3.4529578e-06	3.1826206e-05
n	0.0612123	0.6484036	0.29014578	0.000102285914	0.00013408519	2.01878e-06	1.8366139e-09
n	0.051224496	0.5085806	0.43962783	0.00043717423	0.00012479174	1.2543067e-06	3.838131e-06
i	0.03864093	0.22009717	0.73111	0.010001892	0.00014935137	6.19159e-07	3.5246295e-09
e	0.08785554	0.04359089	0.7531108	0.11388101	0.0015609275	8.480907e-07	2.7185385e-09
A	0.0019929498	0.008099152	0.9573159	0.004717728	0.027832638	4.160943e-05	1.1460753e-09
n	0.0022943781	0.008503229	0.93184286	0.009111434	0.04747293	0.0007747763	3.6850682e-07
n	0.06826475	0.081727654	0.5873282	0.05338039	0.20623757	0.0030398031	2.1619127e-05
a	0.016076421	0.020990679	0.24110919	0.55996263	0.16069113	0.0009864599	0.00018346218
o	0.003003799	0.0006177232	0.0078968005	0.5594784	0.42850465	0.00035447566	0.00014419912
s	2.0929707e-05	1.7745491e-05	0.0007408986	0.009930401	0.9783039	0.010985806	3.173523e-07
à	0.0038305728	0.0049074064	0.007120575	0.032551307	0.858022	0.09294448	0.0006236408
m	6.927612e-06	9.600844e-06	0.0004436281	0.008949219	0.81477785	0.17554504	0.00026774887
b	0.00051697344	0.00047216704	0.002418865	0.006653205	0.59785956	0.380749	0.011330196
a	0.1349894	0.10513374	0.08586472	0.46102834	0.12928352	0.04703076	0.036669586
p	0.04753205	0.007225618	0.0056729726	0.111075364	0.47133556	0.05310355	0.3040548
o	0.009103326	0.014908553	0.016684348	0.027430514	0.28048518	0.6255396	0.025848445
r	0.007436672	0.0027640811	0.003354025	0.050260313	0.42925176	0.18717057	0.3197626
n	0.0007089648	0.0016645929	0.0031077983	0.0020664458	0.22685944	0.7484467	0.017146
ò	0.0043696794	0.004103783	0.0059839603	0.025178786	0.21584071	0.45698786	0.28753516
</S>	0.00069070526	0.0007549719	0.0013071905	0.002707216	0.047174472	0.32216823	0.62519723
