 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.9699673	0.006364517	0.010053278	0.0017195637	0.011189598	1.4246292e-05	0.00068963534	1.9277907e-06	3.4158866e-08	9.440302e-10	4.0962793e-09	1.0331727e-08	9.926884e-10	3.7373112e-12	2.5553204e-10	9.521999e-11	1.16260356e-10	7.8417656e-10
m	0.18356027	0.30369127	0.490608	0.0018346655	0.0057103	0.0006679504	0.013925587	7.197453e-07	6.199795e-09	6.9266515e-10	3.6043886e-09	3.3958598e-09	3.728504e-10	3.1899614e-10	5.684433e-10	1.9091422e-09	1.117889e-06	6.6479683e-10
e	0.0004153294	0.8427805	0.15397814	0.0021156361	0.0002843303	9.305129e-05	7.7379555e-05	1.7537433e-06	6.056987e-08	1.7512504e-07	1.1523408e-06	1.2602908e-06	1.7663741e-06	1.9826005e-06	2.9390997e-06	7.376226e-05	7.645581e-05	9.436317e-05
s	0.2469493	0.63230765	0.11635694	0.0027721568	0.0011356816	0.0003938303	8.3896346e-05	5.2728836e-07	7.163968e-10	1.2029003e-10	2.0790052e-09	1.5994159e-09	7.8393445e-11	3.47096e-11	4.0678978e-11	3.9807047e-11	2.3840823e-09	2.7191326e-12
s	0.003283291	0.88066095	0.10459855	0.0036011646	0.006377327	0.0002328083	0.0012381861	5.4889915e-06	9.943848e-10	3.698407e-10	2.6574662e-08	4.364429e-09	2.6149576e-09	1.841131e-12	2.6504324e-10	1.1544178e-09	1.34679485e-08	2.071815e-06
è	0.13628508	0.6348199	0.17286329	0.025173195	0.030235523	0.0002213401	0.00039944932	2.1781816e-06	8.002672e-11	2.1520247e-12	9.493176e-10	2.8172454e-11	1.5232397e-12	1.1968615e-16	4.0358274e-14	2.9555012e-15	2.7965399e-13	1.1556979e-13
r	0.014886772	0.39341357	0.56801623	0.020433173	0.0031297207	5.8882673e-05	5.797288e-05	3.6972285e-06	1.133762e-08	3.929588e-10	2.2855262e-09	1.8877733e-09	1.2752857e-10	8.935443e-14	1.0976318e-11	2.4120866e-13	5.634616e-12	6.3424583e-16
e	0.030810425	0.4329823	0.4701991	0.043914862	0.021424172	0.00021136974	0.0004541758	3.6108443e-06	2.7584887e-10	3.8631175e-11	4.9629203e-09	1.049422e-09	1.8241297e-10	2.3130916e-14	1.8638924e-11	2.07656e-11	5.471875e-10	5.3552785e-08
m	0.007180396	0.023582062	0.79862726	0.11797239	0.049560882	0.0028698323	0.00019965062	7.606391e-06	1.4276386e-08	5.6527294e-10	4.759969e-09	9.214465e-10	7.183624e-11	2.812116e-12	1.13661e-11	1.2754357e-12	5.277185e-12	1.8731693e-16
u	0.0062755714	0.09811598	0.38016033	0.34301287	0.14828542	0.02120242	0.0026291255	0.0003175884	5.999432e-08	2.7266112e-09	2.9559965e-07	5.2339704e-08	7.131976e-09	2.1995312e-13	3.2280753e-10	1.9615375e-10	9.941394e-09	2.7606652e-07
