 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.9459821	0.0518412	0.0017449465	0.00037701934	2.235885e-05	2.6773557e-06	2.9733252e-05	6.5175e-09	2.821141e-10	3.3685643e-10
i	0.5141454	0.038715187	0.17150745	0.017574877	0.11394272	0.14078417	0.0032065378	3.1275044e-06	7.902791e-05	4.148804e-05
n	0.055192795	0.9223945	0.022233507	0.00017501901	3.4241116e-06	4.824433e-07	3.031835e-07	2.5854116e-10	4.9312464e-12	3.0009751e-12
d	0.02937173	0.039221115	0.7985242	0.1318867	0.000636788	7.79537e-05	0.00022783941	2.1103001e-07	1.4949143e-06	5.190217e-05
è	0.07997802	0.039229717	0.7693177	0.11147161	1.0602843e-06	4.791449e-08	1.8621881e-06	6.1047527e-09	1.1182481e-10	6.215702e-09
l	0.014431949	0.009110323	0.9663195	0.010076019	4.573284e-05	6.156932e-07	1.5696321e-05	1.8171622e-07	4.0620226e-11	1.4139397e-10
a	0.017934598	0.00029928153	0.8918922	0.08981663	5.2326404e-06	3.8399457e-06	1.2456859e-05	3.1471636e-08	1.7936411e-08	3.5813213e-05
à	0.0025457619	0.0002631609	0.97797364	0.019216605	6.999827e-07	1.1504296e-09	1.536475e-07	4.4222697e-09	7.732927e-12	3.9610544e-11
l	0.0024560918	0.00010431279	0.85972965	0.13742255	0.0002801177	2.5213114e-07	7.015332e-06	5.8549475e-08	4.6763027e-12	1.395897e-11
l	0.0434249	0.00055896956	0.65061593	0.3052715	3.949426e-05	6.6459843e-06	3.159821e-05	2.7284258e-07	2.234911e-08	5.0604336e-05
e	0.006973952	0.0008186309	0.73990345	0.25226542	2.370455e-05	2.882463e-07	1.237346e-05	1.8509768e-06	3.1910612e-09	3.698347e-07
s	0.0022821429	0.00024071187	0.17418666	0.8227605	0.0005148927	2.2350906e-07	1.3612917e-05	9.686695e-07	2.4655224e-08	1.2400176e-07
è	0.011361795	0.00076458015	0.086615324	0.8968466	0.003510377	0.00040673482	0.00042811173	1.1746756e-05	4.200351e-08	5.4713753e-05
t	0.00037381213	8.216565e-05	0.08269258	0.8610435	0.055053122	5.540614e-05	0.0006105698	8.864141e-05	7.687342e-09	1.6373026e-07
t	0.12070763	0.0059925127	0.17560329	0.6925026	0.0042829867	0.00015758316	0.0006357176	8.714885e-05	1.1894398e-08	3.055297e-05
e	0.0016944433	0.00061236596	0.052548133	0.93487436	0.008860038	5.7520454e-05	0.0005445445	0.00025125413	1.2293466e-05	0.00054509524
k	0.014660316	0.005996155	0.021467006	0.83522725	0.08089374	0.00046073284	0.0372471	0.0034201946	0.00038191068	0.00024553091
a	0.012792003	0.004125886	0.066728875	0.5397044	0.25048783	0.064399295	0.049883466	0.011442978	1.549315e-05	0.00041975715
v	0.0005108159	0.00034213378	0.0041488283	0.1210158	0.7781621	0.010032628	0.06765414	0.016875202	0.0009554024	0.00030280687
ò	0.001662445	0.0006031603	0.019567711	0.26972604	0.19928767	0.28185782	0.12671266	0.07328677	0.001055552	0.026240125
e	0.0003364979	0.00014699186	0.003015758	0.04536027	0.6852989	0.15571095	0.05494396	0.052075412	0.00054082065	0.0025703856
n	0.0065026605	0.0017153318	0.0058798348	0.025566915	0.09726644	0.006640929	0.53045267	0.3239033	0.0017889524	0.00028302893
ì	0.0016920053	0.00048714556	0.0050063427	0.045655347	0.031115703	0.08737038	0.23662202	0.56349105	0.0010787881	0.027481264
m	1.3750126e-05	2.7965516e-06	2.931151e-05	0.00041978294	0.16565461	0.14480741	0.25772607	0.4298241	0.0002341494	0.0012879102
e	0.0018046196	0.0002383375	0.0014503886	0.0069025317	0.13975367	0.059679605	0.15211363	0.5258669	0.0032283003	0.10896197
p	0.007911294	0.0036046607	0.003954798	0.006989067	0.0042635775	0.00043288837	0.08809406	0.101219825	0.61554223	0.16798759
r	0.011380045	0.0048028436	0.020575482	0.042636156	0.015701069	0.03391077	0.14389989	0.5883428	0.06944322	0.06930767
ò	0.00013071609	9.656239e-05	0.00021280906	0.00047589975	0.0022337863	0.001892309	0.007218608	0.03584716	0.94120574	0.010686419
n	0.005524096	0.0017872058	0.007992674	0.008194955	0.017725585	0.011257224	0.034648106	0.17936929	0.37434858	0.35915235
t	0.099047504	0.03539142	0.071615286	0.14525267	0.001626577	0.0023867125	0.023564674	0.14130856	0.06307357	0.41673306
a	0.0004480461	0.00028624973	0.0004849757	0.000944826	0.00030053567	0.00049525127	0.004025207	0.015637718	0.19609426	0.78128296
</S>	0.0015535606	0.00095227634	0.00042566485	0.0007688629	0.0002241226	2.5179937e-05	0.014218582	0.012786367	0.4878541	0.48119134
