 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.9993318	0.0004883181	5.4913548e-05	0.00012320298	2.4940346e-07	1.5551235e-06	2.825959e-08	1.2768219e-08	3.8738462e-10	1.5658709e-10	3.4611924e-10	1.3528971e-09
ù	0.9998634	0.000109864406	2.4579282e-05	2.1639435e-06	3.039069e-09	1.9010113e-08	5.8037585e-11	4.677999e-11	3.2200833e-12	2.0351427e-12	1.6239938e-12	7.354821e-12
s	0.9908054	0.008806238	0.00038630006	1.9805098e-06	3.6157821e-09	2.0664729e-08	3.083509e-11	4.4585165e-11	2.2428236e-11	3.0793083e-14	1.1983557e-11	2.773658e-14
o	0.83019745	0.16951352	0.00028679526	2.0532752e-06	5.2128497e-09	5.540951e-08	3.5542022e-10	3.1410385e-10	1.6932687e-09	1.9844565e-08	4.8537444e-08	8.907362e-09
t	0.990373	0.009469936	0.00015530136	1.771163e-06	5.918751e-09	3.2930372e-09	3.6612356e-11	2.7647948e-11	4.9771077e-12	4.2385368e-15	1.1958159e-13	6.647046e-16
r	0.015527944	0.9750093	0.009287088	0.0001753439	6.7812785e-08	8.411764e-08	7.824498e-10	1.4417822e-10	5.3535693e-11	2.2919073e-11	1.2378927e-10	1.4410517e-09
a	0.98620296	0.008485433	0.004348222	0.0009594654	2.7924602e-06	1.0686454e-06	1.3091705e-08	3.977178e-09	1.871324e-11	4.196798e-16	2.1242414e-14	2.9493085e-13
v	0.27656937	0.1857015	0.52675307	0.01089873	5.8921007e-05	1.795391e-05	2.632322e-07	1.9375774e-07	6.05934e-09	1.8934073e-12	7.864003e-12	7.79978e-13
ù	0.0032717576	0.69210386	0.23988175	0.06464167	7.529959e-05	2.302365e-05	1.8172442e-06	9.024759e-08	2.8887517e-09	4.2488627e-11	4.9743953e-10	7.0692835e-07
d	0.019755974	0.5323325	0.4313567	0.016473765	7.035498e-05	9.826671e-06	8.030991e-07	1.4056724e-07	3.484249e-09	7.745275e-12	7.95335e-12	2.1225636e-12
i	0.007569137	0.6385979	0.26967347	0.084068626	6.993668e-05	1.8462859e-05	1.6400916e-06	7.993255e-08	2.3189524e-09	4.0676646e-11	3.6163122e-10	6.6815807e-07
ì	0.008699888	0.012805961	0.69546	0.28170112	0.0013155822	1.6814649e-05	3.8871232e-07	1.9571537e-07	9.527354e-09	7.933633e-13	1.34061885e-11	1.5317466e-12
