 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.965475	0.03152353	0.0019184663	0.0003464245	0.00073092844	5.372409e-06	5.100824e-08	2.3021244e-07	1.8513362e-08	9.105325e-10
s	0.9972806	0.0026608568	5.7509158e-05	1.4316579e-07	7.769331e-07	2.683866e-10	2.6833746e-10	1.8099069e-08	2.3349487e-09	6.897051e-11
e	0.98947537	0.010325541	0.00018466749	8.321389e-06	4.448621e-06	5.6961763e-08	6.43016e-08	3.3135446e-08	8.702102e-07	5.6513016e-07
l	0.7839908	0.21593338	7.5625656e-05	1.4006679e-07	1.104022e-07	1.3034963e-10	4.8362776e-12	5.7351274e-10	2.8804015e-13	4.9357907e-14
a	0.12366066	0.8692099	0.006533068	0.00055660284	3.607878e-05	1.0632477e-06	2.7546768e-08	1.5095325e-09	5.6338865e-07	1.9903716e-06
n	0.010692824	0.98762345	0.0016602263	1.8996758e-05	4.491539e-06	2.3840123e-08	3.0121954e-09	1.1546705e-08	6.6756746e-13	1.3980816e-12
a	0.009659433	0.96435237	0.010715868	0.014301846	0.0009313185	3.8159622e-05	2.2472048e-07	2.839809e-09	2.4440155e-08	8.0616064e-07
v	0.0042476114	0.9484213	0.0459978	0.0012590069	7.308506e-05	6.778862e-07	1.6943437e-07	3.2868678e-07	4.8643322e-11	6.179815e-11
r	0.023534885	0.4850232	0.11266788	0.3655631	0.011432994	0.0011227009	6.1035753e-06	2.3776742e-08	2.2010548e-05	0.00062720675
ì	0.00751833	0.9202063	0.06393058	0.005762643	0.0024257144	0.00011594816	3.733254e-05	2.4851895e-06	4.972868e-07	1.1775336e-07
k	0.0022799505	0.21946892	0.40920207	0.3675879	0.001197953	0.00026009473	2.669065e-06	4.5409016e-07	2.7786803e-10	3.6489778e-09
o	0.010848787	0.07412867	0.26979604	0.62689483	0.015693296	0.0023974162	5.18856e-06	2.0195264e-08	4.2496754e-06	0.00023155667
a	0.00068642566	0.04723742	0.8628157	0.085388534	0.0038212487	4.4668635e-05	4.335789e-06	1.7024838e-06	2.1454942e-09	6.3534285e-09
f	0.0034191627	0.014406634	0.6064134	0.3258641	0.049184937	0.0006827508	2.1787453e-05	7.2449375e-06	4.5900697e-10	1.1514145e-10
ù	0.0004400819	0.0024390968	0.05993614	0.80645764	0.08305289	0.047109272	0.00020864124	1.0883942e-06	6.31303e-05	0.00029199992
r	0.00021383089	0.006817644	0.1089208	0.8705534	0.009434886	0.004010691	4.6776837e-05	1.5168752e-06	1.7516628e-08	4.6035288e-07
n	0.000399339	0.0016863752	0.054779667	0.7652604	0.079831295	0.09712887	0.0005943963	3.2989844e-06	2.6304608e-06	0.0003137283
o	0.00029835667	0.0037575962	0.11998552	0.8015189	0.042144593	0.03026368	0.0017629799	9.004682e-05	5.0500614e-05	0.0001279301
k	0.002798336	0.0060143843	0.04957782	0.076945096	0.701263	0.088906005	0.0608918	0.013450465	0.00011656175	3.6551064e-05
a	0.003022293	0.003331721	0.035598546	0.16644691	0.25715387	0.5232813	0.010124715	0.00028830685	4.2000458e-05	0.0007103761
k	0.00020897588	0.00093354005	0.022345891	0.13106665	0.6215081	0.13512799	0.06726135	0.021118771	0.00034392512	8.476508e-05
a	0.0003203196	0.00096719613	0.0077584395	0.24810928	0.18078855	0.5456215	0.008176567	0.00013568198	0.00031756994	0.0078049186
n	0.0001667817	0.0005647266	0.009905998	0.061388075	0.5399758	0.1485927	0.14441922	0.092568316	0.0019990578	0.00041929612
n	0.0013074644	0.0053967824	0.009009429	0.5171293	0.16272676	0.29427445	0.0072262674	0.0012738028	2.9447325e-05	0.0016262645
i	0.00056138664	0.0018258193	0.006389952	0.10372582	0.19547361	0.3849188	0.15170169	0.13857113	0.009080383	0.00775137
u	0.00018885153	0.00044907385	0.0014990729	0.012932029	0.14583504	0.20881076	0.46645266	0.14837077	0.012208749	0.003252863
n	0.00034306486	0.00019839595	0.0024637936	0.030385328	0.3468054	0.2434397	0.27937838	0.09643021	0.00043607317	0.00011964425
r	0.00035224712	0.00027674678	0.00317383	0.048669297	0.16903754	0.6477665	0.0920868	0.014001752	0.00041041774	0.024224892
ù	0.0001199965	0.00033693382	0.0014597635	0.021322064	0.10443036	0.25800106	0.22402318	0.30338496	0.05774571	0.029176015
s	9.668497e-05	0.0002611901	0.0006869228	0.0136549305	0.061952997	0.34326398	0.32395497	0.08750053	0.02216954	0.14645825
t	0.0053873095	0.0015998929	0.016193217	0.03131307	0.13568145	0.534406	0.18783031	0.039735567	0.001627986	0.046225227
i	6.615689e-05	0.00011909205	0.0008130963	0.008043446	0.051192205	0.23983805	0.23635773	0.16175623	0.066894494	0.2349195
k	0.00045472052	0.00046387993	0.000684235	0.0005699373	0.022979168	0.008945294	0.25167796	0.4943032	0.15859075	0.061330833
o	0.0023133734	0.0020408558	0.006205532	0.0120034395	0.055499204	0.23611592	0.3506029	0.13975623	0.04285277	0.15260983
k	2.7005724e-05	3.8699338e-05	0.00013275209	0.0005372303	0.011059111	0.0248287	0.24688806	0.2791861	0.31139123	0.12591109
a	0.00038687463	0.000593217	0.0028182834	0.016157469	0.06047746	0.42173705	0.27676755	0.030296296	0.022627324	0.16813846
l	2.3753411e-05	3.2908472e-05	9.787389e-05	0.00027374932	0.0056790486	0.01005667	0.13578661	0.20172486	0.53861076	0.10771385
ù	0.0012713975	0.002464351	0.008259518	0.049950533	0.082512334	0.4690944	0.18806736	0.024055786	0.02079904	0.15352531
</S>	1.1131996e-05	1.9991308e-05	3.304353e-05	0.00023287805	0.0011485917	0.007307686	0.02903364	0.01728209	0.06805967	0.87687135
