 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.99245524	0.0007621452	0.0067779943	4.2161987e-06	3.079847e-07	2.4377782e-08	1.6425785e-09
ì	0.9849932	0.0058682607	0.008813176	4.6634796e-05	7.3892024e-06	4.7208003e-05	0.00022408132
s	0.42045364	0.5757233	0.0038229618	6.232634e-08	3.179162e-08	5.7855774e-09	1.154672e-10
i	0.9978866	0.0008155226	0.0012717946	2.0238367e-05	1.8009665e-07	4.9564047e-08	5.601713e-06
f	0.09517098	0.90464884	0.00017876772	1.3766975e-06	5.3022255e-08	1.5224509e-09	2.6839394e-11
a	0.7187341	0.25921053	0.020412935	0.00073507376	6.465525e-05	1.3999412e-05	0.0008287723
m	0.008247745	0.99101067	0.0007343388	5.357408e-06	1.3572571e-06	5.4742105e-07	1.0364842e-08
ì	0.53621346	0.16109174	0.16133043	0.073236175	0.019408895	0.0032783446	0.045440897
g	0.06021977	0.9196662	0.016266165	0.0034256384	0.00031777233	0.000100045254	4.3717682e-06
l	0.2133669	0.030766377	0.071478754	0.5612226	0.079401545	0.008427114	0.035336707
i	0.095812865	0.14992982	0.09909363	0.4536251	0.1062488	0.087476686	0.007813102
a	0.0035929945	0.07622293	0.90198493	0.014646539	0.0034064634	0.00011601879	3.0072886e-05
e	0.0038741953	0.020165173	0.94602907	0.01926418	0.010521945	0.00014197988	3.458856e-06
n	0.008374773	0.008713124	0.9185577	0.019805606	0.038581107	0.0059649055	2.7518292e-06
è	0.005593896	0.00072578376	0.050460525	0.3350152	0.568915	0.020349147	0.01894041
c	0.00035033852	0.00069518224	0.4423148	0.2351549	0.25963134	0.061480742	0.00037265095
h	0.019315504	0.0027615575	0.05922573	0.1872422	0.33042914	0.27372563	0.12730028
i	0.0049956013	0.0038576922	0.050047893	0.32095414	0.32572943	0.19231935	0.10209592
n	0.0032771174	0.0030802144	0.06215025	0.060982604	0.36986586	0.39012885	0.110515095
a	0.0138404295	0.00604722	0.10133261	0.10903455	0.5134212	0.24929276	0.007031311
f	0.00076669303	0.0009902957	0.01614136	0.009413987	0.13398497	0.8141605	0.024542099
à	0.0016563139	0.00048402834	0.0026276866	0.025184076	0.13066757	0.81055593	0.028824368
i	0.00033182898	0.0006407188	0.005346597	0.03112664	0.12354017	0.7617455	0.07726856
</S>	0.0076952735	0.003695389	0.020663423	0.006281071	0.04914832	0.74577045	0.16674607
