 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.989799	0.0071485215	6.88215e-05	0.0026428516	0.00029917058	3.9934475e-05	1.7255172e-06	1.4490872e-08
è	0.9820869	0.017536633	0.00021970287	0.00014959674	2.2807626e-06	4.960869e-06	4.4139163e-08	6.24371e-10
l	0.66974473	0.32820162	0.0017554833	0.00026015943	5.4089915e-06	3.209678e-05	4.7975493e-07	1.1878679e-08
o	0.55168635	0.4439079	0.003914921	0.0003436102	0.00011318098	2.1979396e-05	7.2334615e-07	1.13149945e-05
k	0.11585071	0.73435235	0.1491784	0.00057687785	2.2264168e-05	1.9297491e-05	1.7921641e-07	1.92796e-08
a	0.012816224	0.98501194	2.6598173e-05	0.0016717038	0.00035868672	3.7104287e-06	3.6055204e-07	0.00011080099
i	0.03628178	0.9225483	0.037794285	0.0032856972	5.4939865e-05	2.5566302e-05	2.4988099e-06	6.9992766e-06
M	0.0008918664	0.038156707	0.9467725	0.012489444	0.0010615438	0.00046673065	0.00016090894	2.569191e-07
a	0.0048906356	0.9435884	1.5382104e-05	0.011199577	0.03784061	0.0003726508	0.00014715978	0.0019455384
r	0.018409777	0.28604725	0.64682096	0.036812972	0.0039856853	0.0015559733	0.0003746625	0.0059927762
ì	0.008518099	0.06877679	0.67643636	0.009713892	0.11117845	0.04159895	0.08292758	0.000849875
a	0.023969159	0.26023757	0.068726726	0.26056665	0.17239717	0.016237378	0.15158953	0.04627582
è	0.011023693	0.047158286	0.016860753	0.57303494	0.32710823	0.020532604	0.0042126165	6.8928064e-05
n	0.0068332907	0.020697715	0.0074045504	0.19955917	0.53905714	0.14772736	0.078692295	2.8456963e-05
a	0.119801566	0.3276244	0.00022564478	0.18091619	0.3520229	0.0052128956	0.0020164314	0.012179994
r	0.0004412664	0.0010490156	0.002948577	0.06738202	0.27241492	0.5383113	0.061883334	0.05556958
t	0.0030915996	0.014531919	0.0012503312	0.06262154	0.8052827	0.039422162	0.02154373	0.052256044
i	0.0011734476	0.0024458566	0.012193572	0.01686287	0.122416295	0.017901178	0.29500273	0.532004
à	0.0063019455	0.009614265	0.0009871066	0.0630673	0.09337903	0.26547343	0.14840342	0.41277352
v	0.0002495517	0.00035076097	0.00047086077	0.0035861088	0.023575014	0.12979452	0.81718147	0.024791677
v	0.0017450498	0.007071956	0.00015925184	0.010025209	0.10470873	0.033467203	0.2527702	0.59005237
r	0.029730165	0.045149058	0.0012357286	0.05436601	0.044819955	0.013303174	0.59405756	0.21733834
i	0.004770217	0.0070885974	0.00026478112	0.012335076	0.010278622	0.0052908123	0.5511395	0.40883246
</S>	0.020103512	0.016811874	0.0012226682	0.011177798	0.0056948597	0.04670415	0.00719027	0.8910949
