 	deve	che	entra	da	qui	</S>
è	0.8518089	0.14713137	0.001041927	1.7423486e-05	1.9988072e-07	8.598616e-08
n	0.0038400365	0.38791883	0.6082311	7.888397e-06	1.9958825e-06	1.0580936e-07
g	0.016337985	0.8069449	0.17670494	9.490173e-06	1.8117323e-06	7.5164536e-07
h	0.04478165	0.3482932	0.6068887	3.2155287e-05	5.246701e-07	3.8373114e-06
i	0.29593572	0.22979248	0.47226903	0.0016156221	1.4134384e-05	0.00037294906
s	0.2461834	0.7401271	0.010158537	0.0035292837	8.604139e-07	7.848972e-07
e	0.008703663	0.023167314	0.9675267	0.00051012303	1.661241e-07	9.211667e-05
n	0.015126153	0.23616055	0.6665331	0.08214526	3.3857166e-05	1.0556091e-06
a	0.0013348458	0.0067277276	0.9877917	0.0028634593	2.0347079e-05	0.0012618888
m	0.001538973	0.020258937	0.71811503	0.25860855	0.0014711334	7.3515675e-06
b	0.020407181	0.025967872	0.84520346	0.089404844	0.0054367795	0.0135799125
i	0.033615876	0.023603786	0.18034118	0.5001093	0.2342784	0.028051475
a	0.008121875	0.008780216	0.014804391	0.8230492	0.14014174	0.005102529
p	0.006557887	0.019352784	0.1786961	0.7222267	0.07302819	0.00013835424
ò	0.023454014	0.014901978	0.75512296	0.08108475	0.07192072	0.05351559
t	0.002349181	0.0053517465	0.23497508	0.43943682	0.24901034	0.06887676
t	0.039703757	0.017129578	0.385419	0.23985307	0.11607324	0.20182136
ù	0.00030225667	0.00035679436	0.004820697	0.032773305	0.44990337	0.51184356
</S>	8.304573e-05	8.2819766e-05	0.00050708785	0.0070892354	0.12542558	0.8668122
