 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9959117	0.0018676192	0.002116185	7.8562276e-05	2.5562858e-05	4.278704e-07	5.4503174e-10	2.462632e-10
ù	0.9901191	0.0037918238	0.0060316147	5.5389624e-05	1.8350353e-06	1.2130594e-07	3.494039e-11	9.984089e-11
t	0.98178136	0.011282305	0.0069213575	1.3435218e-05	1.4190749e-06	1.8508534e-07	6.030368e-12	4.9948495e-13
t	0.90405744	0.076732025	0.019201813	7.948034e-06	5.307286e-08	6.921382e-07	4.997439e-10	6.659793e-10
o	0.8381086	0.1397815	0.022100005	8.770717e-06	8.58514e-07	2.6847042e-07	1.4165627e-12	2.4866358e-14
s	0.91616124	0.07196812	0.011819711	4.26461e-05	8.230822e-06	1.3436055e-07	1.0773201e-10	3.4759486e-13
p	0.046231102	0.7846793	0.16734569	0.0017201186	1.1926479e-06	2.25876e-05	8.769923e-09	4.3653007e-08
ì	0.20708835	0.5579022	0.22847712	0.0063511683	0.00017699598	4.181765e-06	3.4437608e-10	1.0074289e-11
t	0.117172904	0.6793201	0.17846546	0.024578584	0.00026194777	0.00020082721	1.2770253e-07	4.724235e-09
i	0.015900474	0.60303545	0.36694497	0.014069818	3.946988e-05	9.748122e-06	5.676977e-09	6.3033596e-09
t	0.019225858	0.105599076	0.48324057	0.37824988	0.013679464	5.0662275e-06	4.9753357e-08	3.9554093e-09
o	0.0029403958	0.27664414	0.40693823	0.3117558	0.0004914347	0.0012285527	5.237307e-07	8.9723966e-07
f	0.0013834088	0.023836024	0.13868816	0.7786779	0.056737583	0.00067662285	3.4099406e-07	4.6011217e-09
a	0.00065023993	0.024589224	0.051657803	0.8979634	0.008753028	0.01590163	0.00040739085	7.731417e-05
b	0.0010194859	0.0045465943	0.028202435	0.8007308	0.1649145	0.0005494133	2.8714798e-05	7.97372e-06
b	0.0001536351	0.006361901	0.0134676695	0.9351345	0.008320986	0.034173768	0.0018424989	0.0005450077
r	5.3708103e-05	0.0022807613	0.0052233613	0.36106956	0.025051294	0.24307536	0.36071894	0.0025269513
i	0.00084536406	0.012386146	0.035130806	0.835872	0.0908482	0.01896282	0.0059255688	2.9053694e-05
k	0.0022225934	0.006499859	0.019400341	0.29463005	0.67207974	0.0050826347	6.231866e-05	2.2487968e-05
è	0.0004480241	0.021948745	0.04174955	0.7564288	0.08553117	0.0868056	0.0067544957	0.00033367274
t	0.0010902312	0.007127802	0.019359333	0.4542087	0.5017365	0.014442323	0.0017059762	0.0003291182
s	0.035720747	0.20145734	0.25421643	0.18982665	0.19287732	0.110259205	0.012507711	0.0031346274
a	0.0017349098	0.0065187677	0.015693242	0.11458774	0.8413645	0.0076289093	0.008310902	0.004161078
n	0.00078731525	0.00017350736	0.0005787425	0.0061415434	0.97042805	0.020711474	0.00081677164	0.00036258387
o	3.1512787e-05	0.00036215349	0.00046448797	0.0077758096	0.06435792	0.92257506	0.004165466	0.00026757427
p	7.637224e-05	9.595098e-05	0.00019339441	0.002582168	0.21036805	0.7829133	0.0036651127	0.000105570536
e	0.0036673488	0.012034852	0.016090427	0.085697114	0.2139089	0.3731544	0.2881319	0.0073150857
t	0.00042598456	0.00041134996	0.000985769	0.014729341	0.75414526	0.16951281	0.03983631	0.019953186
t	0.006487396	0.017522529	0.024431724	0.18363893	0.2707393	0.43263212	0.057854846	0.006693175
ì	0.00027570975	0.0005047889	0.0009143493	0.009916166	0.11453506	0.06076468	0.58359355	0.22949569
n	0.00012880034	0.00020667195	0.00031907205	0.0021442366	0.03610894	0.20035543	0.2737932	0.4869437
t	0.00044775067	0.0018481821	0.0010997793	0.0016047311	0.01680767	0.6783306	0.26145637	0.038404908
a	0.0011784494	0.00175859	0.0023091198	0.00639932	0.119648	0.28632444	0.2817694	0.30061266
c	0.005039355	0.0007366856	0.0014363179	0.0031548184	0.1819002	0.16277471	0.12352448	0.5214335
h	0.0053246305	0.007168673	0.0074252035	0.0074012615	0.02183336	0.07998578	0.8241486	0.046712417
r	8.989812e-05	0.00013045392	0.0001441195	0.00027280723	0.0016018044	0.011222006	0.9314556	0.055083305
ò	8.108988e-05	0.000103289414	0.000119206554	0.00034535347	0.0041720797	0.017077498	0.90205836	0.07604302
n	0.00018458825	0.00021847496	0.00023140544	0.00046919752	0.0010711147	0.009865012	0.28865653	0.6993037
u	0.01073281	0.021382662	0.020304594	0.009623104	0.016355135	0.062371355	0.7963262	0.06290412
a	0.008685224	0.0011055911	0.0017827406	0.0019737876	0.02458471	0.008616747	0.015960623	0.93729067
m	0.0028653666	0.0023267944	0.0018440397	0.0020773786	0.009096887	0.3557123	0.14454724	0.48153007
p	0.00027947256	0.00060550123	0.00057703705	0.00066694757	0.0009928249	0.024065498	0.95389944	0.018913254
ì	0.0008109362	0.001103031	0.0009788178	0.0008812533	0.0017447018	0.013209928	0.89763534	0.08363602
</S>	0.0009700109	0.001023479	0.0009904046	0.0012704309	0.0015653771	0.008567614	0.5331205	0.45249215
