 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.68626076	0.31347626	0.00011287	0.00014572377	2.6429548e-06	1.7081262e-06	5.398112e-09	6.75412e-10	1.6381768e-10
k	0.8336621	0.13479413	0.022868207	0.008670012	5.4798666e-06	1.0230475e-07	5.852748e-09	7.016385e-10	4.8915108e-11
à	0.0011372031	0.0010339132	0.995175	0.0025254171	0.000117084935	1.080959e-06	5.314931e-06	1.216952e-06	3.6454617e-06
j	0.17530213	0.74776155	0.07489636	0.0019093348	0.00012711204	3.5843154e-06	1.08538725e-08	5.673171e-10	3.1479255e-10
o	0.30004787	0.06306605	0.6342195	0.0023393002	0.0002584255	3.4156194e-05	1.66138e-06	4.4357938e-07	3.256246e-05
t	0.6485761	0.31577033	0.020465193	0.015173613	1.2377204e-05	2.2364425e-06	1.8533751e-07	1.5414846e-09	1.8737818e-10
r	0.011768476	0.0019979458	0.9779904	0.0067996555	0.001376692	6.1152525e-05	1.1384259e-06	6.0777424e-08	4.4378576e-06
a	0.06910413	0.28545335	0.5785292	0.06619587	0.00027683697	0.00042239297	1.823404e-05	4.536332e-08	1.7054284e-09
ù	0.049714994	0.024700025	0.096246436	0.8270842	0.0021036938	0.00014336145	7.3493625e-06	3.5554276e-08	3.0149871e-10
d	0.0013399115	0.00022590725	0.89922804	0.049181588	0.049468957	0.00054821436	7.2267776e-06	1.5008887e-07	4.217475e-09
i	0.0893308	0.016036572	0.5574976	0.17964765	0.13386229	0.023124075	0.00034354065	2.868348e-05	0.00012873582
a	0.0050619855	0.0036219703	0.013961057	0.94055235	0.032404028	0.004146169	0.00024853525	2.7857277e-06	9.914024e-07
a	0.001090592	0.0004351409	0.017560871	0.687436	0.2701776	0.022573732	0.0007195515	6.533496e-06	1.3840812e-08
s	0.0005826072	0.000112531874	0.00908752	0.3127046	0.5932616	0.07999715	0.0041855527	6.824401e-05	1.8607884e-07
ò	0.0005268063	7.628447e-05	0.011080744	0.030025996	0.8804817	0.07537381	0.0019636827	0.00037228857	9.8698736e-05
z	8.482828e-06	7.009709e-07	0.0016409145	0.0098392265	0.81482744	0.16523269	0.006229243	0.002188276	3.3066553e-05
i	0.00014482431	5.34922e-06	0.0049515413	0.0075951405	0.75394857	0.13284965	0.04146787	0.0572628	0.0017743341
g	0.019913139	0.009467698	0.0018774063	0.10272811	0.016164282	0.36911553	0.42498273	0.02824087	0.027510181
r	0.010546053	0.005027658	0.014709358	0.035145566	0.08196225	0.6217009	0.10277485	0.12591238	0.002221072
à	0.0014504502	0.00078773615	0.001426808	0.020739969	0.057508733	0.24546763	0.23793948	0.41422006	0.020459192
t	0.00569257	0.0026808525	0.0034294908	0.0065801335	0.006471427	0.22745724	0.15512963	0.34791648	0.24464221
s	0.15961884	0.047708254	0.09712379	0.10429699	0.082734704	0.3582126	0.07707232	0.066667594	0.0065648607
i	0.0017293555	0.0013936233	0.0019965998	0.011114312	0.012735849	0.3184525	0.17583999	0.109824695	0.36691308
i	0.005058122	0.0024761916	0.00020800957	0.013369204	0.00089580636	0.04535336	0.6384295	0.061345395	0.23286445
n	6.5643486e-05	5.9164613e-06	8.357106e-05	0.00044728673	0.006121342	0.06933748	0.69122875	0.22830723	0.004402865
ì	0.001872625	0.00039263157	0.0050377813	0.005539385	0.090242855	0.24169245	0.2170203	0.42591578	0.012286174
t	3.989312e-06	6.8221493e-07	2.303946e-05	3.84765e-05	0.0015004465	0.040675186	0.2072781	0.7031778	0.047302242
t	0.0006032926	4.0477873e-05	0.0011166002	0.00078254787	0.020900493	0.06399114	0.1277427	0.7454897	0.03933299
a	0.0016553929	0.0008520493	0.0010187867	0.0020892457	0.0017614391	0.02801314	0.125024	0.18675199	0.652834
</S>	0.0027522864	0.0014000549	0.00017068478	0.0032872267	0.000299166	0.0043823086	0.12609556	0.058781456	0.80283123
