 	voglio	che	Maria	che	venga	domani	</S>
i	0.99199146	0.006202004	3.1738502e-05	0.0016692126	8.890474e-05	1.6837905e-05	5.1712203e-08
t	0.54039747	0.1513793	0.28822303	0.013298638	0.0066733803	2.78883e-05	3.104869e-07
è	0.724366	0.2703664	0.0010781884	0.0038304362	3.7670354e-05	0.00021422624	0.000107061285
l	0.6637724	0.2984368	0.01367244	0.023986837	8.7468674e-05	4.265001e-05	1.5303152e-06
o	0.6478226	0.34533623	2.1692365e-05	0.006734112	6.20972e-07	1.5101642e-05	6.95272e-05
k	0.06061443	0.8500876	0.08423809	0.0047553573	0.0002946332	9.310976e-06	6.383282e-07
a	0.020502228	0.96479446	0.00012726519	0.014137463	1.2604801e-06	2.9196806e-05	0.00040802575
i	0.026691606	0.89536154	0.06746855	0.010130851	0.0002042449	5.9029615e-05	8.409425e-05
M	0.003621366	0.08842091	0.7881738	0.10486277	0.010950069	0.0039511765	1.982855e-05
a	0.010014855	0.90419585	5.2443043e-05	0.06275627	2.6411293e-05	0.0044626268	0.018491447
r	0.021942936	0.22213486	0.6349316	0.06980705	0.015984895	0.002228472	0.032970138
ì	0.0071762456	0.049698304	0.39251408	0.030631615	0.025552357	0.49248856	0.0019387766
a	0.013483619	0.092841916	0.026196387	0.049579784	0.019874498	0.5424848	0.25553894
n	0.099924564	0.23912798	0.014937307	0.4520056	0.14193444	0.049653586	0.002416531
a	0.050171204	0.7926207	0.00011679559	0.12895772	0.0008342751	0.009483994	0.017815335
r	0.01442723	0.027749227	0.012799532	0.24828063	0.5710108	0.1002257	0.025506858
t	0.19243874	0.6830006	0.00026259155	0.08792682	0.0010445275	0.0052501056	0.030076642
i	0.0060843173	0.011358928	0.010975202	0.018255932	0.043817926	0.033421066	0.8760866
à	0.0071567385	0.011822439	0.0041547767	0.15178186	0.36431968	0.15368557	0.3070789
v	2.452157e-05	2.8706374e-05	0.00012748688	0.0036242213	0.016832309	0.9091636	0.07019919
v	0.0011264669	0.0048986194	0.00021719254	0.010682515	0.003935873	0.42780703	0.5513323
r	0.026755748	0.038008146	0.0010890546	0.01311951	0.0041892105	0.82204634	0.09479201
i	0.006190982	0.008454059	0.000239321	0.0035511903	0.0015383055	0.7487625	0.23126362
</S>	0.026079344	0.01966458	0.0010465016	0.028213019	0.01589191	0.004561192	0.9045435
