 	era	molto	stanco	</S>
ì	0.84004074	0.1562381	0.0036755858	4.5629247e-05
o	0.980317	0.019548433	0.00013380061	7.591313e-07
n	0.9733426	0.026586305	7.1044386e-05	1.5147299e-07
e	0.35310826	0.63962734	0.005576644	0.0016876952
p	0.2607332	0.7374848	0.0017819903	1.3052421e-07
o	0.010557128	0.63929504	0.32794246	0.022205397
d	0.066348106	0.84893125	0.08026533	0.0044553345
d	0.021117238	0.2841599	0.60207576	0.09264714
h	0.032110795	0.18073805	0.7179597	0.06919146
ì	0.03521118	0.24949215	0.7104614	0.0048353425
s	0.004928651	0.35862464	0.5837889	0.052657768
t	0.030247118	0.56393015	0.38435265	0.02147007
r	0.0046504512	0.04659133	0.5003124	0.44844583
à	0.0007427241	0.009744004	0.16123454	0.8282787
k	0.00040445468	0.010388081	0.45135486	0.5378526
k	0.023543434	0.14415894	0.8197601	0.01253755
o	0.0014665092	0.015189603	0.53416884	0.44917506
</S>	0.0008147713	0.00064750056	0.004781364	0.9937564
