 	sto	ancora	cucinando	</S>
s	0.99838793	0.0016110704	8.246795e-07	2.192803e-07
t	0.9980398	0.0019597064	1.478589e-07	4.7027075e-07
e	0.98935586	0.010642092	9.2236206e-07	1.0554028e-06
a	0.083090454	0.91688657	2.1636322e-05	1.2740163e-06
n	0.026784617	0.9732084	6.7265973e-06	1.7448978e-07
k	0.26661766	0.73239195	0.00012573972	0.00086469733
ò	0.48058313	0.5173344	0.0017822029	0.00030023005
r	0.08462104	0.030779298	0.87720245	0.0073972605
a	0.76927865	0.0647081	0.06574833	0.100265056
m	0.020812593	0.010658385	0.9619769	0.0065521183
a	0.42124295	0.013985988	0.15903786	0.4057332
r	0.0044152164	0.0009208549	0.9886207	0.006043213
è	0.01960786	0.0076844296	0.9616142	0.0110935
o	0.006471241	0.00013217783	0.98136157	0.012034963
n	0.024545906	0.0050903484	0.93686044	0.033503275
t	0.3860789	0.017208038	0.05638068	0.5403324
a	0.04034198	0.014935098	0.21193367	0.7327893
</S>	0.0073293457	0.0022164357	0.12694836	0.86350584
