 	perché	aveva	lavorato	molto	</S>
j	0.9990087	0.00018603695	0.0007907701	1.4556734e-05	1.9862691e-08
a	0.7236588	0.27353618	0.0025751714	5.2622196e-05	0.00017730275
t	0.966299	0.030609505	0.0030851224	6.4486094e-06	1.4787924e-09
ì	0.3225376	0.6653701	0.009719617	0.0011055688	0.0012671662
ì	0.029945908	0.9675138	0.0025310393	9.183707e-06	3.1395113e-09
c	0.000335894	0.9989343	0.0007246663	5.1425604e-06	2.0811701e-09
h	0.0049658087	0.96881694	0.025299987	0.00090951787	7.7061095e-06
e	0.083778515	0.36622173	0.53752154	0.012446545	3.167825e-05
p	0.004345671	0.013665597	0.9813362	0.0006409474	1.1617141e-05
o	0.0057579163	0.03404467	0.68142337	0.27309343	0.0056805485
l	0.0017796713	0.021587938	0.9639314	0.0118775405	0.0008235248
e	0.0036573932	0.051335175	0.20612721	0.7160075	0.022872781
m	0.0024009598	0.017294059	0.8243531	0.13666002	0.019291896
ì	0.0003091438	0.0016255606	0.053720657	0.9396874	0.004657196
s	0.0008147948	0.014039034	0.33870062	0.50729823	0.13914734
o	0.021977209	0.006518231	0.31641558	0.6288604	0.026228607
n	0.0033573823	0.0020241213	0.18830393	0.48003364	0.32628092
t	7.825397e-05	0.0004928119	0.015056665	0.96593827	0.018433992
a	0.00078735023	0.002282822	0.034144823	0.80735534	0.15542965
p	0.0006830027	0.0015786405	0.031848837	0.5949597	0.37092987
o	0.00090565707	0.001059572	0.019062277	0.92444754	0.054525033
d	0.00012503173	0.0004924643	0.0064614145	0.30212915	0.6907919
d	0.00037757252	0.0048777177	0.018643236	0.9539636	0.02213792
h	0.0011550067	0.0006024614	0.012122719	0.5251118	0.46100804
ì	0.0011818933	0.0015869727	0.017614346	0.8681174	0.111499414
</S>	8.9570894e-05	0.00053989707	0.0012387978	0.06659687	0.9315348
