 	le	canzone	si	scrivono	alla	notte	</S>
a	0.9952903	0.0044493014	0.00022289307	3.3757606e-05	3.6327922e-06	7.1380786e-09	5.3881427e-10
t	0.73484445	0.24750762	0.01759608	4.726285e-05	4.5146185e-06	1.6268753e-08	4.009277e-10
r	0.037395734	0.9522038	0.010285066	0.00010170161	1.2145553e-05	7.427795e-07	8.511105e-07
a	0.87817717	0.0907331	0.030999374	8.904747e-05	1.3432295e-06	2.9005827e-11	2.0208548e-11
ù	0.59836257	0.284294	0.1167921	0.0005374104	1.3937861e-05	8.3593825e-09	1.02980846e-10
d	0.0006618198	0.9188508	0.07212073	0.008319695	4.540302e-05	1.5423642e-06	4.4177778e-08
i	0.016820012	0.7587164	0.17099261	0.05335745	0.00010826823	6.52159e-07	4.6918335e-06
a	0.013519028	0.033363465	0.9396343	0.013371488	0.00011164351	4.9447024e-08	2.2447408e-09
g	0.0009230387	0.0197757	0.7405407	0.23681994	0.0019377248	2.789565e-06	1.7262203e-09
r	0.00034966654	0.02133354	0.052615814	0.91896546	0.004910213	0.0015735355	0.00025176542
à	0.008858001	0.027884647	0.11961191	0.16665405	0.5016904	0.17466661	0.0006343448
f	0.00959488	0.03332443	0.11010406	0.834423	0.007373036	0.004653833	0.0005267713
u	0.012237421	0.099608	0.06844032	0.8068058	0.004167506	0.0066997563	0.002041307
t	0.050114766	0.003598511	0.21630189	0.42188781	0.30378646	0.002118213	0.0021922586
t	0.006532848	0.041975047	0.06062528	0.8734608	0.013753135	0.0029910414	0.00066186226
e	0.005095993	0.011029696	0.04755189	0.75988036	0.15332875	0.020651871	0.002461478
t	0.0025295436	0.00033453244	0.010125738	0.040217508	0.9343305	0.011305814	0.0011563327
s	0.00026889666	0.0035415224	0.011289647	0.6381915	0.21678014	0.12536389	0.004564369
e	0.0008878837	0.003027666	0.017083	0.5443929	0.24394919	0.1665729	0.0240864
n	0.00027984037	8.182503e-05	0.0013908829	0.010555049	0.9208166	0.05781688	0.009058903
ì	1.0338114e-05	0.00024133988	0.00075421634	0.12623122	0.16170451	0.702159	0.008899417
t	3.006068e-06	4.3098124e-05	0.0001381138	0.019661453	0.18152632	0.7919675	0.006660562
t	0.0001569425	0.0012495596	0.0014945987	0.028380705	0.08606923	0.86050564	0.022143412
a	0.002131515	0.0025273375	0.0050020744	0.027535617	0.24755703	0.25843123	0.45681518
</S>	0.030413233	0.0038797613	0.02923348	0.013629537	0.5751167	0.07252172	0.27520564
