 	sono	stato	sempre	poveretti	</S>
ì	0.5270869	0.46804807	0.004864881	9.987857e-08	1.2565251e-08
m	0.95648414	0.0375236	0.005992284	2.1453756e-08	1.1409902e-08
e	0.586662	0.40192413	0.011413658	1.4827944e-07	1.6702697e-07
s	0.114941105	0.8841184	0.0009405536	2.6580746e-09	9.575573e-11
t	0.077053055	0.8101076	0.1128177	5.258054e-07	2.1266575e-05
a	0.03674047	0.89041626	0.072843045	8.775554e-08	6.660369e-08
m	0.0052427063	0.9705694	0.024187224	4.398531e-07	1.1477602e-07
m	0.0070943316	0.55922467	0.43205228	0.00014278693	0.0014859312
è	0.008197512	0.51429707	0.47249413	0.0035987892	0.0014125692
n	0.00420483	0.81358445	0.18199897	0.00017947271	3.2318447e-05
a	0.025403904	0.4665985	0.50691813	0.0006043163	0.00047515592
p	0.0072717373	0.12495199	0.8658699	0.0018694309	3.692127e-05
à	0.00508969	0.10342163	0.8681489	0.01501627	0.008323498
n	0.0008160221	0.017915513	0.96246684	0.018676816	0.00012485536
t	0.00840147	0.054125722	0.81565547	0.10368962	0.018127663
a	0.005539595	0.02163236	0.47243878	0.350233	0.15015623
t	0.015324411	0.027546702	0.31607106	0.27867666	0.36238113
e	0.009764493	0.0066003194	0.48525864	0.45159712	0.0467794
c	0.00026695227	0.00051967084	0.14786091	0.79323745	0.058115087
h	0.0003276509	0.0015125059	0.021421405	0.963077	0.013661467
ù	0.00022162449	0.00067135115	0.0041230684	0.9730257	0.021958252
d	9.8946584e-05	0.00038135579	0.005592546	0.648756	0.34517112
d	0.0016147043	0.01007283	0.042719826	0.9205864	0.025006287
h	0.00016211567	0.0008353471	0.004500551	0.9696557	0.024846233
i	1.5517577e-05	0.00015967897	0.0022258353	0.9281097	0.06948937
</S>	0.00041732303	0.00048367082	0.00067992375	0.027046274	0.9713727
