 	lo	sentii	che	arrivò	</S>
t	0.9659673	0.030625274	0.0033780308	2.9205103e-05	1.514612e-07
o	0.9575715	0.0066031925	0.03581845	6.726054e-06	6.761535e-08
n	0.10717273	0.33794522	0.5544679	0.00041416998	3.26399e-09
ì	0.004240862	0.04250373	0.94503194	0.008190492	3.301347e-05
k	0.006785473	0.12412087	0.8672923	0.0018009865	4.170757e-07
u	0.015569523	0.02539858	0.8992758	0.059363067	0.00039295774
s	0.5511855	0.4158095	0.032982387	2.245506e-05	1.9519919e-07
a	0.12527134	0.11571861	0.75378805	0.0051881922	3.3773234e-05
k	0.0010979187	0.010825183	0.91765046	0.07040595	2.0412084e-05
a	0.00076509017	0.0035783679	0.02406902	0.9649223	0.006665218
ì	0.00069469307	0.0058041452	0.047341526	0.9174354	0.028724166
r	2.2427153e-05	0.0007424042	0.025300084	0.97246474	0.001470416
t	0.0007926457	0.0008610223	0.013425438	0.8601877	0.12473328
e	0.00032346163	0.0005737567	0.002711446	0.26585755	0.73053384
</S>	0.0046333796	0.0029319515	0.01302112	0.015798587	0.96361494
