 	ho	finito	di	scrivere	</S>
s	0.69504577	0.30343226	0.0013899443	0.00013166374	4.212032e-07
p	0.05310282	0.9446865	0.0022096464	4.688616e-07	6.49847e-07
ì	0.02124676	0.8049172	0.17382145	1.4556197e-05	7.35886e-08
c	0.008498442	0.9512959	0.040160887	4.4553264e-05	2.2525222e-07
c	0.05274714	0.9334967	0.012914968	0.00046179892	0.00037930885
e	0.41356725	0.20897526	0.3728477	0.004589148	2.061426e-05
t	0.020526767	0.04006969	0.939353	4.9976938e-05	6.881312e-07
s	0.08533173	0.8602335	0.054235414	0.00014210999	5.7336587e-05
a	0.042711314	0.121784605	0.8302266	0.005204624	7.2861e-05
à	0.00047600438	0.008473651	0.9877824	0.0028501234	0.00041783933
t	0.0006518544	0.23393731	0.7410288	0.024331262	5.0829716e-05
s	0.118641235	0.66162276	0.1474256	0.07169765	0.0006127422
e	0.0017862929	0.017502805	0.18334901	0.45864972	0.33871216
g	0.0009640782	0.00679778	0.38129753	0.39513677	0.21580386
r	0.002173345	0.00708462	0.025541168	0.95983166	0.005369251
à	0.0004098393	0.0010661774	0.0322605	0.93710995	0.029153509
t	0.00040901024	0.0018840424	0.0043460135	0.51652044	0.4768405
s	0.10807354	0.38185254	0.07217865	0.4196594	0.018235823
i	0.000296824	0.0014821024	0.003321663	0.23749779	0.75740165
</S>	0.0010413453	0.0018483785	0.009913222	0.012985579	0.9742115
