 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.9228823	0.07288081	0.0024116642	0.0006694256	0.0010896706	4.6485975e-06	2.6741958e-05	3.3881173e-05	7.248069e-07	1.5458138e-08	7.913162e-11	3.414203e-10	5.2124066e-10
n	0.55009234	0.35365698	0.083868064	0.0047447793	0.00147602	2.9385476e-06	0.005952745	7.990459e-06	0.00019649912	1.7203002e-06	1.6776192e-09	2.5800748e-09	4.586839e-09
ì	0.0002785995	0.8532356	0.13794449	0.004679453	0.0013149842	3.907304e-06	1.9129455e-07	2.4364922e-06	0.002466623	7.122281e-05	7.0035625e-08	1.5483876e-06	9.3083247e-07
c	0.00019089282	0.84346	0.15431646	0.0019449743	8.718998e-05	2.1681205e-07	2.3201385e-07	3.0250774e-08	9.578055e-09	5.9472e-11	1.917688e-12	7.591344e-13	5.379951e-12
h	0.00032922413	0.6151075	0.35021672	0.03285064	0.0014847022	8.576661e-06	1.9736412e-07	1.2558041e-06	1.1615929e-06	1.4134164e-08	1.807844e-10	4.406185e-11	3.6660534e-08
a	0.004120596	0.12242631	0.50979596	0.35410804	0.008791037	0.00019477966	0.0005117573	5.140124e-05	4.8758967e-08	8.594916e-10	1.9437288e-10	5.0255043e-12	7.448554e-11
n	0.0014070796	0.10835261	0.57752854	0.310203	0.002472907	6.217151e-06	2.9467072e-05	1.360307e-07	2.222269e-12	1.6088793e-13	1.2313051e-12	6.120753e-17	1.17314936e-14
d	2.3598377e-05	0.11249781	0.24001381	0.6091488	0.037733063	0.0005413235	7.165529e-07	3.8727678e-05	2.1326584e-06	2.2246654e-08	2.0304604e-10	1.7071388e-12	1.6853301e-08
ì	0.0016439743	0.030504936	0.17228141	0.75925463	0.03483955	0.0013587826	1.5124965e-05	0.000101533034	5.943459e-10	5.8220324e-11	7.6985224e-11	4.6086995e-15	3.421637e-11
s	0.0001314324	0.024887558	0.28665927	0.6816803	0.006381051	0.00025192072	3.5184e-06	4.895583e-06	6.8576327e-09	4.847128e-10	1.3800462e-10	1.2898331e-14	3.840348e-12
o	0.0010648586	0.10538443	0.084391035	0.6568408	0.14934269	0.0028331769	1.0158471e-05	0.00013219845	6.676962e-07	1.2926074e-08	1.4386273e-10	8.280732e-14	3.564527e-08
n	0.00047168054	0.0071666255	0.03711176	0.27496654	0.65750045	0.012214581	0.010506911	6.147889e-05	8.870778e-10	3.6685727e-11	6.644907e-10	1.765756e-14	4.120816e-12
t	0.00012245931	0.02444425	0.04425208	0.4206519	0.45771188	0.048276752	0.0015787467	0.0028316425	0.00012614985	3.006496e-06	3.2202955e-08	1.1136926e-11	1.0561183e-06
a	0.001591774	0.012236091	0.057573937	0.7150974	0.1781489	0.029022861	0.004610183	0.0017182842	4.0748048e-07	1.5889535e-08	4.3783967e-08	6.1842724e-13	5.5266023e-09
