 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9921725	0.0058596623	0.0018811297	7.8702185e-05	8.074119e-06	5.4323877e-08	9.876178e-10
p	0.03769972	0.92774665	0.028767342	0.0057254187	6.0855175e-05	2.3972014e-08	4.6721165e-09
e	0.0079782745	0.98776686	0.0041104406	0.0001418307	2.589856e-06	3.4656697e-08	7.902732e-08
r	0.040766586	0.9490667	0.009014357	0.001151495	7.6450715e-07	1.8149691e-10	2.9426303e-12
i	0.18458425	0.36332515	0.4514756	0.0005854913	2.658384e-05	3.4102078e-07	2.738809e-06
k	0.07064143	0.56872886	0.34463105	0.015632652	0.00036558148	4.7542548e-07	2.777739e-08
o	0.09923995	0.16870767	0.7131175	0.014030129	0.0033217485	0.0005294049	0.0010535495
l	0.025646925	0.06330547	0.82016563	0.089592464	0.001285561	2.6900425e-06	1.1533418e-06
ò	0.08824602	0.5592196	0.2523749	0.034051217	0.006175727	0.018044252	0.041888386
s	0.014927053	0.016860766	0.8855693	0.07847263	0.0039970544	0.00016735529	5.962666e-06
o	0.25914845	0.012528522	0.68455297	0.03447899	0.0067444528	0.00091546495	0.0016312333
n	0.0027121948	0.0008754762	0.07567091	0.83822477	0.08247174	2.7937425e-05	1.7008986e-05
a	0.009395114	0.01208367	0.27661875	0.50463194	0.18012032	0.01657245	0.00057783077
n	0.00035809953	0.0008145299	0.0177724	0.45601806	0.5241859	0.00084251683	8.475839e-06
a	0.013728963	0.010502952	0.1487533	0.32500044	0.39948943	0.099859744	0.0026650399
r	7.955509e-05	0.00022123224	0.0023036117	0.10556705	0.88607794	0.005550457	0.00020014783
è	0.005203663	0.0064115627	0.03108617	0.12701054	0.15967406	0.663041	0.0075729815
t	0.00027520832	0.0005434319	0.0032717953	0.046916436	0.49078527	0.4280843	0.030123528
s	0.019640671	0.009231015	0.04897387	0.04580426	0.32384336	0.52272856	0.029778266
i	0.000721123	0.0005394625	0.00435656	0.03949377	0.4978692	0.16399844	0.29302147
à	0.0032601168	0.0012965043	0.0040714247	0.031677786	0.74767154	0.0623052	0.14971739
t	2.2412602e-05	0.00013185614	0.00010234171	0.00023952899	0.103849456	0.8905504	0.0051040556
s	0.0057993876	0.0060213865	0.008137365	0.0024901344	0.11971429	0.81763107	0.040206388
e	0.00026979513	0.00017856936	0.0005498092	0.000853814	0.06468031	0.25406653	0.67940116
n	0.0008609161	0.00042185455	0.00094596075	0.0073428	0.24961977	0.06742233	0.67338634
ì	2.0084519e-05	6.401647e-05	5.3484753e-05	5.7461377e-05	0.04799872	0.8525959	0.099210255
t	3.5148607e-06	1.3276198e-05	9.4303905e-06	2.031075e-05	0.010875959	0.7989815	0.19009604
t	0.00027697565	0.00058333	0.00041498116	0.00021405857	0.01790115	0.8333737	0.14723575
a	0.00050529576	0.00030055497	0.0006127703	0.00050777144	0.014140947	0.06679666	0.91713595
</S>	0.004164306	0.0022423286	0.0037306019	0.0047742636	0.048628226	0.021346368	0.9151139
