 	ho	messo	uno	specchio	sul	muro	</S>
è	0.97156185	0.027293365	0.00094647735	5.5693694e-05	0.00014244756	1.00005e-07	5.3907896e-09
v	0.0024714763	0.9849609	0.007645351	0.0047665406	0.00015478506	9.095049e-07	2.6079467e-08
a	0.009838464	0.9576454	0.007926687	0.023927052	0.000112420144	0.000535884	1.4008356e-05
l	0.034161918	0.901833	0.06266397	0.0012972505	4.386707e-05	4.261712e-09	4.878671e-10
a	0.34409115	0.4149728	0.105472535	0.1312995	0.0013169149	0.00029728623	0.0025497493
è	0.046075217	0.3992383	0.54091233	0.011577988	0.0021956405	1.8051871e-07	3.0157278e-07
n	0.0011186464	0.020059701	0.037712608	0.93701	0.003875501	0.00022284235	6.396113e-07
a	0.12082513	0.07989622	0.3066918	0.3746093	0.059250645	0.05799592	0.00073099445
n	0.0033693605	0.019704778	0.2332176	0.31285784	0.43073764	0.00010746204	5.302128e-06
j	0.0050843735	0.010678712	0.045747455	0.5649733	0.114462495	0.25850162	0.00055203115
a	0.038630687	0.045754198	0.14164288	0.30695707	0.46460178	7.789383e-05	0.0023356208
l	0.0021946991	0.01140415	0.08191228	0.29396963	0.6031767	0.002227209	0.005115248
ì	0.012407396	0.0130968075	0.017842837	0.48992887	0.018476827	0.43040994	0.017837308
s	0.00094269513	0.001203153	0.0053537586	0.08010109	0.108730055	0.7876607	0.016008502
t	0.14276716	0.047855	0.1390451	0.11201617	0.24426219	0.2924576	0.0215967
o	0.0027907167	0.0033767596	0.011489988	0.061217643	0.29685855	0.0012271797	0.6230392
t	0.010993265	0.01565605	0.039732825	0.012238192	0.58658665	0.003412389	0.33138055
ì	0.000140478	0.00010399622	0.00022701264	0.0022296635	0.013379455	0.9623484	0.021570941
c	2.6560977e-07	5.608648e-07	1.979948e-06	0.00015778387	0.0012501621	0.99265575	0.0059335004
h	0.00023855326	0.00023661918	0.00034043964	0.0040727905	0.005931263	0.9316462	0.057534106
o	0.2882549	0.064055465	0.12502585	0.028611293	0.18497041	0.02123376	0.28784832
</S>	0.00963267	0.010434529	0.014376439	0.0021591575	0.02463795	0.0011840666	0.93757516
