 	credo	che	stanno	ancora	svegli	</S>
p	0.9954821	0.0040339734	0.000449545	3.29736e-05	1.3728272e-06	3.4443985e-08
i	0.73623765	0.25050923	0.013096697	0.00015436478	7.124238e-07	1.3433332e-06
s	0.8344235	0.13290969	0.008640356	0.024014814	1.14788545e-05	2.4763108e-07
t	0.5999605	0.38383934	0.016192866	3.5692375e-07	1.3813162e-09	6.965622e-06
è	0.9050945	0.08891827	0.005982486	4.631377e-06	5.019024e-08	1.464763e-07
o	0.77047545	0.22445937	0.005043143	1.9518307e-05	1.4898333e-07	2.195843e-06
k	0.011657509	0.83891374	0.14463781	0.0047891163	1.835306e-06	4.416002e-09
a	0.1511209	0.56659925	0.27740148	9.367861e-05	4.770638e-07	0.0047841794
s	0.03841948	0.63130975	0.31536826	0.0144940615	0.00037120926	3.7164704e-05
t	0.076423205	0.5129657	0.39620176	0.0012102146	9.0248244e-07	0.013198174
è	0.063506186	0.471013	0.43700767	0.024069611	0.001660746	0.0027428078
o	0.01799469	0.21815605	0.73120236	0.026913518	0.00031344494	0.005419876
n	0.00022910268	0.011267326	0.14050938	0.84677833	0.0012112344	4.6070745e-06
e	0.011942038	0.12566619	0.73554456	0.1259838	2.6559572e-05	0.000836772
a	0.00038420584	0.0064913556	0.050821833	0.910969	0.030147405	0.0011861434
n	0.00025037298	0.005044352	0.07483419	0.90459013	0.014808151	0.00047271498
k	0.0068850853	0.033271577	0.34353465	0.54184294	0.004179123	0.07028653
ò	0.0010271738	0.0010647519	0.006036632	0.18199532	0.75422084	0.055655282
r	0.00015387473	0.00033517054	0.004321487	0.15081045	0.5474259	0.29695308
a	0.04004162	0.017029312	0.054505907	0.16156599	0.59628314	0.13057403
a	0.0010487087	0.000697272	0.00073278684	0.0021392645	0.9554454	0.039936654
t	0.06251729	0.05881439	0.04035417	0.05252744	0.666016	0.119770765
s	0.33040258	0.1729443	0.15186737	0.010204064	0.0081675965	0.32641408
ù	0.00061566796	0.0005370003	0.0009545788	0.00613982	0.65662175	0.3351312
n	7.061705e-05	8.547483e-05	0.00013206294	0.0007117949	0.07293776	0.92606235
n	5.7874506e-05	4.0428236e-05	0.000110615496	0.00018244145	0.005984567	0.9936241
i	0.00010415616	0.00017947226	0.0002855936	0.0037979302	0.20850478	0.7871281
t	0.00628553	0.0062972447	0.004147627	0.012788902	0.54697585	0.42350483
i	5.784011e-05	2.4753635e-05	9.061259e-05	0.0001106373	0.005579531	0.9941366
</S>	2.6713004e-05	2.1937336e-05	5.933393e-05	0.0001715367	0.022845292	0.9768752
