 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.90776813	0.08486389	0.0053912504	0.0019728246	3.3484641e-06	4.3826057e-07	4.9836185e-08	1.1082685e-09	4.857539e-10
n	0.9761136	0.014294225	0.002003748	0.0075628054	2.5607804e-05	3.015278e-08	4.9208984e-09	1.7646176e-10	4.4771926e-11
e	0.0071205073	0.9037364	0.08473547	0.004091165	0.0003152234	5.094181e-08	1.4312894e-07	5.9292468e-08	1.0406197e-06
s	0.25171167	0.7021675	0.04092304	0.005180397	1.7321585e-05	6.7014567e-09	3.7743146e-09	3.0293733e-11	1.237999e-11
p	0.0016148564	0.059126493	0.9336073	0.005376772	0.00027342854	4.828819e-07	7.1626522e-09	1.3941356e-08	6.856724e-07
ì	0.07533596	0.2821988	0.5309436	0.11150975	6.625528e-06	5.2344553e-06	1.16971435e-07	2.0331443e-09	3.5635708e-10
c	0.025059538	0.23049808	0.738085	0.006288634	4.6384605e-05	2.0160267e-05	1.5808507e-06	6.418337e-07	1.8965613e-08
c	0.03893651	0.3293366	0.60619444	0.024675868	0.00076925155	6.5754786e-05	9.239173e-07	2.0991204e-06	1.8489047e-05
e	0.064717524	0.6230858	0.2809366	0.030479915	0.00053033675	0.00023182777	1.5199113e-05	2.615238e-06	1.2610352e-07
t	0.06828784	0.16304639	0.057488933	0.70941335	0.0016683373	5.929914e-05	3.5530913e-05	2.233011e-07	1.6273543e-08
s	0.018653478	0.1223401	0.5447103	0.26845446	0.045309305	0.000526994	1.2680082e-06	2.7753418e-07	3.754796e-06
a	0.0057157935	0.026725003	0.071916714	0.88000417	0.011858091	0.003737074	4.1419025e-05	1.6607015e-06	4.458463e-08
o	0.025120018	0.0070663397	0.007990434	0.9274424	0.017444266	0.013138797	0.0017732015	2.4045092e-05	5.6696865e-07
s	0.00055028143	0.00068690395	0.0042734286	0.0678397	0.9195224	0.0065609566	0.0005634828	2.83506e-06	9.164755e-09
ò	0.00025714686	0.0015982006	0.027184227	0.02033372	0.93469393	0.01588566	3.3961533e-05	5.3099807e-06	7.878837e-06
z	2.7257325e-05	5.6954526e-05	0.00090641784	0.0026615108	0.9618932	0.03391698	0.0004457851	9.055318e-05	1.3857217e-06
o	0.0023682863	0.0042607593	0.011362875	0.010079226	0.7874851	0.18180494	0.0015648708	0.0009900253	8.386868e-05
s	0.0010121375	0.00056737097	0.0007400032	0.032075673	0.07980802	0.41548008	0.45732892	0.0079540275	0.005033747
p	0.0011676694	0.0015573923	0.005187388	0.003430273	0.5030082	0.47263446	0.011036098	0.0019446696	3.386835e-05
i	0.0011740418	0.0019106321	0.0029007087	0.010478785	0.07663307	0.63642025	0.1190981	0.14707622	0.004308159
c	0.00031715815	0.00024916878	0.00030898297	0.002281013	0.008400361	0.21142666	0.7028853	0.05443915	0.01969211
c	0.003765302	0.011845247	0.036323432	0.02104227	0.19362979	0.5521819	0.05512489	0.12376226	0.0023248934
è	0.0012819696	0.0031585707	0.0027499169	0.0040592584	0.015257279	0.18782356	0.1301539	0.6351675	0.020348102
t	0.00051514496	0.000840093	0.0008376809	0.0018156361	0.008107157	0.28755406	0.16878621	0.3179013	0.21364269
s	0.038256522	0.09355398	0.21309151	0.063878894	0.06202639	0.37366942	0.058823016	0.09113233	0.0055679074
i	0.0008660438	0.0011895612	0.0015489109	0.0037290787	0.014247843	0.42257047	0.17139597	0.15216303	0.23228912
t	0.0013412908	0.00036481954	0.00017273446	0.0012251108	0.00021747484	0.007585498	0.8137594	0.037087142	0.13824648
s	0.00036786898	0.0005293566	0.0024163004	0.00027272015	0.23107365	0.39125726	0.12713134	0.23221037	0.01474113
e	9.8270706e-05	0.0001300328	0.00032353512	0.0005588784	0.006703163	0.34178331	0.17665371	0.3227788	0.1509703
g	0.0002130343	7.3904215e-05	9.397171e-05	0.00029330264	0.00017123861	0.008880693	0.7348437	0.12207067	0.13335945
r	0.000320727	0.00062674744	0.0010946431	0.0007734741	0.005875158	0.047487706	0.10427947	0.82225263	0.01728947
à	3.35699e-05	7.529652e-05	7.335376e-05	0.00014142382	0.0008815174	0.02346974	0.09778721	0.8010613	0.07647655
t	7.338545e-05	8.7758206e-05	0.00011647103	8.36914e-05	0.00015998112	0.0045642676	0.023673408	0.4383719	0.5328691
s	0.025218407	0.054993033	0.13526382	0.036983993	0.06572467	0.21609119	0.091687985	0.35361254	0.020424368
i	0.00012645847	0.00015990468	0.00021968075	0.00026568954	0.00060333416	0.020616226	0.051972054	0.24201368	0.68402296
</S>	0.0010706484	0.0002890828	0.00014617409	0.000655079	7.279832e-05	0.0008267659	0.16240466	0.031215161	0.80331963
