 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.96423244	0.01897345	0.006524951	0.009999845	2.765846e-05	0.00023542851	3.2373828e-06	2.8241936e-06	1.4353316e-07	8.518376e-10
d	0.93443865	0.0017573814	0.063505515	0.00029514456	2.1576696e-07	2.4521814e-06	5.333616e-07	1.1111345e-08	6.765532e-08	4.9113078e-11
r	0.0015774139	0.9785839	0.017522877	0.0019355553	0.000172651	6.8150316e-06	8.378141e-06	3.819308e-06	0.00017541336	1.3176493e-05
e	0.103609964	0.4267521	0.27073509	0.19839165	0.00042177	8.883587e-05	4.0004818e-07	1.6759107e-07	9.716624e-09	1.4858743e-10
f	0.013130945	0.9387764	0.025026057	0.022860412	1.0352783e-05	0.00018390709	8.4111235e-07	1.1153608e-05	3.910954e-09	6.488185e-11
f	0.0014545817	0.93224716	0.0055862726	0.060168903	0.00048157873	5.06154e-05	2.6064601e-08	2.899643e-07	1.8766083e-07	1.0467705e-05
ò	0.020049937	0.6885858	0.01655444	0.22699171	0.046624016	0.0011672792	3.1668778e-06	1.0149465e-05	9.2552557e-07	1.25613105e-05
m	0.0023803196	0.9468051	0.0114992885	0.038784645	0.0004415341	8.4594525e-05	3.5870613e-07	4.2198835e-06	3.4040242e-09	3.3824015e-09
m	0.033022054	0.88062847	0.009095583	0.07558882	0.0009347561	0.00026282785	4.7163457e-08	1.9266104e-06	3.1246972e-07	0.00046514653
u	0.00043892695	0.023803132	0.0050768196	0.29717025	0.67242664	0.0010144723	2.6642088e-05	7.867445e-06	5.5669802e-06	2.9647907e-05
e	0.011166528	0.00076496456	0.53667885	0.4427929	0.0047715837	0.0030367877	0.00078363105	7.1978536e-07	3.5789521e-06	4.8264553e-07
m	0.006722813	0.005447873	0.22287153	0.64708054	0.0127256075	0.10444735	0.00047572874	0.00022785793	7.161468e-07	2.0354454e-09
o	0.013536223	0.12694784	0.03626639	0.5651413	0.06988427	0.18339579	2.0580606e-05	0.0030460595	7.4875156e-06	0.0017540234
m	0.0019145535	0.0018720871	0.059482455	0.48798025	0.04883756	0.38503328	0.012846017	0.0018164093	0.00020504098	1.245371e-05
a	0.003289287	0.16520874	0.0106754685	0.27155727	0.052717607	0.43730196	2.1428603e-05	0.042427365	0.00015663618	0.016644154
i	0.0016461628	0.0004708444	0.035845414	0.25591663	0.054117825	0.6042364	0.04377886	0.0029581832	0.00091701	0.00011260343
g	0.0009967586	0.0029606556	0.013116203	0.06334995	0.018445915	0.7763819	0.007488405	0.11723287	2.6256406e-05	1.008194e-06
r	0.00029002255	0.022566723	0.0025630856	0.08745693	0.115103945	0.56266785	7.0295915e-05	0.20310014	0.00020261285	0.005978405
a	0.00074777525	0.0027764628	0.0023972618	0.029928045	0.10812077	0.42423666	0.03806454	0.070762165	0.3101995	0.012766826
m	0.0016151724	0.004313629	0.0067348354	0.028652322	0.05420595	0.39651334	0.07169356	0.42931464	0.0015020628	0.0054543945
m	0.015718328	0.13881387	0.030704059	0.17225696	0.14972919	0.28909388	0.00019379887	0.18122526	0.0005073489	0.021757323
è	0.0043991297	0.009542186	0.0069613173	0.03169625	0.34481126	0.20426984	0.021234535	0.20566183	0.04502046	0.12640318
n	0.014838165	0.03649035	0.034724686	0.11083832	0.2438876	0.35033727	0.02845832	0.13536626	0.003938741	0.041120235
a	0.019316673	0.025048021	0.023757609	0.066102	0.24119067	0.31685704	0.031871192	0.20847464	0.015598747	0.05178343
a	0.002355085	0.00029063507	0.0058529945	0.009018541	0.0083685545	0.15010488	0.4980448	0.12904704	0.16412984	0.032787766
n	0.0019514564	0.001285827	0.009395307	0.008228956	0.01178721	0.20336601	0.0738397	0.6632684	0.023335658	0.0035414342
g	0.00087564695	0.0065909848	0.0042966837	0.025645547	0.10610968	0.12962487	0.0019916503	0.60693645	0.0007990405	0.11712946
r	0.0033836768	0.0020743995	0.0045909774	0.009785662	0.04718982	0.1346654	0.16292241	0.3356103	0.10316485	0.19661255
à	0.0003783139	0.0008969163	0.0006718445	0.002273843	0.037089124	0.10095208	0.051012143	0.55442035	0.15866032	0.09364503
m	0.00014131084	0.00075177423	0.00033172697	0.000906097	0.0025065546	0.014407343	0.0076438934	0.21180147	0.0050796308	0.7564302
m	0.08203439	0.21938273	0.09060604	0.1346363	0.23486738	0.11451643	0.0033044121	0.11672162	0.0010035869	0.0029272048
a	0.0006024343	0.0002903239	0.00067009666	0.0011964286	0.014050745	0.002998353	0.0146059925	0.0039212904	0.18722767	0.7744367
</S>	0.0076229516	0.0017496907	0.010189227	0.009658358	0.0072333068	0.02226235	0.05806282	0.023887392	0.32532263	0.53401124
