 	sta	e	dorme	nel	letto	</S>
s	0.9800561	0.019872887	6.247988e-05	8.4003295e-06	1.2801436e-07	4.9861777e-09
t	0.97842354	0.021527646	4.7014804e-05	1.8491211e-06	1.0599758e-08	2.4804194e-08
e	0.42633528	0.5660976	0.0075375414	2.9573193e-05	3.225485e-08	3.241908e-09
c	0.44188386	0.52142507	0.036311664	0.00037780264	1.5240632e-06	3.6730569e-10
e	0.025737766	0.7701783	0.1534888	0.037068296	0.0090252645	0.0045016734
p	0.101641156	0.8664028	0.031683467	0.00027103853	1.5178847e-06	1.32698785e-08
l	0.0070048105	0.1251092	0.72422844	0.1299802	0.009072696	0.0046046483
ò	0.02531635	0.049487147	0.33172107	0.5636763	0.029586982	0.00021217646
n	0.012652242	0.11156413	0.853476	0.021826584	0.00047180234	9.378145e-06
n	0.0070644855	0.036374386	0.8297139	0.1222184	0.0034964536	0.0011322714
i	0.010074137	0.044985548	0.8564303	0.08398818	0.0043350062	0.00018687504
s	0.09494861	0.113778256	0.28351554	0.50612086	0.0008630372	0.000773657
t	0.034187503	0.062187478	0.45352677	0.44853297	0.00072030065	0.0008450565
o	0.0018794436	0.006868242	0.37922758	0.5970955	0.01417842	0.00075080525
g	0.0020805744	0.002691774	0.007622977	0.9735865	0.008726806	0.00529148
r	0.00017429507	0.0006245075	0.031867422	0.8870817	0.07826294	0.0019892454
à	0.00016745267	0.00047780247	0.025992777	0.7448611	0.22488256	0.003618318
t	0.0023187546	0.0045315656	0.039451096	0.7819445	0.094819486	0.0769346
t	0.025550088	0.035422396	0.14601779	0.74786353	0.038925417	0.006220741
i	0.0010580673	0.0015469656	0.016650835	0.59897256	0.14963019	0.23214146
</S>	0.0042831837	0.0024551589	0.0005185498	0.050898414	0.06627924	0.87556547
