 	voglio	che	Maria	viene	domani	</S>
t	0.9885578	0.010963019	5.4415777e-05	0.00041399887	1.062683e-05	7.225675e-08
è	0.98278344	0.016883498	0.00029984792	3.2209646e-05	1.0681603e-06	1.6704574e-08
l	0.74431014	0.25257242	0.0009127521	0.0021855147	1.920313e-05	7.689515e-08
o	0.64388037	0.35248485	0.0030755522	0.00043339262	2.8966546e-05	9.69448e-05
e	0.129917	0.64942443	0.21984777	0.00079561054	1.4004594e-05	1.2007879e-06
M	0.004792491	0.16294865	0.83092636	0.00095505646	0.00037733067	9.727421e-08
a	0.006427688	0.98448306	1.518562e-05	0.0077905236	0.0003350148	0.0009484611
r	0.03392617	0.3462256	0.5871845	0.02031315	0.0035495858	0.008801058
ì	0.009942837	0.08884281	0.6651564	0.004217959	0.23134418	0.0004958423
a	0.020177182	0.41422042	0.1593754	0.03365416	0.34881115	0.02376168
n	0.075032875	0.50442666	0.23287384	0.12715384	0.06030224	0.00021060272
a	0.05666356	0.91549224	0.0009795534	0.010090276	0.008884614	0.007889657
r	0.03906253	0.13809761	0.1297087	0.48653457	0.18128519	0.02531137
t	0.1452055	0.7532911	0.0006342487	0.052664038	0.008699614	0.03950562
i	0.013199326	0.044812955	0.12848292	0.069669485	0.05941938	0.68441594
à	0.006675136	0.016965829	0.00959394	0.41123027	0.32832694	0.22720788
v	3.8368446e-05	6.137444e-05	0.0012542495	0.011203016	0.9835202	0.0039228294
v	0.0020867153	0.010859378	0.0005794049	0.0319589	0.52564484	0.4288708
r	0.029559396	0.047152568	0.0014300981	0.1121126	0.7214422	0.08830309
i	0.0037420758	0.005711085	0.00023110822	0.09852397	0.61506414	0.27672765
</S>	0.007412771	0.0057428596	0.0004915392	0.044476278	0.007114496	0.93476206
