 	il	morto	vuole	pianto	</S>
t	0.9673159	0.0326015	6.958224e-05	1.2839997e-05	2.1257944e-07
o	0.9905421	0.009395317	6.235187e-05	1.3599839e-07	6.001907e-08
n	0.37750345	0.6029152	0.019561773	1.9453943e-05	4.7074092e-08
a	0.006743145	0.97363347	0.019436179	0.00011453795	7.2712326e-05
p	0.002009588	0.9956474	0.0023428684	2.629875e-07	7.0750237e-09
e	0.000512893	0.9801823	0.0023589265	0.014763706	0.0021822539
s	0.014535901	0.9782853	0.0067994134	0.00036943273	9.739402e-06
a	0.0012859754	0.9620331	0.0024822564	0.02651011	0.007688686
m	0.016684623	0.94329685	0.038762826	0.0011160164	0.00013961432
m	0.010005692	0.7104592	0.021382129	0.19392255	0.064230494
è	0.016475987	0.11139624	0.03508904	0.8155119	0.021526879
n	0.088121414	0.5488098	0.18969043	0.16018216	0.013196132
o	0.04127361	0.23307417	0.16847631	0.49526748	0.061908435
t	0.019462872	0.028464563	0.90223575	0.048009716	0.0018271825
è	0.0029196802	0.014295837	0.7561221	0.20021918	0.026443115
l	3.7239173e-05	0.0007160129	0.9836494	0.015161514	0.00043586237
i	0.028111234	0.033015247	0.2166843	0.68038654	0.041802704
g	0.0019307148	0.0024191476	0.08539145	0.3742133	0.5360454
l	0.00023760884	0.0010320843	0.005938392	0.9146984	0.07809339
e	0.0004079175	0.00066560134	0.0065068924	0.9516055	0.04081411
m	0.0012139814	0.0015331535	0.009417007	0.4803902	0.5074457
m	0.0008671203	0.0048962473	0.0133567965	0.97057736	0.010302382
è	6.1697014e-05	0.00013193296	0.0016730595	0.9513358	0.04679749
n	0.004249173	0.0032135204	0.0074435407	0.84335476	0.14173895
o	0.003184165	0.0025760287	0.007776385	0.9139515	0.07251188
</S>	0.012871128	0.0053618522	0.019900767	0.026714021	0.93515223
