 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.99050295	0.0059048436	0.0012357439	0.0022285345	0.00012468365	2.7233827e-06	2.0766382e-07	6.346346e-08	4.4446743e-08	1.2320471e-08	2.5070367e-08	1.4638812e-09	2.585319e-10	1.28855655e-08	5.725236e-09	1.7307199e-09	7.91154e-09	1.6769489e-10	3.0508376e-10	7.370376e-08	3.976112e-11	1.8958382e-09	3.7249507e-08	2.002492e-09	7.823828e-09	1.7453548e-10	2.1125161e-10	2.258798e-11	9.997447e-08	5.0320825e-10	2.6706093e-09	1.12589535e-10	3.1386817e-11	2.9404198e-11	5.5847094e-10
m	0.99755776	0.0023904787	4.3625474e-05	7.856634e-06	1.9504826e-07	1.1615942e-08	3.353188e-11	1.0138698e-12	1.0442499e-11	8.51661e-13	9.692302e-11	1.1642864e-13	1.845022e-12	1.1729128e-12	4.1151145e-12	5.3242957e-13	1.5926259e-10	7.43373e-14	1.3492267e-12	2.9012836e-11	3.852958e-14	1.9772424e-12	3.5595626e-12	4.6392144e-13	9.440574e-10	6.528364e-14	3.9141954e-13	5.752159e-14	2.968163e-09	2.0728872e-12	1.8914172e-09	1.08650285e-11	2.3127641e-12	2.793412e-11	1.2577981e-11
ì	0.82435155	0.11768125	0.0031703208	0.0012741131	0.000376535	3.0010794e-06	7.682679e-07	2.7446623e-07	1.6452472e-07	4.1085568e-07	1.4476029e-06	1.3327032e-06	1.8503066e-06	1.507781e-07	4.757184e-06	6.0141343e-07	4.940701e-06	3.6953338e-07	1.5716383e-06	1.4314386e-07	2.4509145e-06	1.4399722e-06	1.3960616e-06	1.5444728e-06	1.8378985e-05	1.3538296e-06	3.3240344e-06	8.311137e-06	3.4630728e-05	9.5798954e-05	0.051714633	0.0003644789	5.8061687e-05	7.669481e-05	0.0007418923
d	0.010080038	0.98886454	0.0010346122	1.7978015e-05	2.7478463e-06	2.6383498e-08	7.1665335e-10	8.14561e-11	8.1058875e-11	1.917979e-11	6.489962e-11	3.933163e-15	1.9913208e-13	4.924416e-12	6.554532e-13	1.2351552e-12	2.792633e-12	8.853445e-16	1.3324876e-13	1.14964226e-10	1.8718888e-14	1.5918916e-13	3.1246925e-11	8.588648e-13	6.391718e-12	2.7992216e-14	9.833434e-14	4.679182e-15	5.98405e-10	2.2697093e-13	3.400699e-13	1.1767373e-13	4.469457e-15	1.3884387e-16	7.6954113e-16
e	0.5355507	0.23665981	0.21554062	0.011727267	0.0005208038	8.82344e-09	1.662313e-07	7.184528e-08	1.0973682e-08	1.0298857e-08	7.4051805e-09	1.8829918e-09	4.3338597e-10	6.1482153e-09	8.2289275e-10	2.1419988e-09	1.1107353e-09	2.5508468e-10	1.2079314e-09	1.0718864e-08	6.5531602e-09	8.486395e-08	1.2432345e-08	2.2868534e-09	1.2444035e-09	3.536505e-10	1.1680265e-08	9.323903e-10	4.9420514e-08	2.6659284e-09	5.6883938e-09	2.8899878e-09	2.128076e-09	9.1477315e-10	2.9675448e-07
c	0.027350504	0.46310067	0.5093434	0.00020430292	1.0139155e-06	1.5310346e-07	8.99899e-09	1.5415909e-09	6.3063905e-09	3.2247127e-10	4.654937e-10	3.9867988e-14	2.6734188e-12	3.3437933e-11	3.191423e-12	2.3785784e-11	1.6179576e-12	6.463685e-15	3.6249953e-12	2.2244684e-09	5.2261743e-14	2.9525239e-12	1.13025464e-10	1.5237164e-11	1.961576e-11	1.6173644e-13	7.626716e-13	2.1331646e-15	8.921482e-10	3.6068064e-13	5.71015e-14	3.8407418e-14	8.5727924e-16	1.34594354e-17	4.53313e-17
i	0.016835643	0.005407101	0.89174694	0.08234013	0.0036696054	1.5210002e-08	4.1864143e-07	1.0285661e-07	1.8589097e-09	2.2000195e-09	3.841598e-10	2.57195e-10	5.145241e-12	4.5582269e-10	8.164827e-12	4.5043292e-11	2.430988e-11	4.2107004e-12	7.810736e-12	6.5477407e-10	5.051975e-11	1.8497281e-09	3.2546243e-10	3.604298e-11	7.554184e-12	1.7801159e-12	6.1737386e-11	1.3401749e-12	5.9001115e-10	1.1182092e-11	3.2970202e-12	9.853472e-12	8.230262e-12	4.0638595e-12	2.672346e-09
d	0.004425788	0.09502008	0.898173	0.0023628278	1.7206035e-05	1.0016307e-06	1.3326817e-07	2.5469507e-08	1.9119346e-08	2.6763631e-09	8.9461266e-10	8.157952e-13	4.017011e-11	1.3073859e-10	1.3462489e-11	1.5867115e-10	2.3836605e-12	7.5097074e-14	4.5200836e-11	2.9942704e-09	1.7152301e-12	1.4156845e-11	1.8692037e-10	1.302192e-10	2.74021e-11	1.945027e-12	4.9073536e-12	4.0696775e-14	4.2965265e-10	5.968499e-12	9.132378e-13	9.573425e-13	3.851007e-14	1.0686228e-15	1.5822769e-15
è	0.035351746	0.02694804	0.51118004	0.30477926	0.12170165	1.5698072e-06	2.7953032e-05	7.917487e-06	8.8919684e-08	2.2661548e-07	2.4344784e-08	2.6554755e-08	4.31196e-10	3.9149164e-08	3.1162492e-10	4.630315e-09	7.259247e-10	2.46788e-10	8.514109e-10	4.4214914e-08	7.126207e-09	5.726781e-08	2.3754046e-08	4.2801935e-09	1.3727702e-10	1.396973e-10	3.3893297e-09	1.8361253e-10	2.0322757e-08	1.5978517e-09	1.5464734e-10	1.6487081e-09	2.1346005e-09	8.270026e-10	1.2540625e-06
t	0.001137833	0.057616636	0.91950756	0.019860372	0.0018624078	1.3474681e-05	1.3040587e-06	3.193302e-07	1.2795299e-08	1.3804019e-08	3.7274246e-09	2.4197009e-09	6.098003e-11	3.777554e-09	3.5297193e-10	3.5051645e-10	4.369451e-10	3.7660104e-11	2.018428e-11	5.7393437e-09	7.261301e-13	1.1853629e-10	2.0931223e-09	2.6625635e-10	1.7481845e-10	1.1892257e-11	8.067511e-12	6.230838e-14	1.0673671e-09	1.3902318e-11	3.3224894e-12	2.3312827e-12	1.00257605e-13	1.0162818e-14	4.2805674e-14
