 	il	ladro	poteva	entrare	da	qui	</S>
o	0.99803585	0.0018780797	8.2794686e-05	2.7844198e-06	5.438955e-07	4.7426965e-09	1.2769794e-08
l	0.0109898	0.9515448	0.033874568	0.003590464	2.2505154e-07	1.7093159e-08	9.467033e-10
à	7.732505e-06	0.9466798	0.011428785	0.04055252	6.4230924e-05	0.0010003628	0.00026671417
d	0.09225336	0.6878449	0.20504686	0.014853291	1.4772871e-06	4.6103164e-08	8.992451e-08
r	0.02812293	0.8918226	0.05712682	0.021994552	2.748014e-05	8.569729e-07	0.00090480037
o	0.5348053	0.303422	0.161347	0.00027128807	0.0001538974	1.621796e-07	3.0440825e-07
ì	0.08961441	0.014721507	0.894451	0.0005488239	0.0006641989	1.2072945e-07	8.456433e-09
s	0.0020327056	0.5581357	0.4308071	0.009023109	1.3296863e-06	1.438334e-10	1.9072401e-09
o	0.22185732	0.7166339	0.058393676	0.0030766958	2.9791749e-05	1.1596222e-09	8.643961e-06
z	0.006918776	0.0039344267	0.8660256	0.0050183795	0.11794949	0.0001259597	2.7251039e-05
e	0.0017133465	0.042371634	0.24439982	0.69381106	0.017555939	1.5702431e-05	0.00013252386
è	0.0026974394	0.003890895	0.52532727	0.07187098	0.38278738	0.0121377595	0.0012882276
m	0.0001367961	0.02224185	0.1649917	0.8024477	0.010152487	1.147632e-05	1.7976217e-05
b	0.014557701	0.11328047	0.15104888	0.5979898	0.11569595	0.00047190813	0.006955284
i	0.054437976	0.050803956	0.1160126	0.010498737	0.56167245	0.14628002	0.060294293
a	0.0025387346	0.00014290621	0.00853127	0.00028127022	0.3701236	0.570401	0.047981188
p	0.0056634583	0.005345336	0.0549299	0.023130156	0.6558212	0.25003	0.00507989
ò	0.00046426366	0.008228808	0.02920278	0.89453036	0.0481819	0.011394112	0.0079977065
t	0.002300052	0.0055632205	0.018323671	0.033209894	0.46930346	0.34468174	0.126618
t	0.008737461	0.04793049	0.06569528	0.3994798	0.33287263	0.027789654	0.11749465
u	0.0001533771	0.0001874415	0.0003223916	0.0002662241	0.01745217	0.2058458	0.7757726
</S>	0.00029794365	2.5605523e-05	0.00037229003	2.8669523e-05	0.010571339	0.30531293	0.6833912
