 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9601673	0.03846748	0.0012214335	0.00013797743	5.8744545e-06	6.1383126e-08	3.7696766e-09	3.8776427e-09
s	0.036684416	0.8642643	0.09763484	0.00046905057	0.0009473817	3.093054e-08	8.552287e-09	6.0342226e-10
o	0.4218653	0.51518476	0.057746645	0.0026749158	0.0025195603	1.0003224e-06	4.594248e-06	3.2260732e-06
g	0.0057968264	0.974762	0.01939838	2.6637124e-05	1.6210095e-05	7.7036166e-10	8.132029e-11	1.711319e-11
g	0.03745524	0.5203807	0.1644203	0.0056559877	0.27188706	9.469481e-06	3.0608478e-06	0.00018816424
è	0.24903741	0.5017123	0.17532626	0.058851056	0.015039334	2.8484812e-05	1.1094293e-06	4.0363393e-06
s	0.24582632	0.6145933	0.12446934	0.014892227	0.00020658849	1.1939572e-05	9.5005184e-08	9.994368e-08
t	0.246948	0.23310357	0.22931987	0.007975113	0.28208324	6.1891633e-06	1.9227397e-07	0.00056379347
e	0.14777131	0.42465758	0.32533416	0.09708822	0.0049406188	0.00020222447	3.3311824e-07	5.521762e-06
k	0.023893902	0.014079116	0.86504894	0.09620545	7.553168e-05	0.00069641497	4.4562924e-07	1.6989756e-07
a	0.0025019273	0.0039209765	0.031995732	0.0033263045	0.9580867	1.8755518e-05	4.706937e-07	0.00014914188
m	0.009081792	0.018766535	0.69509184	0.26762554	0.0014387199	0.007961724	2.6369098e-05	7.4923432e-06
b	0.00047382704	0.0005395738	0.0024501604	0.0011948111	0.9949608	0.00015132022	9.483886e-06	0.00022002477
ì	0.005224107	0.003763497	0.014550037	0.030616034	0.9230305	0.018662222	0.0017730973	0.0023804924
k	0.0304569	0.01691863	0.30930015	0.59144217	0.022896934	0.027056526	0.0004484585	0.0014802823
e	0.00087546225	0.00051404507	0.0019900256	0.0012152538	0.99404836	0.00050961296	4.1042324e-05	0.00080613757
a	0.004599616	0.0031805325	0.04633785	0.25536627	0.0040178197	0.67505443	0.011036994	0.00040651087
p	0.007848152	0.0063312254	0.05492411	0.20127283	0.018962665	0.7094154	0.0012213624	2.4281584e-05
ò	7.936248e-05	7.316969e-05	0.00029762337	0.0005034671	0.9968546	0.0016882083	0.0001990934	0.00030443966
t	0.0016797939	0.0017537096	0.01537731	0.1564816	0.40009117	0.41848868	0.0042668562	0.0018608755
t	0.0012802649	0.0005256856	0.0017612241	0.003846405	0.986363	0.0051530628	0.00011329507	0.00095709396
u	0.0012381941	0.00093989907	0.0033084652	0.03152271	0.058665432	0.52647066	0.16564946	0.21220522
</S>	0.00036227607	0.00028994706	0.0009256149	0.0028995108	0.00024408751	0.29087555	0.5589503	0.14545277
