 	mia	figlia	vuole	andare	</S>
i	0.9863689	0.01360653	3.877189e-06	2.073825e-05	1.1671157e-08
k	0.031759985	0.96823746	2.21726e-06	3.325248e-07	1.8905762e-10
i	0.8389946	0.09798794	0.0025464806	0.05437705	0.0060938783
a	0.12745911	0.8720008	0.00050704763	3.286899e-05	1.2210731e-07
t	0.037971314	0.8886963	0.07278809	0.0005440104	2.8747152e-07
è	0.60517013	0.27535453	0.07449951	0.025996944	0.018978912
r	0.6128246	0.37244624	0.013141843	0.0015786861	8.596683e-06
a	0.71648926	0.18363743	0.0762124	0.020095913	0.0035649536
m	0.024219602	0.012703698	0.9607961	0.0019322808	0.0003483596
u	0.037065666	0.0062595233	0.5201712	0.41618726	0.020316368
i	0.0052244095	0.005740806	0.9665459	0.02020138	0.0022874428
t	0.0024528345	0.0025968677	0.8949903	0.0998604	9.963553e-05
è	0.016992968	0.004162236	0.4848598	0.422153	0.07183197
l	0.00011747819	0.00010299072	0.3265775	0.6640792	0.009122807
i	0.0063877753	0.0021378163	0.08904709	0.82685685	0.07557054
n	0.0014755637	0.0010071788	0.045240786	0.47875613	0.47352037
a	0.0030662692	0.0015015324	0.047649864	0.9050798	0.042702597
p	0.0006111089	0.00037819508	0.008545029	0.52420306	0.46626255
à	0.0010114207	0.00035819033	0.009169947	0.91238815	0.07707228
i	5.432084e-05	2.829263e-05	0.0007831528	0.29871783	0.70041645
</S>	0.019397413	0.005637408	0.026278509	0.30422696	0.64445966
