 	non	deve	magniare	la	sera	</S>
e	0.7921216	0.20672773	0.0008937087	0.00023557305	2.131159e-05	8.968608e-08
n	0.88638324	0.0804755	0.026389297	0.0058932775	0.000858612	3.965226e-08
è	0.009987609	0.60660124	0.24098282	0.1263406	0.01483001	0.0012577864
n	0.07745166	0.6039625	0.3023371	0.007939114	0.008307795	1.8915043e-06
a	0.05973594	0.6531613	0.25174025	0.034462642	0.0008577818	4.2011096e-05
f	0.036080074	0.108435005	0.8371145	0.018096015	0.0002743544	2.9367225e-08
à	0.002047928	0.044711325	0.910169	0.03707116	0.004996769	0.001003869
i	0.006059491	0.08343002	0.8673639	0.028619494	0.014240424	0.00028662276
t	0.018657159	0.028167991	0.21606265	0.6043156	0.13270375	9.294514e-05
o	0.003322093	0.010768555	0.20804475	0.30572337	0.42482275	0.047318395
v	0.0002656396	0.00022951009	0.003567369	0.1409192	0.8546219	0.00039638867
r	0.00049028255	0.0032982281	0.044750653	0.1169603	0.7107591	0.123741455
à	0.0014506481	0.005173054	0.021584606	0.03845628	0.75827163	0.17506383
i	0.0050748466	0.008311472	0.019014934	0.020380517	0.1688531	0.7783651
</S>	0.1051359	0.09180146	0.10742188	0.19798489	0.45457244	0.04308336
