 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9572271	0.04107654	0.0012873228	0.00017155205	0.00023731166	1.5457731e-07	3.511032e-09	5.358159e-09
n	0.99934727	0.00010097347	0.00039017518	3.364985e-05	0.00012751711	4.327175e-07	2.8997689e-09	2.7693943e-11
k	0.5826868	0.21797454	0.0074453456	0.05550169	0.13582602	0.0004992478	2.3289704e-05	4.300685e-05
ò	0.23808064	0.76043475	0.0014350278	3.5948247e-05	1.3628225e-05	9.360055e-09	9.659338e-11	9.591475e-09
r	0.025476495	0.9407494	0.031126218	0.0015312181	0.0011135228	2.7144151e-06	2.0502949e-08	3.1461067e-07
a	0.003123875	0.9951096	0.0015602664	0.00012519666	7.362501e-05	2.6653032e-07	1.1957426e-08	7.171857e-06
s	0.00095715857	0.82684857	0.17218752	6.0402585e-06	5.7305203e-07	2.0272775e-08	5.7674896e-09	7.821313e-08
t	0.0012039592	0.9707647	0.02627112	0.001250595	0.0004637413	1.5127242e-06	2.112606e-08	4.4367345e-05
e	0.0041336254	0.93186194	0.063812986	0.00016002284	3.0100711e-05	3.6137905e-07	1.2969373e-07	8.505908e-07
m	0.00019233854	0.10535992	0.8942817	0.0001517545	2.4050482e-06	4.9282956e-08	2.3331763e-08	1.1794608e-05
a	0.00063743145	0.7461507	0.17216782	0.062036123	0.013924802	0.0017557549	0.00016802356	0.0031594022
r	0.00018486919	0.0356634	0.963832	0.00022972743	4.232933e-06	3.3217935e-07	3.211131e-06	8.213979e-05
è	0.00064691255	0.10726093	0.8190628	0.05221497	0.017080331	0.003419204	0.00021246208	0.000102373764
o	0.00018396115	0.11849243	0.6792771	0.18750377	0.008885593	0.001604127	0.00037588715	0.0036770501
c	0.00040860506	0.013884649	0.45044446	0.52301675	0.011808013	0.00037012514	4.5594406e-05	2.1751823e-05
e	0.00028291007	0.06347719	0.014111893	0.75220233	0.053427957	0.06303052	0.016555551	0.036911674
e	0.0016556146	0.01623102	0.64815825	0.29500344	0.006454158	0.0008468274	0.007027111	0.024623645
n	0.00036221024	0.0034762223	0.11158001	0.7989225	0.07813851	0.0059960256	0.0012731976	0.0002513553
ì	0.00080988766	0.014235852	0.008834699	0.71402717	0.091235906	0.101765916	0.029751372	0.03933922
n	4.0444625e-06	4.296221e-05	0.000994673	0.4159881	0.3257072	0.1773491	0.07086628	0.009047673
e	0.0022118264	0.0051879594	0.004669384	0.31307825	0.10863386	0.09348138	0.38981625	0.082921095
p	0.00045694754	0.00051559496	0.0047122026	0.016632518	0.038260225	0.015989311	0.059656605	0.8637766
r	0.00050892204	0.0026509443	0.0023204233	0.04272268	0.02697421	0.1779102	0.72526926	0.02164345
ò	0.00013417221	0.00044164385	0.0019786498	0.016587066	0.0062516704	0.061788186	0.8708169	0.042001773
n	7.595599e-05	0.0007395967	0.0007748047	0.003972834	0.0062414575	0.05648418	0.5417424	0.3899688
t	0.008748265	0.04484313	0.0062805163	0.028197957	0.009312835	0.04620011	0.7425137	0.11390346
o	0.0004662701	0.0011030047	0.0008057854	0.002466784	0.0017607863	0.00455663	0.34643027	0.64241046
</S>	0.0021928472	0.0014091878	0.0027025188	0.00029459017	0.00047489497	0.00032204177	0.007586843	0.98501706
