 	che	consuma	poco	benzina	</S>
n	0.9408069	0.059049096	0.00014364565	2.6826623e-07	5.731197e-08
a	0.9935823	0.0054266276	0.0009904238	5.4893326e-07	5.755155e-08
k	0.38542333	0.39804244	0.21653289	1.3551036e-06	2.7548772e-09
o	0.0050485926	0.8288485	0.15972082	0.00019861225	0.00618355
n	0.070256524	0.8072644	0.122465655	1.2716818e-05	6.925968e-07
s	0.013983929	0.8907752	0.07089792	0.021909002	0.002434027
u	0.064624496	0.8816349	0.05300597	0.0005229946	0.00021169963
m	0.059445955	0.6580694	0.2813675	0.0010242994	9.2870294e-05
è	0.05269433	0.76905274	0.12312653	0.003970603	0.05115582
t	0.02696947	0.613439	0.35172233	0.0074360636	0.00043312105
s	0.3215079	0.43473318	0.2244336	0.006643616	0.012681568
i	0.05780274	0.1804978	0.6668847	8.720207e-05	0.09472755
a	0.032985464	0.01923384	0.9101779	0.0030944494	0.03450829
l	9.136339e-05	0.00064665766	0.86534137	0.13390404	1.6609956e-05
ì	0.007809296	0.06825382	0.23875208	0.6287525	0.05643233
o	0.00044029983	0.002669535	0.03545581	0.89563787	0.065796465
b	0.0047122147	0.0061562955	0.13434596	0.78251475	0.07227081
e	0.00012516374	0.0014222203	0.011435433	0.9157665	0.07125076
n	0.0051812907	0.00451258	0.049136404	0.30846345	0.6327062
z	0.0012451286	0.0061644185	0.008672514	0.9742804	0.009637602
ì	0.047016546	0.047317363	0.08662402	0.011774275	0.8072678
n	0.0004920942	0.001069791	0.004113392	0.47969696	0.5146278
a	0.04993402	0.06446072	0.11509429	0.031144822	0.7393662
</S>	0.013361153	0.008492967	0.016192054	0.010639185	0.9513147
