 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.9957723	0.0022193957	0.0015640215	0.00035211412	9.190208e-05	1.8472831e-07	2.8650733e-09	6.796571e-10
è	0.97447973	0.011346668	0.01275725	0.0011632979	0.000247339	2.6930836e-06	4.7064995e-07	2.6248242e-06
o	0.9519935	0.028434316	0.019157687	0.0003866338	2.789409e-05	2.655763e-10	1.8746234e-11	3.525494e-11
p	0.74269384	0.23211026	0.024874024	0.0002653532	5.6547142e-05	1.4128508e-09	1.3147802e-10	4.3668467e-12
p	0.13818964	0.8524624	0.0051604947	0.0004912272	0.00366085	2.6641482e-07	6.492416e-06	2.8569491e-05
ò	0.2678642	0.5564037	0.08407865	0.07766184	0.013980418	1.2962545e-06	5.876802e-06	4.0683894e-06
r	0.04949082	0.92699045	0.021340994	0.0020679634	0.000109792294	1.2872857e-08	8.716975e-09	3.6906334e-09
k	0.03084737	0.9241234	0.030747583	0.005641499	0.008605003	1.1612278e-08	4.6672974e-07	3.47184e-05
e	0.05644953	0.8688961	0.055583645	0.015498214	0.0035698093	6.5207263e-07	1.0181923e-06	1.0787885e-06
t	0.00378135	0.029329844	0.93146604	0.03527472	0.00012259124	2.5328598e-05	4.236173e-08	1.235681e-07
e	0.04511274	0.30824462	0.18774001	0.05532223	0.40344983	1.13467e-06	3.0344443e-06	0.0001264736
e	0.00090362877	0.0048026913	0.6525496	0.3312475	0.010336662	0.00015945492	4.0278587e-07	4.7813103e-08
t	0.0077851014	0.041972417	0.2365775	0.365129	0.3484821	3.1581018e-05	2.1883254e-05	3.9829928e-07
r	0.0030392194	0.018493623	0.012753451	0.029195154	0.93474406	5.492742e-06	0.0005482853	0.0012206465
ò	0.0017098287	0.011876762	0.10427196	0.29106358	0.5331473	0.051453594	0.0054056505	0.0010713022
o	0.0006200876	0.0048409156	0.031385772	0.21989487	0.7342829	0.007538496	0.000763569	0.00067337736
p	0.0022408383	0.0025257934	0.02704674	0.33176142	0.5451491	0.064370535	0.02661249	0.0002931376
ò	0.006275888	0.016533336	0.011791696	0.020986108	0.861414	0.00040648153	0.06994712	0.012645312
s	0.002088857	0.0050468263	0.01396487	0.08610338	0.61416626	0.17366572	0.08942605	0.015538015
s	0.035223894	0.058735862	0.04486269	0.08387619	0.7027695	0.0006955713	0.056065373	0.017770905
a	0.00028747838	0.00060932525	0.0019871425	0.0120633235	0.07592995	0.5516154	0.15457463	0.20293266
t	0.0008087477	0.00012620159	0.004703081	0.015036309	0.0025386116	0.8029409	0.0383113	0.13553481
è	5.9865346e-05	0.0002836513	0.00012527527	0.0012535575	0.020021088	0.00021053378	0.92985594	0.04819019
l	1.232202e-06	1.0506841e-05	1.7525677e-05	0.00065072	0.0110285375	0.001617491	0.8961402	0.09053379
o	0.0002679272	0.00048156828	0.00043254785	0.0014734718	0.007898872	0.0072817765	0.9436107	0.03855312
</S>	0.00030339402	9.816428e-05	0.0007148871	0.0015367066	0.00048186062	0.1158957	0.17709927	0.70387
