 	la	casa	la	costruiscono	i	muratori	</S>
t	0.957209	0.04118	0.0015942788	1.1400612e-05	5.137943e-06	1.373424e-07	3.4102088e-09
o	0.97536284	0.018197142	0.006364936	7.475855e-05	2.8481583e-07	5.2394565e-08	1.0511597e-09
s	0.8039111	0.11101755	0.084389254	0.0005039433	0.0001779998	2.1235476e-07	5.909035e-11
p	0.11272023	0.5361261	0.35025987	0.000760701	7.85418e-06	0.00012297445	2.3650723e-06
ì	0.43016464	0.29457483	0.2744916	0.0007439893	2.4918154e-05	2.843237e-08	6.3148318e-09
t	0.26173446	0.5428383	0.18593177	0.009450232	3.0526207e-05	1.45758895e-05	1.2407294e-07
i	0.04602952	0.6389609	0.31395057	0.0010377393	8.860417e-06	1.8294954e-06	1.0616815e-05
t	0.0987139	0.10771313	0.55093646	0.24016	0.0024762296	1.9303957e-07	3.6307885e-08
o	0.008004114	0.23347892	0.7247574	0.03370528	1.800461e-05	1.3485011e-05	2.2926024e-05
f	0.002201926	0.0063189776	0.11989925	0.8667954	0.004771632	1.2674091e-05	3.958667e-08
a	0.0012180554	0.030412886	0.15032788	0.80554515	0.0019445878	0.009372247	0.0011792418
b	0.0008104223	0.0011568435	0.012438272	0.96332645	0.021308644	0.0008596423	9.967133e-05
b	0.00032997533	0.007930019	0.032132175	0.9151985	0.0008306365	0.039788276	0.0037904014
r	1.399137e-05	0.00028400726	0.0017861341	0.1250353	0.019942261	0.84723073	0.0057075615
i	0.00026659667	0.0017010797	0.0116931945	0.5540333	0.0999559	0.33212394	0.00022601418
k	0.00509402	0.006557784	0.02677076	0.5152897	0.42804682	0.017773896	0.00046699215
è	0.0007702234	0.03938185	0.15923257	0.55442864	0.049314395	0.19382776	0.0030445585
o	0.005457581	0.011950201	0.034900516	0.36000618	0.24674144	0.3217661	0.019178038
n	0.016351445	0.003977218	0.0067572286	0.065539084	0.84311247	0.060607675	0.0036549561
e	0.014285757	0.07279103	0.13236627	0.072901584	0.06643466	0.6139191	0.027301656
i	0.0015665184	0.00053662184	0.0010781771	0.015728312	0.76249784	0.20301817	0.015574348
f	0.0013356985	0.001316837	0.0015119548	0.004294073	0.03687045	0.95372725	0.00094373524
a	4.987934e-06	0.00012211155	0.00038438142	0.003709289	0.003204439	0.98939145	0.0031833113
b	0.0013178593	0.0006877578	0.0010640667	0.0073608807	0.15388718	0.70722204	0.12846024
b	3.291303e-06	0.00018766716	0.00068775803	0.0077231163	0.008535334	0.9823033	0.0005595231
r	1.7968826e-07	7.660355e-06	3.3084325e-05	0.0006153059	0.011103177	0.97528434	0.0129561825
i	7.477108e-07	1.15926905e-05	3.696781e-05	0.00082988356	0.0030502675	0.9938206	0.0022499114
k	0.0048619783	0.0024342511	0.0030987975	0.0055742143	0.53263485	0.44797698	0.003418954
a	0.00044976026	0.007088427	0.018878069	0.011804225	0.21826465	0.72453225	0.01898259
t	0.3048404	0.09817489	0.08409936	0.05451328	0.2547689	0.17097639	0.032626797
ò	0.0037910528	0.028539017	0.052584805	0.0052964324	0.05443384	0.8414823	0.013872611
r	0.054089043	0.044342108	0.038522463	0.051456366	0.041873015	0.7385244	0.031192621
i	0.03954769	0.072587244	0.08027124	0.005004373	0.133353	0.6124835	0.056752894
</S>	0.0050113634	0.001258802	0.0012524395	0.0020007475	0.028056096	0.0035213777	0.95889914
