 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.99554306	0.0015259155	0.0028209821	0.00010331464	3.7236196e-06	4.8429297e-07	3.602402e-08	3.736714e-08	2.6826902e-08	2.3173172e-06	2.8745156e-10	1.439126e-07	1.8496152e-10	2.8574768e-10	1.0108149e-09
ì	0.9898009	0.0073360964	0.002316661	7.49463e-05	5.6666113e-07	2.0969964e-07	4.141085e-08	8.9635044e-08	8.811155e-07	6.9508144e-07	4.7659893e-07	0.00045300135	5.2026934e-07	6.315488e-07	1.42985145e-05
n	0.5807606	0.41237277	0.0068472354	1.8926865e-05	1.9603013e-07	4.5554165e-09	9.89749e-10	1.14832324e-10	7.1660566e-10	2.637657e-07	4.1870113e-13	6.797124e-09	5.9631e-13	1.2705565e-14	1.5720462e-14
o	0.8409574	0.14685361	0.012161287	2.7381546e-05	3.2445143e-07	7.2721886e-09	8.6883567e-10	2.84494e-10	3.1270478e-10	4.9926094e-09	2.6566576e-09	7.241641e-09	8.854854e-10	2.2617558e-10	1.28151925e-08
ì	0.06809231	0.9302219	0.0016850118	7.8620815e-07	3.116151e-08	4.2648862e-10	1.9570966e-10	1.1728845e-11	9.6861685e-11	1.2961118e-08	2.496889e-14	3.542825e-09	1.6860221e-14	4.4485503e-16	4.396335e-17
t	0.016086161	0.9799417	0.0038624313	0.00010948451	1.5729987e-07	3.837762e-09	1.5357374e-10	1.468177e-11	9.551897e-12	1.9280961e-09	1.3425306e-13	2.0847521e-10	5.045121e-14	1.5351573e-14	8.2720214e-14
s	0.34387225	0.5176732	0.13795654	0.00049439765	3.6165418e-06	3.1325136e-08	1.374363e-09	1.8086545e-10	6.391134e-11	4.5339603e-09	2.1527602e-10	1.7930124e-10	2.2348378e-11	2.8287542e-12	1.0179617e-09
e	0.091027245	0.7768447	0.13176075	0.00032209003	4.5186414e-05	8.111288e-08	3.3197797e-08	5.0070986e-10	1.1924861e-10	2.1604897e-08	6.7062796e-12	3.958966e-12	2.4297835e-13	1.0888604e-15	6.9250237e-15
r	0.017690402	0.6821367	0.30004048	0.00012673621	5.6259423e-06	1.8682762e-08	6.8841164e-09	9.955922e-11	5.4981225e-10	1.4151987e-08	2.0217272e-11	3.5296925e-11	1.163387e-12	7.070626e-15	1.2146817e-15
e	0.012962789	0.29306316	0.66758454	0.026097111	0.0002886078	3.492822e-06	1.7196666e-07	1.1784806e-08	5.114643e-09	1.5715698e-07	4.1221977e-09	2.711485e-09	1.6742191e-10	2.9939103e-11	4.4675255e-09
