 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.9950529	0.0015200673	0.0032996777	9.9691635e-05	3.6782787e-06	6.2547224e-07	3.9425586e-07	2.3009181e-05	3.837219e-10	1.916097e-09	7.681515e-10	6.859305e-10
ì	0.986129	0.008703205	0.004868876	0.00023963903	1.3897298e-06	7.4006897e-07	3.4692407e-06	4.5668894e-06	6.4726885e-07	1.9124403e-05	6.0122903e-07	2.8763472e-05
o	0.5510592	0.43842313	0.0104745785	3.9637627e-05	2.5298667e-07	1.6097848e-08	8.359929e-08	3.020187e-06	4.0994933e-12	2.9464382e-11	1.4565632e-11	2.1236467e-13
ì	0.014819968	0.9847991	0.00037954078	1.3656862e-06	4.7928754e-09	3.0942754e-10	1.145764e-09	4.4752824e-08	1.3121754e-12	5.537557e-12	3.9976082e-12	1.1841941e-14
s	0.012734031	0.98417354	0.0030414902	5.0870683e-05	2.7424345e-08	1.2650968e-09	5.960583e-10	2.8654751e-08	9.845824e-13	9.001053e-12	1.2937335e-11	2.878077e-13
s	0.53948313	0.37157205	0.088285394	0.00065577426	2.882207e-06	3.9140183e-08	1.883813e-09	6.6562365e-08	2.0730682e-09	1.2079392e-10	2.7886419e-11	6.721829e-07
e	0.13156627	0.75343686	0.11448578	0.00040639963	0.00010349684	2.5368578e-07	2.4315344e-08	8.2280076e-07	1.735943e-09	6.1556632e-12	1.4826074e-11	2.976673e-12
r	0.022081245	0.7936772	0.18418485	5.378232e-05	2.8055472e-06	1.1287377e-08	1.0085205e-08	4.210914e-08	6.6013434e-10	2.3207371e-12	1.2450126e-11	2.4733292e-13
e	0.015399277	0.62776196	0.33494416	0.021713192	0.00017113327	4.6673263e-06	6.061154e-07	4.704695e-06	1.7442035e-08	2.2368514e-09	5.0524185e-10	3.5937938e-07
k	0.005408727	0.47369215	0.5176596	0.0031766943	5.7683043e-05	1.0942873e-06	1.6960829e-06	2.450149e-06	3.3438547e-09	1.7283815e-09	2.0883044e-09	9.372962e-12
a	0.0058896765	0.07370519	0.3454937	0.5669767	0.0068934755	0.0007018789	2.3289987e-05	9.470329e-05	3.0124868e-06	5.995098e-08	2.6156094e-08	0.00021831866
s	0.0026890815	0.12593877	0.8389819	0.031523	0.0008169511	2.304882e-05	1.548489e-05	1.160455e-05	7.953648e-08	3.1487048e-08	3.7082625e-08	2.5560656e-10
ì	0.030919997	0.12141438	0.18881388	0.6443645	0.0075763855	0.0024405334	0.00013093972	0.0006757587	5.963407e-06	6.038304e-07	1.7121373e-07	0.003656915
m	0.00027092313	0.006100805	0.15583852	0.8302112	0.0061307745	0.0014050202	2.4633686e-05	1.7957282e-05	2.597793e-08	8.030877e-08	8.4913616e-08	6.0862665e-10
b	0.011392214	0.03440045	0.22566016	0.6889041	0.034790836	0.004036085	0.0001177316	0.0006859346	2.2083327e-06	4.8445213e-07	7.361604e-07	9.109543e-06
e	0.015786504	0.030221552	0.3616584	0.503285	0.08171715	0.0071399	0.00011366909	7.384888e-05	3.3765548e-06	2.203746e-07	3.1340429e-07	3.0982555e-08
r	0.01156108	0.027891964	0.41825622	0.2691244	0.24374124	0.019286308	0.009335068	0.00077909423	2.316174e-05	7.040456e-07	3.1981494e-07	4.2192792e-07
i	0.0060132314	0.0074888812	0.07132852	0.4279978	0.36876297	0.11403974	0.0028075646	0.001515417	2.3998082e-05	2.502561e-06	1.8809384e-07	1.9251873e-05
k	0.0006050782	0.0021688675	0.05159096	0.35493734	0.44730875	0.09438306	0.04423572	0.0046083513	0.00011005666	3.4360186e-05	1.7456457e-05	2.663479e-08
à	0.00063792214	0.0018789098	0.014993445	0.3753806	0.22558995	0.3632558	0.013394311	0.0030267609	0.00014167829	5.0961855e-05	1.2167778e-05	0.0016375462
n	0.00011906352	0.00044935197	0.0069750883	0.3952929	0.24022529	0.3489883	0.0073457984	0.0005252242	3.8433056e-05	3.157711e-05	7.924637e-06	1.087058e-06
n	0.00077609497	0.0010789623	0.010374645	0.14444545	0.48942822	0.33527055	0.015678704	0.0022193282	0.000533302	5.247594e-05	6.0416396e-06	0.00013624835
i	0.00032616244	0.0006604503	0.0057475255	0.10985862	0.3490308	0.49562413	0.034157515	0.0028193232	0.0014395148	0.00018463765	9.7210395e-05	5.409041e-05
s	0.0042499597	0.004409107	0.009772148	0.009126255	0.08325053	0.0607622	0.7028626	0.11162103	0.012327625	0.0014840686	7.901313e-05	5.538989e-05
s	0.012617716	0.004979569	0.019754736	0.032507353	0.5072141	0.25055608	0.08643477	0.0657568	0.01910924	0.0009663536	4.67609e-05	5.6470126e-05
ì	0.00015980912	0.00021602456	0.0025299054	0.03189208	0.4383696	0.45422232	0.053575773	0.0095602255	0.008955515	0.00026652828	0.00019717764	5.495482e-05
c	2.5973051e-05	4.8028847e-05	0.0005851965	0.034019843	0.20765711	0.54029447	0.18383965	0.0153663	0.010654363	0.0059532174	0.0011554984	0.00040031542
h	0.0047910027	0.0056385254	0.012089505	0.08275757	0.1993299	0.622273	0.060106542	0.0096615115	0.0015560623	0.0009430051	0.0007538064	9.95564e-05
r	0.0012115778	0.0015097308	0.005156845	0.034344032	0.24219568	0.5732498	0.10027162	0.009822423	0.025901861	0.001740022	0.0012271397	0.0033692466
a	0.0010008889	0.0012944146	0.0038871125	0.02608456	0.18373875	0.5294485	0.15089418	0.014641752	0.05724501	0.0058606784	0.005211934	0.020692227
c	0.0009959644	0.0009707779	0.0015854051	0.001150917	0.013053609	0.01757035	0.5551257	0.3058966	0.06931697	0.022350501	0.0019006021	0.0100825485
e	0.009016434	0.0077835596	0.016258448	0.024439279	0.14775187	0.2117327	0.25144863	0.16849408	0.12809494	0.027974516	0.0056320583	0.0013734626
e	8.608825e-05	0.000105848056	0.0002836486	0.0007284744	0.012503848	0.030569308	0.6290974	0.20498511	0.059574667	0.050207153	0.0028598686	0.008998638
t	0.00044197033	0.00042550615	0.0006251634	0.002876373	0.013682557	0.036785476	0.435838	0.32521176	0.04718851	0.121019036	0.015814427	9.1206304e-05
è	0.0019573853	0.0014753352	0.0047900346	0.011567834	0.08912854	0.099711455	0.26694268	0.1315654	0.22673167	0.14694981	0.0045762304	0.014603602
l	3.622716e-06	3.5693138e-06	1.1220066e-05	0.001021953	0.0055274633	0.06321402	0.1036018	0.07429492	0.07678319	0.56707525	0.09444387	0.014019179
i	0.001829378	0.0017386881	0.0029044412	0.016649807	0.062379964	0.2141991	0.243151	0.06708921	0.14902462	0.15387207	0.062881045	0.024280641
s	0.00049626065	0.0005002378	0.00061829237	0.00051086355	0.002577447	0.0049579144	0.12649769	0.18163131	0.09662376	0.16678181	0.09716938	0.32163507
e	0.0043282434	0.0031988036	0.004074105	0.012604144	0.03367967	0.061962217	0.16350716	0.240789	0.16581877	0.23750204	0.06446108	0.008074741
n	9.3411705e-05	8.4542036e-05	0.000108162465	0.00017316801	0.00072218734	0.0018787299	0.05452807	0.12981267	0.05216831	0.26234764	0.3521032	0.1459799
a	0.001756421	0.0012160892	0.001900124	0.004510867	0.018298775	0.02426132	0.0892505	0.14671482	0.31101987	0.2581962	0.0958028	0.04707216
r	1.5294689e-05	1.2831483e-05	1.8596433e-05	5.5157558e-05	0.00022935418	0.0007854819	0.01950603	0.056235902	0.028898057	0.23756795	0.45462635	0.202049
t	0.0009872144	0.001087895	0.0018768479	0.005803689	0.01782367	0.04240979	0.14734162	0.07414747	0.1525804	0.4241816	0.0871921	0.044567738
i	0.00024973362	0.00030076838	0.0004683254	0.001681708	0.00645742	0.032961085	0.08019858	0.030770065	0.11649791	0.19952807	0.112938076	0.41794828
</S>	0.00014473699	0.00014048726	0.00015132921	9.450389e-05	0.0002958243	0.0004312072	0.009247642	0.019904908	0.012379905	0.029871536	0.08151646	0.8458214
