 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.8762189	0.12254772	0.0010724114	0.0001360464	2.2375298e-05	8.239548e-08	2.3819164e-06	1.5563656e-09
t	0.6091742	0.38859257	0.001817601	0.00041185203	2.0935338e-06	1.1406486e-07	1.5732628e-06	1.8085138e-10
è	0.010215727	0.9848614	0.0047145975	0.00017415387	1.6417735e-05	1.596794e-06	1.4668226e-05	1.3142238e-06
l	0.026687875	0.9691664	0.004119819	2.3781355e-05	1.8869443e-06	1.988357e-08	2.6505134e-07	1.10597295e-10
i	0.01522407	0.96832764	0.016075974	0.0002769289	8.077481e-05	7.530191e-08	1.4350484e-05	1.2448206e-07
f	0.022345202	0.03806403	0.92272955	0.01665659	0.00020048254	1.3456128e-06	2.7610865e-06	4.3726908e-11
a	0.0014868784	0.013412927	0.9416721	0.039417475	0.0037153692	3.4118484e-06	0.00028310964	8.732216e-06
m	0.0027156866	0.0052278554	0.8584143	0.13147272	0.0021491968	1.773823e-05	2.5253712e-06	2.3019229e-09
è	0.0014144438	0.009650555	0.5174329	0.30141664	0.1389441	0.00027514505	0.030493306	0.0003728815
n	0.0023233783	0.0047873706	0.759257	0.21630019	0.01715862	7.1804425e-05	0.00010117379	4.3181808e-07
o	0.010614584	0.015625617	0.28709257	0.51329696	0.16984975	0.00061475387	0.0028912853	1.4470308e-05
o	0.0022933544	0.0008745513	0.0323536	0.610131	0.34630626	0.008020506	2.0520883e-05	1.14255904e-07
l	0.0008993253	0.0027113669	0.016445024	0.3777117	0.58400494	0.01598841	0.0022392266	2.0859199e-08
i	0.0008533515	0.0031450854	0.06898875	0.15584189	0.570651	0.0053465557	0.19210848	0.0030648871
m	0.00050082465	0.000541951	0.011005827	0.29475358	0.57553744	0.11587536	0.0016926789	9.234775e-05
i	0.00011768986	0.0004968087	0.008741507	0.041896056	0.32459077	0.01730029	0.6048653	0.001991587
a	0.0010701173	0.0007926953	0.008356008	0.18375261	0.55617326	0.2481635	0.0007082983	0.0009835042
f	0.0021057324	0.0020569945	0.0059371605	0.036352474	0.32314128	0.5573193	0.07307006	1.7029515e-05
o	8.027001e-05	0.00039739622	0.00612844	0.02119481	0.31279296	0.05169554	0.6040181	0.003692475
r	0.0005988515	0.00050150783	0.0019678175	0.020040847	0.16708224	0.77686465	0.020993926	0.011950138
à	0.0004715949	0.0006923357	0.004183344	0.0070721866	0.041675538	0.013970477	0.9272348	0.004699768
</S>	0.0011783235	0.0008369674	0.0034831096	0.0054124882	0.045560386	0.18372549	0.6259501	0.13385311
