 	possono	essere	ancora	svegli	</S>
i	0.9920487	0.006545433	0.0013521202	5.234853e-05	1.4694632e-06
s	0.999845	0.0001092891	4.5629353e-05	1.6278562e-08	2.9025275e-11
ò	0.9979582	0.0020414796	1.9642863e-07	5.3927024e-10	1.4605288e-07
z	0.9549467	0.045050018	3.3003785e-06	2.3886393e-09	8.854239e-10
o	0.9654409	0.034510437	2.6667378e-06	4.6503033e-09	4.6017485e-05
n	0.014434191	0.97762144	0.0078410525	3.212853e-05	7.12168e-05
e	0.07732639	0.91969824	0.0029669227	5.689427e-07	7.993818e-06
ì	0.001451439	0.9824699	0.015874999	0.00016082881	4.2922766e-05
n	0.0052893604	0.9922415	0.0024508855	2.532033e-06	1.5796226e-05
e	0.15592094	0.75531805	0.083624735	0.00021840222	0.004917817
a	0.00092797773	0.014763138	0.8789659	0.09918296	0.006159928
n	0.009913294	0.06814214	0.90359586	0.018017683	0.0003309854
k	0.06595526	0.26267478	0.6560396	0.002028743	0.013301616
ò	0.00039208238	0.002787914	0.13918103	0.80400807	0.053630885
r	3.6440586e-05	0.0036449467	0.12633237	0.5813601	0.2886261
a	0.0021078873	0.023642432	0.08312106	0.6963084	0.19482021
a	0.00012524847	0.0006522487	0.0012110376	0.9553661	0.04264546
t	0.01540468	0.054101627	0.029849688	0.722811	0.17783298
s	0.22258237	0.16861886	0.015838392	0.015581044	0.57737935
ù	0.00035952867	0.00053884654	0.0036054484	0.6334054	0.3620908
n	3.052906e-05	0.00010009654	0.0002817176	0.05749481	0.9420929
n	0.0009377614	6.7125955e-05	6.1780556e-05	0.004319099	0.9946142
i	0.00015727912	0.0002847232	0.0015814344	0.18017909	0.8177974
t	0.009315682	0.005029276	0.008994041	0.48950905	0.48715198
i	0.0024384905	6.935773e-05	6.305134e-05	0.004887499	0.99254155
</S>	0.0014205831	7.806809e-05	7.0600516e-05	0.014059577	0.9843711
