 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.97303593	0.010676441	0.0010309677	0.015252846	3.0513966e-06	7.946876e-07	2.0783537e-09	7.611236e-10
i	0.9957569	0.0032300574	0.00028479288	0.0007282223	9.000872e-09	1.8806395e-08	8.9293524e-11	5.271302e-10
n	0.95264804	0.039148588	0.008148857	5.45179e-05	3.0547064e-08	3.4915115e-09	1.02705075e-11	2.0556263e-12
a	0.49957666	0.49966407	0.00024251016	0.00050813315	9.959385e-07	8.4507235e-08	3.5382146e-07	7.2959924e-06
d	0.5434815	0.44987792	0.006236605	0.00040392752	2.5072392e-08	1.4056159e-08	3.1462777e-11	1.2340805e-11
r	0.0014663623	0.99776757	0.00013746374	0.00061991176	3.9907763e-06	5.839306e-07	3.4284206e-08	4.107425e-06
e	0.33097532	0.5895215	0.026324619	0.052850906	0.00028251	4.5015244e-05	5.5097335e-08	1.9878499e-08
f	0.030406835	0.90058416	0.06321315	0.00572697	3.9156293e-05	2.9688936e-05	1.599068e-08	2.0650057e-09
f	0.0064956807	0.9860999	0.0023301349	0.0045146015	4.1181465e-05	1.7554745e-05	3.4251477e-07	0.00050061016
ì	0.100694716	0.82441247	0.03903926	0.031200908	0.0044007255	0.00024209068	3.17642e-07	9.495749e-06
m	0.009872144	0.96310025	0.02370726	0.003101985	0.00016614271	5.2123694e-05	2.7960866e-08	7.737373e-08
m	0.11319289	0.8790662	0.0027521178	0.004648384	3.6431116e-05	1.1838081e-05	6.103825e-08	0.00029210772
u	0.042880505	0.59279764	0.13417473	0.015832558	0.21113057	0.0014133573	1.1914381e-05	0.0017587612
a	0.012721393	0.0009800779	0.97242117	0.013307858	0.00055223063	7.78646e-06	1.0243037e-07	9.318675e-06
n	0.0076316525	0.0016350815	0.8397633	0.14732458	0.0032760422	0.00036910208	1.5229098e-07	5.697013e-08
k	0.02963188	0.3614242	0.29914114	0.25108787	0.014704839	0.040445328	4.6820383e-06	0.0035600273
ò	0.03439215	0.033033863	0.73757684	0.070029825	0.117946304	0.006575721	0.00010429062	0.00034098534
r	0.0032796427	0.05549878	0.7784944	0.103352174	0.026506495	0.030056477	0.0017350193	0.0010769928
a	0.028192265	0.12690836	0.3505665	0.2107773	0.19688983	0.079483524	0.001771857	0.005410369
e	0.003852876	0.0014373234	0.01482159	0.48897132	0.37605336	0.10782576	0.004697566	0.002340186
n	0.0032703567	0.0012374219	0.0099890735	0.5450668	0.15224236	0.2880808	0.00010981664	3.401398e-06
ì	0.005831016	0.032212865	0.006946949	0.07259999	0.11581706	0.74764884	0.00025084006	0.01869239
r	4.2777898e-05	0.0001471407	0.0002565137	0.0736612	0.04397723	0.88040817	0.0005764138	0.0009305904
t	0.008814746	0.0107549615	0.0051172976	0.089514785	0.110269755	0.75907826	0.0015802422	0.014869949
e	0.008075966	0.0079719545	0.010597171	0.085372284	0.27854046	0.37843958	0.070626795	0.16037574
e	0.005554181	0.0001425358	0.010230047	0.11685635	0.14755605	0.09536998	0.3654205	0.25887042
t	0.000560578	0.00015653456	0.00033166428	0.035603024	0.05853257	0.7893251	0.102564625	0.012925833
t	0.00777592	0.009590343	0.0035075983	0.051315196	0.093796834	0.7832667	0.0046596914	0.0460877
ù	0.00043009795	0.00047090027	0.001314125	0.014953068	0.105462976	0.19392493	0.2387013	0.44474256
</S>	6.7294022e-06	9.662553e-06	2.394296e-05	0.0022999975	0.015564718	0.096116155	0.1647903	0.7211885
