 	hai	già	mangiato	</S>
è	0.99132735	0.008617747	2.8423245e-05	2.6509651e-05
c	0.9626408	0.035888504	0.0014116813	5.8941816e-05
h	0.9681106	0.028279996	0.002161414	0.0014480074
i	0.76541483	0.22673343	0.0050717248	0.0027800407
g	0.043192282	0.94729596	0.009092293	0.00041947578
i	0.44095394	0.13080113	0.19977474	0.2284702
à	0.0071750735	0.1765021	0.806816	0.009506806
f	0.0016847353	0.007927691	0.98859966	0.0017879036
a	0.05144101	0.023972588	0.72934633	0.19524004
m	0.0014226355	0.0070338342	0.6797735	0.31177
è	0.0036371318	0.0019456785	0.9745944	0.019822739
n	0.0006190465	0.0018842214	0.37854904	0.6189477
a	0.009343463	0.007852423	0.23393352	0.7488706
</S>	0.002120544	0.0037483303	0.024496995	0.9696341
