 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.9573784	0.038578246	0.00058670336	0.001016208	5.6091435e-06	0.0024300348	3.3706751e-06	1.4935786e-06	2.9335162e-08	3.0662844e-10	2.533723e-10
m	0.57467425	0.4222821	0.0018264641	0.0009109379	7.879759e-07	0.00030475954	5.2808895e-07	1.04107144e-07	5.6124755e-08	2.536009e-10	1.3158197e-10
à	0.067432694	0.8962383	0.024057174	0.008275556	0.0003274335	0.0007537347	3.4658373e-05	0.00017691091	0.00021887476	0.00053753064	0.0019470569
n	0.19138949	0.79028285	0.016308982	0.0018146202	3.3145447e-05	0.00016795749	1.7907094e-07	2.7341605e-06	1.9813124e-09	2.3458381e-11	8.014873e-12
a	0.14729123	0.7047315	0.1380664	0.009604807	1.2783467e-05	0.00029279388	6.221229e-08	3.2412263e-08	3.55939e-08	1.1221483e-11	3.9673176e-07
m	0.031522267	0.7220552	0.2413467	0.0050120465	3.3501405e-05	2.8941444e-05	1.2309259e-06	6.8590744e-08	1.1984201e-09	1.4322651e-13	5.813935e-14
u	0.012936321	0.13118891	0.7372409	0.11471832	0.0011153624	0.0027870156	3.431689e-06	7.245004e-07	1.5495547e-06	1.6951306e-10	7.5008397e-06
c	0.017456926	0.4100963	0.5246825	0.045051955	0.0020085122	0.000579379	0.00012012748	3.8974454e-06	3.7238462e-07	1.5196406e-09	1.8302416e-09
e	0.009525475	0.10568169	0.54469126	0.266358	0.043546673	0.027271366	4.287183e-05	0.00012292988	6.352291e-05	1.2188931e-07	0.0026961267
o	0.004704468	0.06400852	0.6791142	0.2369645	0.013693712	0.0010803222	0.00042687263	6.8475356e-06	5.561162e-07	1.8379455e-09	5.8650027e-09
c	0.0013744867	0.009124792	0.12347949	0.53430545	0.3167249	0.0118229035	0.002112134	0.001051161	4.7083063e-06	5.736e-09	6.9461853e-10
i	0.0035988581	0.01947143	0.30722666	0.32790253	0.2871514	0.04866085	0.0015439662	0.0020270247	0.0010965257	4.264863e-07	0.0013203429
