 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.9842307	0.015341397	0.00030080165	0.0001270124	1.4581936e-07	1.0547853e-09	8.751418e-10	4.7355014e-10
m	0.10648281	0.8776394	0.015740303	0.00013727036	2.0537513e-07	2.937922e-10	1.1377826e-09	7.4560955e-11
a	0.009634873	0.94067913	0.02088169	0.02388214	5.450238e-05	0.00013642882	0.0033169219	0.0014142039
r	0.014778025	0.9828172	0.0024020374	2.714838e-06	1.284412e-08	2.5616986e-10	3.8153383e-11	1.5411597e-11
a	0.011404599	0.9373933	0.014879808	0.035887003	2.0848836e-05	1.0910795e-06	1.0175957e-06	0.00041233757
n	0.032206558	0.93849534	0.029276036	2.2041328e-05	7.696801e-08	2.971956e-09	2.4549054e-10	2.9023107e-11
g	0.009670221	0.7897827	0.07812366	0.121724814	0.0002879852	2.2252898e-06	1.0641053e-06	0.0004073274
i	0.26525712	0.46129185	0.17992623	0.093306385	0.00020088133	1.4188442e-05	1.565195e-08	3.3047668e-06
à	0.042613257	0.31937423	0.6363317	0.00167615	4.1508792e-06	4.693877e-07	7.5201e-08	1.26299335e-08
n	0.0025319173	0.07997579	0.72280484	0.19311471	0.0015720462	5.068774e-07	3.7688647e-08	1.4024802e-07
e	0.006591027	0.004360605	0.231772	0.7557032	0.0013416471	6.059458e-06	3.0081313e-08	0.0002254334
è	0.0035101734	0.008836651	0.88398504	0.102898486	0.00075875584	1.0820027e-05	2.4028832e-08	1.89871e-08
n	0.00057384896	0.0010281522	0.35819346	0.6251955	0.015005592	3.3575782e-06	5.010679e-08	9.929645e-08
e	0.013797917	0.0029080622	0.14320968	0.7915404	0.048438363	6.507631e-05	1.2690226e-07	4.0355273e-05
s	0.0017627033	0.0033326005	0.24167839	0.55071247	0.19122641	0.011212487	3.569495e-05	3.920379e-05
e	0.00046625038	8.492225e-05	0.018778332	0.6216625	0.35690066	0.0018878819	1.8049082e-05	0.00020138366
g	0.0001319124	0.00020029383	0.03391201	0.3307693	0.60445875	0.02939257	0.0009829095	0.00015219004
i	0.00051498116	0.00063435384	0.008831126	0.3158391	0.6546515	0.014848356	0.00076653203	0.0039140526
r	0.0016638055	0.0026683493	0.033341654	0.122909345	0.55017394	0.26738203	0.014960911	0.0069000553
è	0.002854241	0.009850603	0.020948442	0.21986595	0.73357916	0.0034617158	0.008502625	0.00093729823
t	0.0018359364	0.0031239684	0.006482876	0.04061607	0.5492905	0.28477827	0.1024524	0.011420035
s	0.010069341	0.0036568656	0.026745165	0.3061633	0.59941006	0.041101996	0.00033191819	0.012521395
i	0.00028923713	0.00042631064	0.0039608073	0.05327885	0.544656	0.112801515	0.0016567925	0.2829305
d	0.0044849217	0.0034885264	0.009203621	0.004729984	0.02904427	0.790491	0.07157627	0.086981416
ò	0.0034868242	0.0026076855	0.00792505	0.05450268	0.5001204	0.39485323	0.025443757	0.011060377
p	7.638137e-05	0.000103690516	0.00048728174	0.006067024	0.29708788	0.3894106	0.25910702	0.0476601
u	0.006299888	0.0034176589	0.010045106	0.046570107	0.22345221	0.6288693	0.04933381	0.032011896
e	0.00025561624	0.00021642061	0.00048236095	0.00050520845	0.0049717203	0.21032213	0.6200189	0.16322765
m	0.0031127997	0.0018970724	0.0055369698	0.0062283226	0.0337528	0.3169601	0.5899484	0.042563546
a	0.0009237149	0.00047205386	0.0012991941	0.008220849	0.016660666	0.4393973	0.48927683	0.043749314
r	0.0003103609	0.00027020325	0.0003742305	0.0001956688	0.0006421891	0.035889983	0.9079716	0.05434587
è	0.0005705815	0.0005236071	0.00092254515	0.007003119	0.017039524	0.07831842	0.88709265	0.008529622
i	0.0051139817	0.0134581635	0.0049017384	0.0074600945	0.007896381	0.017073622	0.8787835	0.06531246
</S>	0.0016577818	0.0008199359	0.0020982071	0.0016619712	0.0023482977	0.023900019	0.43281856	0.53469527
