 	la	pasta	vuole	sale	</S>
i	0.99221134	0.0077325646	4.9707243e-05	5.9277e-06	5.274244e-07
p	0.9802107	0.014283161	0.0052758716	0.00022992186	1.8312525e-07
à	0.0074898065	0.05629011	0.029033236	0.20179749	0.70538944
s	0.80354863	0.17969504	0.01649159	0.00021604694	4.8796188e-05
t	0.45097852	0.4494157	0.06709948	0.00016477254	0.0323416
a	0.109349914	0.7969528	0.08653528	0.0022418338	0.0049201488
ì	0.20157614	0.19339202	0.5671689	0.026514897	0.011348013
t	0.007852305	0.041338533	0.94449574	0.0062587527	5.4626526e-05
e	0.035580315	0.026283562	0.9058786	0.02379364	0.008463872
l	0.0015447654	0.0013131845	0.052594878	0.7994463	0.1451009
e	0.0024496256	0.018765861	0.19748631	0.7613098	0.019988399
à	0.0008014697	0.0014400545	0.012490671	0.7333335	0.2519343
l	0.00062382524	0.0013004141	0.03043386	0.9299612	0.03768072
a	0.0050987885	0.011813737	0.051551122	0.58762306	0.3439133
</S>	0.00046468907	0.00032232705	0.00069125777	0.11403987	0.88448185
