 	è	che	è	entrato	da	qui	</S>
è	0.83812433	0.16064586	0.0011919494	3.661438e-05	1.299953e-06	4.0214267e-08	4.619197e-08
n	0.0072330716	0.92011404	0.062967286	0.009657658	1.717222e-05	1.04468145e-05	2.9712362e-07
a	0.02686231	0.82257205	0.041515406	0.1090262	1.478917e-05	7.187718e-06	2.0986047e-06
m	0.019040167	0.94980735	0.02954317	0.0016089694	4.3217148e-07	2.128514e-09	4.7862388e-11
b	0.005641136	0.050177585	0.0075838864	0.93651986	9.471756e-06	9.432377e-07	6.7116496e-05
ì	0.14824113	0.09688944	0.08704666	0.6666013	0.00090521644	3.5411635e-05	0.00028083165
k	0.2494666	0.37236488	0.37348694	0.0033829114	0.0012761258	1.19092265e-05	1.0638581e-05
e	0.0030018098	0.0034492644	0.0016914539	0.99136907	9.1391914e-05	3.2925932e-06	0.0003938006
a	0.058419246	0.07864611	0.769563	0.0019487878	0.09127934	0.00013175422	1.1752347e-05
p	0.016306432	0.04593746	0.42516193	0.06871516	0.4437686	0.00010980716	6.7115764e-07
ò	0.0001667037	0.0002624041	0.00020371933	0.9986625	0.00046750353	2.4031617e-05	0.0002131071
t	0.0052222437	0.016472768	0.16613014	0.6246954	0.18678558	0.00036240948	0.00033141347
t	0.0014991454	0.001037414	0.0018019861	0.99291366	0.002379216	1.3598745e-05	0.000354926
u	0.0029511196	0.003753916	0.024136562	0.1140366	0.60962063	0.08713194	0.1583692
</S>	0.0012994625	0.0014934287	0.003290788	0.00052753434	0.3756645	0.5500721	0.06765228
