 	avete	cucinato	le	verdure	</S>
è	0.9880965	0.011347298	0.00018722238	0.0003688906	1.1293936e-07
c	0.83262527	0.16482034	0.0023173795	0.00023581901	1.1863945e-06
h	0.4743539	0.5251916	0.0004317375	3.4706536e-06	1.9260118e-05
e	0.54511815	0.43728477	0.014610137	0.0029793622	7.5874996e-06
t	0.1430634	0.85203946	0.004880636	6.2829633e-07	1.5976691e-05
e	0.7575734	0.20400286	0.03745294	0.00018369232	0.00078717264
m	0.034343004	0.775164	0.19041522	4.1772237e-05	3.5999754e-05
a	0.073755085	0.09077514	0.7221182	0.062325563	0.05102604
r	0.0122342445	0.45014596	0.51468456	0.0020536152	0.020881558
à	0.0063103503	0.15411818	0.03424094	0.80348927	0.0018412741
t	0.021218777	0.037327617	0.41597375	0.13840438	0.38707548
a	0.48668	0.057685867	0.25809556	0.08494974	0.112588875
t	0.013666343	0.013004419	0.7736086	0.0072665103	0.19245414
a	0.10006444	0.017488198	0.59138966	0.16364382	0.12741391
l	0.0015058952	0.003080954	0.697633	0.04301655	0.25476357
à	0.003267317	0.0026101933	0.118528634	0.8299015	0.045692276
c	0.00017868709	0.00033013982	0.023730952	0.5956143	0.38014594
h	0.0061227516	0.0035949666	0.2356224	0.73322076	0.021439092
a	0.0009547075	0.00046231452	0.26078904	0.66016704	0.07762688
n	0.004174312	0.0016604202	0.4257654	0.46116522	0.10723468
a	0.056909442	0.018310497	0.685642	0.21307276	0.026065258
</S>	0.12680878	0.043841638	0.088350795	0.002653755	0.738345
