 	tu	le	hai	cucinati	le	verdure	</S>
e	0.85190934	0.13038781	0.0063439943	0.011301436	1.9411102e-05	3.7988713e-05	8.8334524e-08
s	0.98288214	0.015949385	0.0010954593	5.33431e-05	1.3589187e-06	1.8435234e-05	1.11439915e-08
ù	0.70627457	0.21910477	0.07229187	0.0019788803	5.0140232e-05	7.801114e-07	0.0002989455
t	0.73260176	0.1282696	0.13896923	9.322591e-05	1.0614692e-05	5.406143e-05	1.4962998e-06
a	0.26032126	0.50380194	0.23231305	0.0034234687	4.6878424e-05	1.2664672e-06	9.212164e-05
m	0.016772188	0.92447007	0.0391867	0.01938306	0.00018175764	3.3351148e-06	2.9321259e-06
à	0.0044721444	0.38456124	0.60613114	0.0018656793	0.0021766315	0.00038653662	0.00040658898
r	0.0028100254	0.5350826	0.42553604	0.033485863	0.0024506089	0.0003329103	0.00030203504
e	0.0045903376	0.19891058	0.74363726	0.04068096	0.007232722	0.0035343098	0.0014138966
t	0.00088852487	0.03412853	0.26666695	0.6743515	0.022409013	2.1614744e-05	0.0015338358
s	0.012171733	0.06663796	0.87846553	0.023822984	0.016374057	0.0008788907	0.0016488123
e	0.004719113	0.055915363	0.6597329	0.17775209	0.084880516	0.009523989	0.0074760667
t	0.0008407518	0.005371432	0.03775463	0.40447977	0.54387045	0.000692245	0.0069906977
a	0.01020542	0.008952946	0.1993501	0.09901423	0.5868849	0.01776781	0.077824585
l	0.00020756992	0.00033229924	0.01158508	0.08339114	0.8642411	0.008712807	0.031530008
à	0.00069955696	0.0033934687	0.03850941	0.0048053744	0.62822336	0.29807204	0.026296819
c	0.00010311914	0.00047128185	0.0051954393	0.01023968	0.17838107	0.441061	0.36454841
h	0.0016158833	0.004302552	0.012800401	0.0017289163	0.14779186	0.8198979	0.011862508
a	0.0003538423	0.0009522042	0.0026395738	0.0020039936	0.26141262	0.70291305	0.029724682
n	0.0012245089	0.0029058324	0.0034312115	0.018652176	0.53751373	0.39391172	0.042360827
a	0.019675562	0.03259028	0.039232247	0.097778566	0.70084697	0.09539346	0.014482887
</S>	0.04481757	0.06569803	0.016099801	0.092297815	0.029022265	0.0037806388	0.74828386
