 	io	non	ho	cosa	da	mangiare	</S>
e	0.2250327	0.76991904	0.0027042658	0.0022900344	4.830668e-05	5.2774512e-06	3.2300017e-07
v	0.94309115	0.056666404	3.607139e-05	0.00019663185	7.60284e-06	2.1621213e-06	1.4487595e-08
ò	0.9994923	0.000118196745	4.1378994e-06	2.7271642e-05	3.9381503e-05	0.00016589311	0.00015272795
e	0.76278573	0.23698775	0.00012216512	0.00010251597	1.0653073e-06	7.080448e-07	5.5979207e-08
n	0.9059355	0.09345102	0.0004792204	0.0001289447	3.1016202e-06	2.13957e-06	3.0310687e-08
è	0.18314785	0.33877802	0.13948393	0.32582742	0.0042394465	0.000119069104	0.008404266
c	0.0529806	0.6540332	0.26522458	0.027501555	0.0002407752	1.8890012e-05	5.7957436e-07
h	0.07288718	0.2702773	0.3127282	0.27504876	0.016074441	0.0063742055	0.04660988
o	0.0022862644	0.08239245	0.7917397	0.09717806	0.019882206	0.005341415	0.0011800166
t	0.0004432886	0.036848295	0.14256023	0.37851897	0.42992428	0.010334018	0.0013708554
i	0.036893975	0.09144325	0.11468959	0.69840026	0.05169984	0.0024228706	0.004450103
è	0.00036688862	0.0016636074	0.004500569	0.13311054	0.6719208	0.18819433	0.00024334321
n	0.019593839	0.014493725	0.012979914	0.29174328	0.3662115	0.2942118	0.00076590513
a	0.055159662	0.07401834	0.06480838	0.36116034	0.23011184	0.1619342	0.052807216
f	2.8290864e-05	5.892185e-05	5.6936737e-05	0.002696695	0.10031939	0.85676855	0.040071294
à	0.00027114394	0.0002271795	0.001237543	0.007323191	0.051374856	0.91815525	0.021410795
o	0.000117888456	0.00014919107	0.00066231366	0.0041456395	0.041374598	0.6438733	0.3096771
</S>	0.0011043699	0.0016793554	0.0005254243	0.0025229556	0.022029748	0.5820176	0.39012054
