 	li	vestono	i	genitori	</S>
t	0.9872645	0.012672188	5.3244446e-05	9.915742e-06	1.9006175e-07
u	0.99119496	0.008754843	4.9783874e-05	7.414808e-08	3.0445625e-07
s	0.84709924	0.14457108	0.008328423	1.278523e-06	2.9187759e-09
i	0.5340067	0.46563402	0.0003498691	7.875306e-06	1.5497639e-06
n	0.045301255	0.9524214	0.002277122	1.9350368e-07	6.602273e-10
d	0.009441109	0.98927736	0.0010443402	0.000109470006	0.00012774818
ì	0.18844089	0.67417073	0.13525276	0.0021177933	1.788795e-05
n	0.029841403	0.9338264	0.029469257	0.00674119	0.000121835954
n	0.14180523	0.7942434	0.057355285	0.004958996	0.0016370494
o	0.06422061	0.6374213	0.28865892	0.007792737	0.0019064534
n	0.03368739	0.018897148	0.9467349	0.00044452533	0.00023603036
e	0.15236193	0.5148506	0.327999	0.0036161735	0.0011723377
i	0.00077719265	0.0023359724	0.9949404	0.0019296574	1.6788304e-05
g	0.0021241475	0.014078441	0.91825294	0.06552083	2.3659499e-05
e	0.00041670672	0.0071759964	0.077431075	0.9006847	0.014291493
n	0.00039667447	0.0010127965	0.53269947	0.45825502	0.007636085
i	0.00087846944	0.015806729	0.15596896	0.8252572	0.0020886483
t	0.0034112232	0.005964219	0.0964279	0.78793424	0.10626243
ò	0.04118203	0.119705945	0.09382426	0.6982132	0.047074523
r	0.00022661733	0.0017996444	0.0080353515	0.75751245	0.23242593
i	0.011251097	0.014665641	0.03851803	0.89864767	0.036917586
</S>	0.0051432215	0.00070583704	0.012053552	0.0170809	0.96501654
