 	le	ragazze	vogliono	guardate	</S>
t	0.9828592	0.016721947	2.412317e-05	0.00039474203	5.165412e-09
a	0.99451387	0.005479712	4.9458235e-06	1.3483619e-06	1.2005343e-07
k	0.14039741	0.8593557	0.00023756913	9.356482e-06	4.803006e-10
o	0.30705693	0.44229046	0.001200738	0.24484694	0.0046049342
r	0.14284728	0.8535856	0.0032799179	0.0002851835	2.040991e-06
à	0.04778237	0.45666188	0.009328971	0.48178127	0.0044455
s	0.42593566	0.4873031	0.015976349	0.07022358	0.00056126737
i	0.17644973	0.010468715	0.0016379636	0.7928485	0.018595068
a	0.08594899	0.071258925	0.8404565	0.0017686785	0.0005669271
t	0.0037643092	0.00953819	0.98602575	0.00067083345	9.0065845e-07
è	0.053269327	0.006343718	0.40316984	0.5295469	0.0076701553
l	0.0009158812	0.0030432122	0.9306344	0.06470441	0.00070203724
o	0.01418367	0.005747458	0.11564985	0.8569481	0.007471027
n	0.005540634	0.0042490955	0.74445766	0.11600808	0.12974456
e	0.0059392913	0.005982273	0.37317184	0.60446566	0.010440977
k	0.002859371	0.0023482945	0.12969393	0.30501643	0.560082
a	0.001142409	0.0005632379	0.015166574	0.8801412	0.1029866
n	0.0027763196	0.002095625	0.07030127	0.36119342	0.5636333
o	0.0061379094	0.00574062	0.030364094	0.78113246	0.17662492
n	0.0029362165	0.0017616914	0.010588424	0.046620406	0.93809325
i	0.0024121678	0.0009882542	0.0066081556	0.77970475	0.21028674
m	0.0012523159	0.000833131	0.008021861	0.09304013	0.89685255
m	0.0031999603	0.0015630687	0.014837134	0.8487882	0.13161166
è	0.010219158	0.004340345	0.03228816	0.8380612	0.11509113
n	0.010956079	0.0013864274	0.010611547	0.59473443	0.38231155
a	0.013964853	0.0042149723	0.01753362	0.8120532	0.15223333
</S>	0.06190119	0.020933934	0.06445781	0.07061427	0.78209275
