 	l	ho	sentito	quando	veniva	</S>
t	0.97612005	0.022422621	0.0010868172	0.00036962586	6.8914477e-07	7.91852e-08
o	0.9693363	0.006544492	0.023556937	0.0005619359	3.1073276e-07	3.0216505e-09
n	0.05824555	0.02707607	0.8979511	0.016724095	3.050965e-06	4.1814783e-09
ì	0.00021590221	1.639354e-05	0.9876639	0.012041764	2.528765e-05	3.6738864e-05
k	0.00763347	0.0005303213	0.99020773	0.0016280139	1.5137271e-08	5.175825e-07
u	0.16494887	0.0442215	0.6480463	0.140983	5.5260243e-06	0.0017947168
s	0.7159783	0.08468114	0.19566423	0.0036759784	2.0355037e-07	9.497674e-08
a	0.079999425	0.12184032	0.6078535	0.190278	7.4600365e-07	2.8051842e-05
m	0.0027605444	0.0041009337	0.37583885	0.6168952	0.00036462565	3.9953113e-05
ò	0.0002995249	0.012828646	0.038778294	0.8767144	0.002959601	0.06841951
t	0.0077528325	0.073319755	0.14952618	0.5623082	0.054226115	0.15286699
t	0.08275771	0.20979603	0.13467933	0.49933088	0.0016981701	0.071737856
e	0.0006696766	0.0022447396	0.003050306	0.069946855	0.06585172	0.8582367
è	0.00050493213	3.7388254e-05	0.0010665687	0.016837088	0.9059102	0.07564384
r	0.00051225454	0.00071265444	0.0091712205	0.64418495	0.0016004277	0.3438185
k	0.039780386	0.040702745	0.06571415	0.27735892	0.006104972	0.5703388
a	0.000306396	0.00079853693	0.00045564355	0.0042477134	0.03677357	0.9574182
t	0.00037199253	6.397217e-05	0.0005416239	0.0044996487	0.3090361	0.6854867
o	0.0007806864	0.001077383	0.002256078	0.028529108	0.00086277863	0.96649396
</S>	1.07650885e-05	4.144663e-06	5.49356e-05	0.0011156918	0.025562113	0.97325236
