 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.9968959	0.0021530422	2.7957605e-05	8.342573e-05	3.7310365e-05	1.3636354e-07	0.0008014753	8.407082e-07	4.610696e-09	4.307357e-09	1.1384661e-09	4.0898274e-11	3.766743e-10
s	0.9895397	0.010422965	1.468557e-05	1.212866e-06	2.3286639e-06	3.0319276e-09	1.9066209e-05	2.02554e-09	5.488235e-10	8.924078e-11	2.8048058e-10	1.4825803e-10	7.59244e-11
t	0.9876743	0.009842956	0.0024702018	1.646027e-06	1.1314272e-06	1.8019753e-08	9.368754e-06	9.415611e-09	3.872637e-09	8.029396e-09	1.2136387e-07	3.31113e-08	1.9195716e-07
è	0.98559856	0.014396611	2.00994e-06	2.5336763e-06	7.854493e-08	2.0940237e-11	1.219556e-07	9.810885e-11	3.1235604e-13	2.4172975e-14	6.7222275e-15	3.002684e-17	8.640999e-15
o	0.95992094	0.039637007	0.00039893773	3.3690478e-05	1.2721312e-06	2.4751463e-09	8.148961e-06	1.2783151e-08	2.5031726e-12	1.3510566e-11	4.5923656e-12	1.8622345e-15	2.0379526e-14
s	0.2468783	0.7290963	0.02395367	5.368441e-05	7.1924014e-06	1.1847587e-08	1.0826006e-05	7.452793e-09	3.2213142e-11	4.9627323e-11	6.3168755e-11	2.1913782e-13	4.252755e-13
t	0.04536469	0.8429185	0.10988908	0.0014575295	0.0001613865	1.5212215e-06	0.00020510665	1.0879157e-06	8.15507e-09	1.9586546e-09	2.9217728e-09	1.1843166e-09	1.0658484e-06
o	0.20266555	0.7907266	0.0032496506	0.0030264028	0.00024476592	9.924687e-07	8.281007e-05	3.1782722e-06	9.357336e-09	7.551581e-10	5.485999e-11	5.030418e-14	4.491242e-12
t	0.012159263	0.87399834	0.103258245	0.010519012	4.0018254e-05	7.702958e-07	2.386882e-05	5.272032e-07	2.8745417e-09	2.6938283e-09	9.989994e-10	3.1132822e-13	2.1369194e-13
e	0.013053989	0.6104494	0.3301163	0.040007494	0.004516981	0.00051874586	0.0012383923	8.902567e-05	8.4327837e-07	1.542838e-07	4.9353464e-08	1.6116175e-08	8.631614e-06
l	0.0028362633	0.43264607	0.53752905	0.026401393	0.0003921652	2.7811566e-06	0.00018867197	3.553783e-06	2.3090374e-08	2.1302546e-08	1.3891474e-08	1.04747044e-11	2.1404904e-11
è	0.00482882	0.23450066	0.5549532	0.1634043	0.024806287	0.0074165575	0.008982623	0.001039424	3.4368866e-06	1.4728549e-06	3.247362e-07	2.7000306e-07	6.265348e-05
f	0.00036007332	0.044111762	0.9305261	0.02399242	0.0005123133	0.00044833563	3.3101398e-05	1.5889329e-05	3.5830535e-08	6.033204e-08	4.9704587e-09	2.4122392e-11	8.99096e-11
o	0.008220073	0.15914765	0.33326593	0.43004662	0.036133762	0.029190002	0.0023499168	0.0016081709	3.1431462e-06	2.7959054e-06	3.4663503e-07	8.8680736e-08	3.1513147e-05
n	0.00061953394	0.012786592	0.090020016	0.8585524	0.03638324	0.00078172673	0.0005384689	0.00031038723	4.3004397e-06	3.0527217e-06	2.4119842e-07	7.56602e-10	1.6643602e-09
o	0.001234308	0.01827505	0.32580826	0.52787083	0.102500305	0.012443831	0.0075579756	0.0042828303	5.3976123e-06	1.803394e-05	1.8614519e-06	1.1430325e-08	1.286798e-06
e	0.0006884311	0.0039668623	0.054597694	0.6768711	0.24135338	0.0054813097	0.011823837	0.0051013716	5.3990963e-05	5.9903658e-05	2.142456e-06	1.38231e-09	1.6214062e-10
a	0.00302354	0.006103584	0.2863125	0.26663306	0.37082106	0.016863689	0.03869651	0.011427014	2.773999e-05	8.8490306e-05	2.8363706e-06	1.1930285e-09	6.381328e-10
