 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.9986878	0.000971482	0.00025105904	7.89161e-05	1.0675368e-05	3.7979525e-08	1.5284611e-09	2.797949e-10	2.6523664e-10
s	0.9640728	0.035888165	2.5705454e-05	1.0751619e-05	2.5342179e-06	1.5553045e-08	2.8927611e-09	8.5008833e-10	1.364919e-10
o	0.7285054	0.2707365	0.000705218	2.9360792e-05	2.42115e-06	6.468581e-07	2.5602892e-06	1.7103328e-05	8.7481254e-07
t	0.98930246	0.010679546	1.6219807e-05	1.5488675e-06	2.4038715e-07	7.8045703e-10	7.69762e-11	4.2166002e-13	3.2329996e-12
r	0.017500741	0.9745477	0.004724671	0.003210208	1.4525957e-05	3.0288786e-07	3.2863543e-08	3.2805532e-09	1.7285051e-06
a	0.9955864	0.0017940877	0.0022967684	0.00024245535	7.995863e-05	2.698839e-07	7.10229e-10	1.1860515e-14	1.7986564e-11
ù	0.684345	0.22117735	0.08873515	0.0054214853	0.00031844046	2.5157965e-06	4.776242e-08	4.9896445e-12	2.3481968e-11
d	0.0022652566	0.969599	0.0121459635	0.015917504	7.1316616e-05	7.8042643e-07	1.949286e-07	9.5204906e-11	8.72225e-09
i	0.0154274255	0.8349379	0.06687428	0.08253362	0.00022313322	2.2617007e-06	1.412458e-07	5.062431e-10	1.3108958e-06
è	0.009841684	0.030955803	0.8572821	0.10069137	0.0012069811	2.1966593e-05	1.12461954e-07	3.5605594e-12	3.9333044e-11
n	0.0050288476	0.2635825	0.30777735	0.42194036	0.0016590244	1.1654229e-05	2.8825627e-07	2.3835258e-11	5.7909905e-10
g	0.025412101	0.3036832	0.14837597	0.51818377	0.0042965706	4.5493052e-05	1.6011126e-06	3.188208e-09	1.2348286e-06
r	0.009254947	0.08762814	0.33384982	0.5539684	0.013998853	0.0012823581	1.6716795e-05	5.1890514e-10	7.0400534e-07
a	0.001510199	0.03310189	0.40995792	0.5444394	0.009312953	0.0016035455	6.598185e-05	2.0495852e-07	7.984508e-06
m	0.006371152	0.0010601734	0.17575732	0.28406632	0.4733363	0.059117123	0.00029113732	2.2504212e-08	4.7655163e-07
m	0.012711468	0.052137863	0.09711798	0.71813095	0.11388187	0.005718345	0.0002722449	3.984186e-07	2.8905628e-05
è	0.00072617846	0.0052966243	0.073303185	0.66916287	0.16901298	0.06468197	0.01742926	6.2363906e-05	0.00032459776
n	0.0006597406	0.004729023	0.18019916	0.71665716	0.08242182	0.014964947	0.00034105987	8.403144e-07	2.6262607e-05
o	0.009391273	0.02977739	0.10621442	0.65055984	0.17045505	0.031244721	0.0022882642	1.5792651e-06	6.7512425e-05
p	0.00071381836	7.349524e-05	0.006858488	0.022097258	0.60512877	0.35568756	0.009439361	5.80656e-07	6.1866587e-07
u	0.0032068603	0.014706361	0.030519417	0.39457247	0.39095762	0.11105263	0.052973382	0.000178356	0.0018328229
s	0.00013106954	0.000119667144	0.005271924	0.0494337	0.55217326	0.36533457	0.027507622	2.2231208e-05	6.0230777e-06
s	0.0155925825	0.07839961	0.031929772	0.6669525	0.17813583	0.015123635	0.007953341	8.4385334e-05	0.005828397
è	0.0008683144	0.0028223034	0.015428392	0.14303939	0.43990043	0.351663	0.044978328	4.3803244e-05	0.001256058
n	8.142108e-05	0.0002082482	0.0014826875	0.013923967	0.23509489	0.5341019	0.2102144	0.0033511394	0.0015413344
a	0.0004619778	0.004603117	0.004437756	0.0330779	0.15682732	0.31725526	0.46728328	0.003098431	0.012954934
p	0.00011051	1.1646392e-05	0.00036173448	0.0013609339	0.14359689	0.47590047	0.37745014	0.00041817914	0.0007895181
o	0.0018012424	0.003492532	0.0072014416	0.029286152	0.14125074	0.2281264	0.56366694	0.02345629	0.0017183207
è	7.385999e-05	3.4147088e-05	0.00044142277	0.0021605308	0.08662104	0.38176307	0.48931557	0.03456289	0.0050274297
t	0.0013728451	0.0027870995	0.0038155306	0.025327919	0.22070174	0.33210924	0.4033672	0.010385623	0.00013277246
a	0.0050265756	0.013399805	0.009201408	0.01281682	0.045854475	0.13206409	0.6880143	0.06609143	0.027531084
d	4.9113805e-05	1.17862455e-05	0.00010551171	0.0002827043	0.016872339	0.124777466	0.70321566	0.010770563	0.14391479
i	0.00012828474	0.00021185502	0.00044763624	0.0011269941	0.0061608776	0.027632944	0.45353064	0.5006991	0.010061688
k	5.8676047e-05	2.071839e-05	0.00014908124	0.0003652538	0.009797844	0.0680602	0.37249166	0.39611286	0.1529437
ò	0.00017950412	0.0003454401	0.000645689	0.0021766126	0.0056137317	0.013172618	0.26199496	0.7124523	0.0034191103
m	6.781585e-06	7.929158e-06	1.7178032e-05	3.831331e-05	0.0003453541	0.0021138994	0.015205504	0.94214845	0.040116567
m	0.0069637382	0.007838713	0.026561728	0.012081243	0.014123866	0.034474593	0.34771726	0.54776084	0.0024779977
a	8.951036e-05	9.07569e-05	0.0004062044	0.00019549367	0.0007569393	0.006605688	0.086180955	0.08939763	0.81627685
</S>	0.000515783	1.3875307e-05	0.00025033776	0.00016619537	0.0035879083	0.010341906	0.025117768	0.0009933703	0.9590128
