 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.945782	0.054150715	1.428086e-05	4.5688637e-05	7.3491233e-06	6.897587e-09
s	0.001972423	0.9232425	0.07354773	0.0012372837	8.965014e-08	4.388239e-09
o	0.008744944	0.6170836	0.37413445	3.669992e-05	2.3780774e-07	6.052348e-08
s	0.017056828	0.9792671	0.003383903	0.0002922141	1.7475376e-08	8.7660776e-13
e	0.017637722	0.7266223	0.2556938	4.5628152e-05	4.6421087e-07	4.8805926e-08
è	0.00513563	0.87321943	0.11828122	0.00336356	9.601717e-08	8.109568e-11
m	8.1322854e-05	0.016706351	0.98136306	0.0018489265	3.1295934e-07	1.4019913e-08
b	0.0020662998	0.020989444	0.9694921	0.006584782	0.00075407507	0.000113219234
i	0.7601811	0.15951899	0.01424296	0.048662215	0.01735608	3.863094e-05
à	0.016761987	0.023960069	0.0026518393	0.95423216	0.0023292007	6.4771135e-05
t	0.035605084	0.07173758	0.119091414	0.76272076	0.010839863	5.290404e-06
t	0.45266762	0.3230425	0.12677246	0.057057865	0.040255107	0.00020436978
i	0.0025205472	0.0038056911	0.0065683746	0.1517681	0.8230617	0.012275588
f	0.00063974655	0.0008670187	0.00024624495	0.90884584	0.0883265	0.0010746515
i	0.00533655	0.0074906703	0.16120595	0.23449363	0.58898884	0.0024843335
n	0.00059992383	0.0010569787	0.004279172	0.6058502	0.35607725	0.032136444
è	0.0025016007	0.005411301	0.60601157	0.11076151	0.26988024	0.0054337806
s	0.00023190449	0.00033849748	0.002006193	0.050565314	0.9135106	0.033347424
t	0.007561791	0.009176866	0.06402507	0.026755163	0.88573563	0.0067455154
r	6.3358406e-05	8.0023274e-05	0.00039801447	0.008194974	0.59867895	0.3925847
a	0.0002545611	0.00019058767	0.00013816009	0.0036589117	0.24601415	0.7497436
</S>	0.0014009918	0.0012054738	0.00023155076	0.03590532	0.12307665	0.83818
