 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.9694983	0.005174418	0.023538977	0.0012230548	0.0003239798	0.00024124907	4.2383244e-09	2.207908e-09	2.0348079e-09
n	0.09309797	0.86344594	0.007556458	0.005573792	0.030290183	3.5325815e-05	1.9052523e-07	6.6497456e-08	1.522605e-09
è	0.00023831731	0.00027489418	0.9937255	0.0057439567	9.175376e-07	1.41516675e-05	1.5028168e-07	9.3264106e-07	1.1787889e-06
r	6.7805726e-05	0.001197385	0.9794093	0.01924017	1.2926838e-05	7.252541e-05	3.2850112e-09	5.670058e-10	7.4367634e-10
t	0.00021752225	0.0008750953	0.98904455	0.009855297	1.9857728e-06	5.5830537e-06	2.2563695e-09	4.2370767e-11	3.6661696e-08
i	0.0029773081	0.010315698	0.9106772	0.07551046	0.0002188496	0.00030052787	9.675171e-09	6.201074e-11	1.7929351e-09
s	0.0014791706	0.045372825	0.38212433	0.56739783	0.0036233237	2.4598287e-06	2.4758863e-08	4.5208552e-11	4.2443207e-10
e	2.7886732e-05	9.020734e-05	0.9411083	0.058733296	3.2734663e-06	3.1788415e-05	2.4033469e-07	3.4337722e-09	5.0386066e-06
s	7.852764e-05	0.011769715	0.1071679	0.8710425	0.009903686	3.71733e-05	4.5918003e-07	5.3822244e-09	3.9387107e-09
i	0.00010519055	0.0006994993	0.8161245	0.18132848	0.00026754738	0.001267652	1.1576772e-05	1.8337816e-07	0.00019549522
t	4.6035795e-05	0.003208014	0.04336872	0.8498969	0.10259381	0.0008739738	1.1719937e-05	6.512855e-07	1.6158018e-07
t	0.00029246305	0.0021619308	0.67858386	0.2984265	0.009621043	0.009508741	0.000333371	7.2307403e-06	0.0010648619
à	0.003705804	0.038562004	0.09148192	0.7028911	0.14320353	0.016444406	0.0030821252	0.00018346196	0.00044567548
a	0.00023393135	0.0017849413	0.16687264	0.7115607	0.048494227	0.06952753	0.0008736276	9.0770496e-05	0.00056153676
n	4.0107454e-05	0.00055516156	0.016416924	0.08348618	0.72003925	0.17495891	0.0036431083	0.00085443596	5.908638e-06
k	0.0004448908	0.0022234912	0.19585234	0.20854105	0.34499973	0.24533065	0.0021858339	0.00013021778	0.00029183805
ò	0.0059023155	0.008316859	0.025800496	0.076144055	0.7507872	0.076754384	0.042563528	0.006919947	0.006811201
r	0.0003052355	0.0015090832	0.01054532	0.089597926	0.5170161	0.13145201	0.042352088	0.17355175	0.033670463
a	0.004333392	0.0049887574	0.04020047	0.10565582	0.32820025	0.21555902	0.19328077	0.0705959	0.03718565
e	0.0016266977	0.001369577	0.0061266646	0.01824037	0.08693978	0.5304417	0.11602129	0.07022075	0.16901319
n	0.00020363212	0.00039942074	0.0068917656	0.006442062	0.04771279	0.80454665	0.095850654	0.03748202	0.0004709577
è	0.0005316299	0.0016286556	0.1715763	0.025041236	0.017756082	0.35137638	0.32648498	0.07213202	0.033472672
p	9.4559744e-07	3.1971429e-06	0.00020631877	0.00010716822	0.002236452	0.23792711	0.1372095	0.6095196	0.012789653
r	0.00011349986	0.00021224574	0.00621635	0.001862019	0.005247895	0.059511755	0.119995065	0.7860107	0.020830397
ò	0.00017740639	0.00015890128	0.0008325411	0.0007126917	0.0007711365	0.0072012236	0.07440896	0.8680732	0.04766404
n	0.00038960396	0.0004401026	0.006355938	0.0022581117	0.00033167092	0.019374896	0.036191247	0.5064705	0.42818794
t	0.002171487	0.0018475003	0.039415818	0.0068025757	0.0043257517	0.04372343	0.28935286	0.3981096	0.21425089
o	0.00020140494	0.00012809111	0.0007225634	0.0003863511	0.00064805103	0.00524328	0.05210667	0.015243915	0.92531973
</S>	0.0005790882	0.0005152861	0.0002353159	0.00056576653	0.0037195687	0.0031035747	0.004577627	0.005575758	0.981128
