 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.9960296	0.00068242726	0.00035095948	0.002931553	4.1788007e-06	1.3278421e-06	1.5337606e-09	4.9717425e-10	3.9772383e-10
ù	0.9991898	0.0002161737	0.00046960573	0.00012434297	1.37068845e-08	1.11566765e-08	1.5513792e-11	3.112368e-11	1.5658986e-11
t	0.98988277	0.00674222	0.0033621716	1.2876314e-05	2.8154416e-08	3.4353683e-08	1.3123483e-10	1.3298321e-11	4.989351e-13
t	0.90474087	0.094994865	0.0002458529	1.8131539e-05	1.6302045e-07	1.8124528e-08	1.1873094e-09	1.8965308e-08	4.7574833e-09
o	0.98186904	0.017510643	0.0001940731	0.00042505824	1.1991427e-06	2.8037284e-08	4.473678e-11	8.515305e-14	2.352599e-14
t	0.98474485	0.013098108	0.002139927	1.6479948e-05	6.006715e-07	3.323237e-08	5.3368526e-10	2.2355672e-12	1.04933274e-13
r	0.032819502	0.9568	0.0101280315	0.00024840303	3.1808095e-06	6.3220165e-07	4.301913e-09	6.5784787e-09	2.3276614e-07
a	0.8496949	0.06561858	0.07427758	0.010335191	6.144732e-05	1.2282363e-05	2.3979371e-08	2.360631e-11	7.184295e-11
v	0.100546226	0.094563134	0.7954815	0.009343357	5.23554e-05	1.333937e-05	1.17793405e-07	4.2523998e-10	7.241717e-11
ù	0.009170108	0.89593315	0.061498445	0.029475296	0.0029812504	0.00088692346	6.674277e-07	1.960915e-07	5.3890442e-05
d	0.02781151	0.7002789	0.22847462	0.042104628	0.0011892241	0.00014053253	6.415826e-07	9.78318e-09	9.794923e-09
i	0.029935174	0.84080213	0.05645531	0.064242356	0.00660913	0.0018339322	8.477618e-07	2.8603162e-07	0.00012086345
e	0.005980714	0.0053686905	0.7234899	0.26179868	0.002937202	0.00041673248	8.084628e-06	2.0235964e-08	2.8159661e-08
e	0.0046517914	0.011779576	0.6737087	0.2925235	0.009351315	0.007968047	1.7137652e-05	3.3927098e-08	4.0245834e-10
t	0.009665764	0.025652494	0.63526803	0.2621786	0.021529783	0.045575358	0.00012907488	9.1164964e-07	4.1754422e-08
o	0.004441476	0.17260164	0.098075375	0.19538459	0.10293924	0.4215452	0.00034581093	9.809307e-05	0.004568596
n	0.00032032715	0.0012093529	0.13205254	0.2204892	0.10299987	0.52427447	0.018038511	0.00060957385	6.1237356e-06
è	0.0011328008	0.02375761	0.06660028	0.09982626	0.07264702	0.7224337	0.0014725737	0.0024037044	0.009726016
g	0.00011133173	0.0014977215	0.020818448	0.09760856	0.15123604	0.7215907	0.006330655	0.0007223597	8.420446e-05
r	0.0043809935	0.025566237	0.052990496	0.13386603	0.15126084	0.61756027	0.005859486	0.0035105972	0.005005034
a	0.0034772267	0.0046931757	0.015287016	0.08541224	0.27194032	0.49326718	0.0855023	0.026443807	0.013976735
t	0.010868551	0.0010011231	0.015383869	0.037196275	0.057487875	0.20949386	0.63272756	0.026381498	0.009459443
s	0.00849222	0.02436941	0.011476925	0.06369588	0.17083542	0.6858929	0.032872833	0.0016819045	0.00068251643
e	0.00036181792	0.0009461101	0.0025568798	0.03027698	0.18006079	0.6632643	0.11400231	0.00454611	0.003984648
è	0.0002314063	2.2247006e-05	0.0009267478	0.0026966662	0.008295071	0.102507375	0.80975246	0.072062954	0.003504993
n	7.757482e-05	0.00062250014	0.0014456945	0.004571848	0.052532613	0.6415326	0.2420757	0.055296496	0.0018448979
a	0.013502733	0.031260062	0.013333232	0.039140888	0.123540245	0.3009532	0.38774636	0.0731248	0.01739843
p	3.507726e-05	7.789399e-06	0.00014738335	0.00042921607	0.0020427175	0.034364607	0.6268986	0.28540725	0.05066738
o	0.00031922426	0.0005909641	0.0006525457	0.0022387193	0.016169656	0.100498505	0.1882905	0.6632939	0.02794596
è	3.3153872e-05	1.2290471e-05	0.00012172754	0.0004043011	0.0023219008	0.030680208	0.38742423	0.45117357	0.12782864
t	0.0005608848	0.0010028174	0.0045206235	0.0039519025	0.01939396	0.35689512	0.30030367	0.30289066	0.010480336
a	0.002925198	0.008343007	0.0025706538	0.006847785	0.027384244	0.04807267	0.1925672	0.3892418	0.32204735
</S>	1.6551969e-05	3.2588532e-06	3.634711e-05	5.2056443e-05	0.00013765457	0.0020907253	0.09434639	0.27847221	0.62484485
