 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.95520324	0.0434833	0.001249873	5.6536515e-05	6.7397077e-06	4.3664787e-07	7.2712933e-09	8.768909e-10	1.4826499e-09
f	0.8979537	0.079941034	0.00040095922	0.021612102	1.489578e-05	7.727847e-05	1.3488339e-08	4.7814455e-09	2.923819e-10
è	0.2722601	0.17661858	0.00061675627	0.48648545	0.0062148776	0.04137854	0.00037091356	0.012798608	0.0032562558
n	0.3810547	0.61095226	0.0069647017	0.001026053	3.7731786e-07	1.9186448e-06	1.9183182e-09	3.6442024e-10	5.889604e-10
e	0.3615828	0.60550356	0.023614718	0.00905936	6.2170584e-06	0.00023062174	1.714972e-08	1.0862851e-09	2.7409988e-06
t	0.03713101	0.49006757	0.47265214	0.00013709448	1.1832023e-05	2.0331791e-07	7.3129634e-08	1.1483409e-11	1.374698e-12
e	0.12592286	0.20785229	0.14869606	0.50521916	0.00040481566	0.011887447	4.3146184e-07	4.248824e-09	1.691888e-05
k	0.027038956	0.22236711	0.6860332	0.063348114	0.0011107734	9.8434226e-05	3.5214057e-06	2.1345177e-09	1.0788301e-09
a	0.0027483436	0.0075644962	0.003766211	0.39855456	0.0016558019	0.5853244	3.071193e-05	3.1827462e-06	0.00035228144
o	0.022912579	0.1383711	0.5777014	0.18814972	0.06805361	0.0017799817	0.0029361453	8.105225e-05	1.4477711e-05
l	0.0005249533	0.0014726007	0.0059814346	0.84712833	0.07221765	0.07222716	0.00044467777	2.9799326e-06	6.036167e-08
à	0.0003874239	0.0006536198	0.00015396086	0.07008744	0.00016773737	0.9271381	2.918201e-05	2.944872e-05	0.0013531821
d	0.0083856	0.023889478	0.08167843	0.6282534	0.14045782	0.1146432	0.0026466881	4.5839784e-06	4.0847983e-05
r	0.0016110028	0.0019013741	0.0013723141	0.038221363	0.0011991988	0.9547503	0.00019044527	1.940738e-05	0.0007345748
o	0.014969816	0.02457116	0.062735304	0.3141011	0.29359517	0.15990162	0.091391064	0.027833426	0.0109013375
m	0.057012383	0.063170575	0.11888148	0.018860066	0.2638	0.001989052	0.43808064	0.02891994	0.009285829
b	0.00151658	0.0013892096	0.0017888828	0.015265773	0.004967607	0.9715656	0.002919239	0.00021439535	0.00037255525
ì	0.009485258	0.0074521108	0.017292239	0.036809858	0.07099377	0.5788973	0.18471146	0.08475337	0.009604639
k	0.033701304	0.039242096	0.06687183	0.06312571	0.29907444	0.034774315	0.3324409	0.054207236	0.07656207
e	0.0027074504	0.0021252206	0.0032621466	0.016594732	0.005307952	0.96299434	0.005165725	0.00097357575	0.00086880836
a	0.0017046523	0.0017425559	0.0025806867	0.0006198798	0.017590595	0.00021194275	0.3010016	0.61953676	0.055011336
p	0.021110563	0.015421159	0.016913502	0.012077668	0.089621484	0.0062364154	0.7441964	0.086041644	0.008381109
ò	4.0123658e-05	3.8846072e-05	4.8564216e-05	0.0033858747	0.0009530804	0.9877958	0.0036859415	0.0029848027	0.0010669343
t	0.004511213	0.004974621	0.0064442344	0.019604072	0.08123501	0.10670124	0.41200095	0.2654774	0.09905129
t	0.001754365	0.0010999234	0.0017339748	0.011611032	0.010324899	0.9467643	0.015522808	0.0032072682	0.0079814205
u	0.00035845552	0.00034519454	0.00058414694	0.0008947358	0.0076708333	0.0048142676	0.062000245	0.25181767	0.67151445
</S>	0.00020462806	0.0001929151	0.0002307639	5.5806107e-05	0.0013889729	3.0559488e-05	0.055667724	0.32632184	0.6159068
