 	i	bambini	non	si	vestono	da	soli	</S>
t	0.54067874	0.45595393	0.0004894674	0.0028044132	7.273448e-05	7.582913e-07	4.2382777e-09	4.402388e-10
a	0.4202872	0.5759044	0.00045011222	0.0033540954	4.1596486e-06	1.15190355e-08	6.6986354e-09	9.2505237e-10
p	0.9931339	0.005795053	0.0002231808	0.00084701844	8.4109274e-07	2.8644793e-08	5.469872e-10	2.0608774e-13
e	0.021332433	0.0007382801	0.8673722	0.108175814	0.002008776	8.7269145e-05	3.533322e-06	0.00028171093
t	0.92335945	0.030828008	0.03197438	0.013793394	3.9392642e-05	5.3948493e-06	2.5516353e-09	5.110995e-10
ì	0.0450994	0.017725868	0.4982737	0.22003177	0.21370807	0.0012767214	2.2092168e-05	0.0038623794
a	0.1278669	0.023944743	0.6740625	0.15404262	0.020010894	7.201092e-05	2.9775947e-07	3.3269384e-08
e	0.02424368	0.00075395644	0.71056026	0.25900674	0.005317576	0.00011770232	8.706384e-08	4.838263e-10
n	0.0044364803	7.849459e-05	0.2950098	0.6558757	0.044459064	0.00013970611	7.2766e-07	5.473148e-10
i	0.0023791145	0.00022040615	0.08123042	0.2361506	0.6747919	0.0043385215	0.00030313883	0.0005859543
n	0.001854818	0.00023660206	0.1471742	0.62974477	0.20982629	0.011103243	5.988202e-05	1.9580226e-07
d	0.0018791258	0.0004407441	0.056712337	0.09336428	0.8346301	0.011007539	0.00127978	0.00068606785
ì	0.05264125	0.03745739	0.13982816	0.13780977	0.5198698	0.11204501	0.00010654895	0.00024203607
n	0.0017542312	0.00084667274	0.05934331	0.10091631	0.82112485	0.013190965	0.0025390168	0.00028469542
n	0.013789456	0.006525644	0.033931848	0.1241043	0.792709	0.02876484	3.6703823e-05	0.00013829097
o	0.005414625	0.002684166	0.021549722	0.09464735	0.76704776	0.10124343	0.0029762625	0.0044366233
t	0.03475556	0.012350902	0.016516391	0.12129626	0.038750205	0.77103573	0.0037705163	0.0015243483
t	0.03269526	0.010204921	0.024056768	0.26896685	0.407532	0.24412882	0.011804005	0.0006114009
e	0.0017198893	0.0014752524	0.005626164	0.051052865	0.61933327	0.31242105	0.00038691278	0.00798456
m	0.00072087906	0.00040809883	0.0012292558	0.009779615	0.016509965	0.94519323	0.02296283	0.003196137
a	0.01665965	0.009073415	0.017018352	0.06429416	0.3713198	0.50020784	0.015507846	0.005918977
n	0.0005187431	0.00034443272	0.0011695125	0.007932601	0.033304207	0.74768007	0.18968605	0.019364376
e	0.0031784673	0.0016626865	0.03911312	0.022239042	0.5992443	0.1166372	0.21293853	0.0049866275
c	0.0003213088	0.00020176178	0.0012116531	0.0016181848	0.005160496	0.17839105	0.7693151	0.04378039
h	0.008654394	0.0024443874	0.010972377	0.032216642	0.20214282	0.43818098	0.249154	0.05623437
à	0.013441476	0.005734194	0.0072777565	0.0162638	0.06353159	0.39640474	0.11231823	0.38502818
t	0.00020374342	0.000114069466	0.00037793268	0.0008293307	0.006223479	0.046225563	0.57715607	0.36886978
u	0.033951513	0.00993297	0.023576537	0.09141233	0.17608565	0.47812077	0.053148	0.1337722
</S>	0.0019346591	0.0013568511	0.00083070365	0.0016994649	0.0003306962	0.04719444	0.010050792	0.93660235
