 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.99704725	0.0028850297	2.094687e-05	3.725867e-05	5.1818965e-06	3.1923948e-06	7.703216e-07	3.2115273e-07	9.722387e-10	2.1223608e-10	1.632522e-09	5.383807e-09	3.04716e-10	2.4362243e-10	3.9252462e-11	3.246704e-11	5.543919e-10
ò	0.9939144	0.0059602056	8.008749e-05	6.988244e-06	2.939259e-06	3.3135343e-06	3.994736e-06	1.8804629e-05	2.8554396e-08	1.33071465e-08	1.0692067e-07	7.18428e-06	1.4245401e-07	2.2494113e-07	1.7450219e-07	5.4215803e-07	8.2455216e-07
t	0.8754717	0.12410999	0.00038313968	3.1185165e-05	1.554412e-06	2.0382051e-06	3.291125e-07	4.3946493e-08	1.0515163e-11	4.9948765e-12	2.5651148e-10	6.577235e-12	5.3028593e-12	1.9616635e-12	3.4228284e-13	3.015876e-12	3.551708e-15
t	0.90691274	0.09299189	7.3955416e-05	1.5717122e-05	4.255589e-06	1.3114857e-06	5.5043678e-08	1.05029116e-07	2.4845113e-09	6.1582356e-10	3.3426298e-10	8.753022e-09	1.9577692e-10	4.5357948e-10	5.2592264e-10	4.4094445e-10	3.95268e-08
e	0.5611281	0.43837675	8.2221544e-05	0.00038933702	2.1269154e-05	2.3744467e-06	6.403685e-10	2.6084197e-11	5.089852e-12	8.083463e-13	1.6490452e-12	1.5784349e-13	7.1267055e-14	3.89106e-14	3.6508446e-15	3.3755262e-15	3.9646436e-17
o	0.07183017	0.9275777	0.0005393907	5.0445946e-05	1.5117809e-06	7.7125304e-07	5.8386425e-09	3.424192e-10	2.1610273e-11	1.0814305e-11	1.1888007e-10	6.664302e-13	5.10932e-12	1.8598781e-12	3.562235e-13	1.9167443e-12	1.18395635e-17
G	0.008242851	0.9319652	0.059718106	6.095537e-05	3.4750856e-06	4.7598505e-06	3.3674648e-06	1.3302822e-06	7.163629e-11	4.088585e-11	3.8461798e-10	1.466794e-11	3.838964e-12	2.8466303e-12	1.1588913e-12	1.8035615e-11	1.6133543e-14
i	0.5031738	0.17585734	0.21992354	0.06730534	0.027820246	0.0059097786	8.153117e-06	1.3475017e-06	2.0047993e-07	1.561763e-08	2.761385e-09	4.7737583e-09	4.2532258e-10	6.3427785e-10	3.0582237e-10	5.6294525e-10	2.3014245e-07
u	0.034512673	0.9018621	0.06131109	0.0021470555	9.71213e-05	6.755549e-05	2.1973792e-06	2.1241814e-07	3.0543115e-09	8.743842e-10	1.4815457e-08	9.498227e-11	1.2457811e-09	4.828347e-10	1.0801894e-10	6.635111e-10	2.5577324e-13
v	0.0006890855	0.007606789	0.9876274	0.003655337	0.0002446661	0.000100392	5.8367565e-05	1.7875052e-05	1.2261084e-08	2.8621072e-09	1.17032455e-08	2.505011e-10	4.5201493e-10	2.7945843e-10	2.4902087e-11	3.4714345e-10	2.939573e-14
à	0.05799845	0.009258373	0.76572126	0.08472868	0.06368326	0.018534485	6.937032e-05	4.900379e-06	1.0143383e-06	7.7565836e-08	1.1574542e-08	2.9844618e-09	1.1354129e-09	1.2888117e-09	7.7700496e-10	2.112433e-09	1.7215265e-07
n	0.0019088079	0.024164123	0.9601866	0.012723979	0.00093351945	7.9470046e-05	2.6312634e-06	8.554788e-07	5.8720573e-08	6.570484e-09	3.5600258e-09	1.3188777e-09	5.4729676e-10	3.4067577e-10	1.11150585e-11	6.6287926e-12	4.3925912e-13
n	0.023738448	0.015595124	0.47792885	0.2819469	0.17228305	0.028443132	4.963023e-05	9.8464625e-06	4.6063915e-06	1.9314561e-07	3.709039e-08	2.8477107e-08	3.9425982e-09	5.720025e-09	1.9384239e-09	1.1263633e-09	5.7433525e-08
i	0.0016756844	0.012994587	0.83650535	0.12906693	0.01779761	0.0019353164	2.130028e-05	2.228159e-06	8.9333435e-07	5.9369082e-08	4.622302e-08	1.0652835e-09	9.5736e-09	5.5598828e-09	8.42789e-10	1.1837901e-09	2.1168009e-12
ì	0.0046971412	0.01295164	0.14270358	0.7298769	0.085640065	0.023994576	0.0001215307	1.3205444e-05	1.1084771e-06	7.3117846e-08	2.228084e-07	1.942187e-09	2.2429404e-08	6.443314e-09	1.3465203e-09	3.045819e-09	3.322882e-13
r	0.00011389372	0.0026623218	0.8511833	0.09394552	0.04307209	0.00735732	0.0009683912	0.0006914302	5.274213e-06	3.1106447e-07	1.0887779e-07	4.6580975e-09	4.4285993e-09	3.7805257e-09	6.3225813e-10	7.954108e-10	6.7081236e-12
t	0.02397213	0.028902143	0.047429454	0.42651638	0.3923116	0.080352746	0.00037338346	8.8193534e-05	5.1475123e-05	2.2438212e-06	1.797509e-07	7.211238e-08	1.0585938e-08	1.0991374e-08	2.5651659e-09	6.492463e-10	4.1218757e-09
e	0.001946766	0.0066236355	0.21724369	0.50080913	0.23952422	0.03318353	0.0005204731	4.5683973e-05	9.09167e-05	1.0673604e-05	1.01452e-06	8.3299945e-09	1.2065101e-07	7.5247016e-08	2.4945159e-08	4.4360526e-08	3.2829184e-10
è	0.000559515	0.001764354	0.012085583	0.4665168	0.21573852	0.29777762	0.0050414763	0.00042025806	7.920504e-05	6.1827795e-06	9.721138e-06	2.155058e-08	5.0275395e-07	1.0702474e-07	4.3911555e-08	1.1137804e-07	1.2766749e-10
s	8.383971e-05	0.0012068055	0.13501391	0.20165975	0.37556386	0.1815697	0.046990845	0.056542188	0.0012803813	7.73204e-05	9.854309e-06	7.5908883e-07	4.5870448e-07	3.2105757e-07	5.413766e-08	3.2349714e-08	3.7022085e-10
s	0.026930064	0.065917715	0.022652939	0.21207061	0.41347814	0.24002445	0.009621095	0.0051639387	0.0037453014	0.00038425505	8.213067e-06	2.811951e-06	3.1616383e-07	2.2912016e-07	4.6115748e-08	7.240092e-09	2.1305075e-08
u	0.0003673482	0.0013040913	0.012279552	0.26410344	0.4920604	0.2177134	0.007418582	0.00093463826	0.0032351038	0.0005585969	2.02894e-05	7.9016225e-08	1.5694087e-06	8.140572e-07	8.9319855e-07	1.2852715e-06	1.0343109e-08
t	0.00020867508	0.00054500427	0.0017845299	0.11510493	0.12507892	0.62869185	0.10677646	0.017272357	0.0027341142	0.00039976547	0.0013221483	2.6404493e-06	5.8799586e-05	1.0306208e-05	3.5549635e-06	5.9019503e-06	3.0920862e-08
o	0.00013200336	0.0007286321	0.0021905333	0.030460427	0.19950518	0.37696937	0.15142503	0.13474445	0.09068347	0.012373959	0.0006521921	8.2281775e-05	2.4919264e-05	1.9528898e-05	6.5042555e-06	1.161496e-06	2.4145575e-07
v	3.4210152e-06	1.9406563e-05	0.00030022734	0.0051040547	0.017421333	0.11423664	0.3111139	0.5287677	0.014205509	0.0023757608	0.0057624085	0.00022638362	0.00027428794	0.000107888234	3.7696307e-05	4.3413474e-05	1.7370656e-08
r	0.00094151177	0.000534296	0.0026576538	0.021508425	0.08239768	0.13529953	0.064258456	0.03443454	0.5547564	0.09813267	0.0031110598	0.0007543078	0.00057109905	0.0004981357	5.482064e-05	1.6476004e-05	7.291425e-05
à	0.00056220184	0.00073081267	0.01145662	0.10549589	0.17780907	0.19074392	0.1645426	0.13774966	0.1393461	0.03599499	0.014363151	0.00449769	0.005177496	0.0026636282	0.0012155239	0.006950634	0.0006999645
i	0.00063576625	0.0005326318	0.0043588737	0.009202509	0.016381163	0.025488062	0.09203536	0.27972192	0.41622227	0.119875744	0.0030642094	0.02924646	0.0021069746	0.00094731024	5.842777e-05	2.0789956e-05	0.00010152378
ì	0.00023186751	0.0003393651	0.00077196385	0.0026381745	0.0051601403	0.02360283	0.21454541	0.5981764	0.075440064	0.020218136	0.03870932	0.00726041	0.009355147	0.0032204373	0.0002549955	7.523842e-05	8.521204e-08
b	1.0530056e-05	2.4671655e-05	0.00021919487	0.00017192795	0.0005601374	0.00241441	0.09616079	0.81123626	0.057108797	0.017307118	0.0085565625	0.0033105947	0.0019522416	0.0009114987	4.8849277e-05	6.4969886e-06	2.746167e-08
b	0.00028691525	0.00022889348	0.00023331973	0.0025169833	0.010734767	0.025361136	0.020548316	0.03274701	0.5290955	0.2713164	0.044557236	0.022252828	0.017474703	0.015572146	0.0051589147	0.0012394154	0.0006756068
i	0.00026124172	0.00024363596	0.0008351773	0.005808758	0.0133157335	0.024210464	0.06579838	0.04687336	0.48430237	0.33243978	0.01611328	0.0013283571	0.0045369025	0.0020728807	0.00060517556	0.00089265447	0.00036185206
e	6.0995462e-05	6.8479705e-05	0.00013822065	0.0012001927	0.0023341794	0.01328339	0.14998686	0.23790406	0.09643245	0.04067355	0.23964433	0.08092694	0.098762505	0.031864032	0.004462156	0.0010013253	0.001256355
p	6.507357e-05	0.00012482781	0.00021079577	0.0005550054	0.0011556732	0.006487028	0.12432762	0.61827147	0.04534543	0.017709991	0.10963625	0.022021972	0.03632197	0.015361063	0.0019954173	0.00041006316	4.0438056e-07
o	0.00015425177	4.227309e-05	0.00021891632	0.0008106361	0.0033524302	0.0081127295	0.009871418	0.014757742	0.4951014	0.2549533	0.055335913	0.042689353	0.053028177	0.05425253	0.005215557	0.00095000234	0.001153394
d	1.1626216e-05	1.41557375e-05	3.580485e-05	0.0002339401	0.00055940304	0.0034153727	0.071129546	0.19289641	0.07736926	0.04664297	0.274317	0.13768688	0.12898861	0.052745555	0.008258149	0.004670102	0.001025164
d	7.764016e-05	2.239624e-05	0.0002037567	0.00033981868	0.0012147361	0.0026863907	0.010575282	0.04117529	0.5069251	0.2603933	0.021771224	0.116839334	0.01705239	0.017784497	0.00097079645	0.00043447744	0.0015335823
h	0.00029120047	0.00021977778	0.00031512743	0.001993435	0.0040545077	0.008638635	0.025685597	0.018130813	0.34082904	0.3579321	0.10560481	0.0058488366	0.050295625	0.024772018	0.0130207455	0.029470218	0.012897489
ì	0.00032816402	0.00021012303	0.0003659161	0.0011301367	0.0016617734	0.0029648067	0.018426236	0.027869405	0.28608295	0.470909	0.07452049	0.029512677	0.04543208	0.022098335	0.0055208625	0.011784328	0.0011826383
s	1.9890465e-05	1.8840517e-05	6.5570246e-05	0.00018636788	0.00039612615	0.0010873743	0.017635621	0.07367598	0.18698707	0.20415431	0.04281048	0.38181013	0.046570837	0.02384072	0.0024887589	0.0006419086	0.017610032
t	0.0025203498	0.0009449748	0.0013514443	0.00687044	0.01794525	0.028649641	0.012298266	0.009195353	0.48811847	0.2905953	0.04496652	0.0177577	0.035510138	0.03328654	0.006151787	0.0022050734	0.0016326844
r	8.180347e-05	8.328177e-05	0.00018351499	0.0010287001	0.0023947116	0.0058064302	0.034231223	0.036049712	0.3290116	0.43444422	0.0813505	0.0101340925	0.03247852	0.012829462	0.003536494	0.0047405236	0.011615361
à	5.0122424e-05	4.881885e-05	0.00012481128	0.00056170544	0.0012406656	0.00305396	0.028223148	0.04598363	0.3148108	0.41912138	0.067096226	0.02733835	0.035536293	0.014910753	0.0032386647	0.002262197	0.036398478
k	4.1028656e-05	3.892024e-05	8.4197454e-05	0.00017904301	0.000301523	0.0007226038	0.0090291975	0.03490192	0.081656836	0.09887382	0.069907516	0.37623167	0.1377341	0.08909288	0.01557933	0.0030155664	0.082609884
k	0.008218662	0.0062356438	0.0048947195	0.012340862	0.016319573	0.022202032	0.026965592	0.01727718	0.22388466	0.2937185	0.121928714	0.009952493	0.12331225	0.08510095	0.020380763	0.006209377	0.0010580649
