 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.91827494	0.07810058	0.0035246338	9.0219604e-05	9.582597e-06	7.0026744e-09
c	0.9860051	0.0135754505	0.00041360417	2.9609655e-06	2.9290409e-06	3.4403627e-10
h	0.98144424	0.018324489	0.00022623397	2.5168279e-06	2.084483e-06	3.1368685e-07
e	0.28416377	0.6995363	0.016241804	5.513333e-05	2.9837042e-06	2.727662e-08
p	0.010380223	0.9890093	0.00060858676	1.7110414e-06	1.2565964e-07	5.9475493e-12
o	0.0092405705	0.8552238	0.13520183	0.00028653853	6.2885506e-06	4.0894145e-05
l	0.01510395	0.9489791	0.03558339	0.00018686905	0.00014655972	7.6700736e-08
e	0.021924797	0.26593333	0.6975239	0.008182973	0.0011867153	0.005248294
m	0.010824334	0.38792425	0.5908152	0.0055602053	0.0048522577	2.3759709e-05
ì	0.0025741435	0.061319	0.8573853	0.060014397	0.017346412	0.0013607955
s	0.0032757476	0.17002113	0.8085247	0.014877108	0.0030953523	0.00020592537
o	0.011173478	0.1437777	0.77329504	0.065607265	0.0032475826	0.0028989688
n	0.0022848058	0.020076256	0.56284076	0.3485744	0.06594146	0.00028232732
t	0.0011277685	0.0049449885	0.5709084	0.3363827	0.085319474	0.0013167422
a	0.0048528886	0.028105345	0.7092517	0.14613923	0.10891713	0.0027337545
ò	0.0008418043	0.0022170616	0.054479774	0.26789895	0.6720112	0.0025511507
l	0.0036493016	0.0012090977	0.2143415	0.6392221	0.14100282	0.00057518325
i	0.035720628	0.04860671	0.22077519	0.47897866	0.20043239	0.015486372
t	0.00021724166	0.00047084905	0.0066654454	0.11360552	0.78887546	0.090165414
i	0.009478001	0.0069452217	0.07203143	0.36598274	0.5092041	0.036358446
n	3.2341068e-05	2.5161895e-05	0.00047950627	0.015185322	0.95103747	0.033240117
a	0.0013919008	0.00094044115	0.01243928	0.12840356	0.756196	0.10062882
d	2.91316e-05	1.6521175e-05	0.00027752153	0.008551099	0.87758	0.11354573
d	0.0027164286	0.0043971133	0.027039817	0.114445366	0.5780553	0.27334598
o	0.0015172056	0.0020922716	0.0063201925	0.03219362	0.35690197	0.6009748
m	0.00043000103	0.00050825503	0.000990141	0.0053532156	0.09427839	0.89843994
à	0.031594347	0.047405094	0.13460395	0.2659277	0.49565768	0.024811216
d	0.011790605	0.010862993	0.011684388	0.018721033	0.10182884	0.8451121
a	0.003282269	0.006569924	0.016458515	0.1250865	0.6905107	0.15809211
</S>	0.009968473	0.011272209	0.008068398	0.017983222	0.31618947	0.63651824
