 	sta	seduta	nel	giardino	</S>
s	0.99012697	0.009642821	0.0002235123	6.7567194e-06	9.185461e-09
t	0.99335724	0.006330786	0.00030993263	1.8986226e-06	9.046107e-08
è	0.7328304	0.24077821	0.026376786	1.45764825e-05	6.1457244e-09
i	0.6995123	0.29036528	0.010069518	5.29793e-05	1.7993214e-09
k	0.054683343	0.94224656	0.003045674	2.4517856e-05	1.1649905e-09
a	0.09142922	0.76516473	0.0887695	0.051029928	0.0036066382
s	0.057784323	0.9246484	0.015566647	0.0019989163	1.6519832e-06
i	0.018270526	0.3391156	0.46073872	0.17430422	0.007571038
m	0.04769358	0.6939911	0.24957311	0.008735426	6.7051124e-06
m	0.008037284	0.0972606	0.8315504	0.05845991	0.004691805
è	0.03399652	0.1320443	0.77263546	0.060641233	0.0006824582
n	0.02920194	0.20907569	0.74527603	0.015750794	0.0006955556
i	0.06259034	0.1515342	0.7597799	0.02533367	0.00076188066
s	0.05372436	0.08301735	0.6630194	0.19941737	0.0008215341
t	0.004417711	0.01134667	0.96009684	0.022570567	0.0015682733
o	0.002777702	0.013523193	0.88809735	0.091182545	0.0044192406
n	0.0011220088	0.0016046166	0.04389271	0.94489515	0.008485531
g	5.470526e-05	0.00029083755	0.4121438	0.5809273	0.006583456
h	0.0022192663	0.00526514	0.20156741	0.71252704	0.07842115
i	0.001940058	0.0067844796	0.40653664	0.5667867	0.01795212
a	0.0049844217	0.007009838	0.044917136	0.5746902	0.3683984
r	0.00078766065	0.0017358597	0.022584543	0.9727745	0.0021175311
d	0.009946297	0.020941347	0.533134	0.39664602	0.039332382
ì	0.011246114	0.012809089	0.16538037	0.45094395	0.35962045
n	0.00033433904	0.00069431035	0.04684388	0.7417881	0.21033937
o	0.018994926	0.025891155	0.31646624	0.45933247	0.17931518
</S>	0.019432273	0.014423063	0.009437685	0.1777997	0.7789073
