 	forse	non	li	ha	a	casa	</S>
f	0.98298407	0.013462553	0.0034756127	6.393209e-05	1.2613863e-05	9.997918e-07	7.856191e-08
ò	0.9237861	0.044698715	0.030479636	0.0003886889	9.859202e-05	0.0001388134	0.00040933845
r	0.9737312	0.020383729	0.0058815368	2.4118308e-06	1.0271426e-06	1.2969535e-08	1.0785047e-08
s	0.9006507	0.0667639	0.031395603	0.0001264636	2.9392211e-05	8.062723e-05	0.0009533359
i	0.8569451	0.08043905	0.06089078	0.0016190212	0.00010292906	2.0171642e-06	9.8784e-07
e	0.034689035	0.640511	0.32417142	0.0005801743	4.742835e-05	9.0664213e-07	1.654548e-07
t	0.14381163	0.4060557	0.44987005	0.00018289607	7.6557575e-05	3.114098e-06	2.752541e-08
u	0.09343803	0.13945618	0.6619524	0.013166786	0.0087331515	0.013920792	0.069332644
s	0.0067158556	0.15728088	0.82644546	0.006381989	0.0031095617	6.492346e-05	1.3118727e-06
è	0.016707268	0.03598604	0.53320026	0.13968459	0.10153992	0.06682588	0.106055975
c	0.010983401	0.13514356	0.7071731	0.09970926	0.04143954	0.0051372917	0.00041390106
h	0.011089899	0.020308405	0.07628772	0.05252549	0.07467166	0.56164396	0.2034729
i	0.017690923	0.026349464	0.13245276	0.31289288	0.11764985	0.3296257	0.06333843
è	0.008487547	0.021140689	0.09407105	0.18012832	0.48148462	0.0877638	0.12692404
s	0.055409756	0.06598765	0.1394751	0.2663541	0.446707	0.0226058	0.0034605295
s	0.20473155	0.26349038	0.2295827	0.11599802	0.115333565	0.045661107	0.025202652
u	0.00013445586	0.000282145	0.0013713974	0.02662427	0.05537731	0.1112531	0.8049573
</S>	0.00015679839	0.000684371	0.0015502914	0.002071201	0.053891845	0.035897747	0.9057477
