 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.95379263	0.03608997	6.3698026e-05	0.005619876	0.004431222	2.5199279e-06	8.8001194e-08	1.7916214e-08	7.608238e-10
a	0.024842435	0.35470966	0.026878629	0.5391267	0.054214705	6.591749e-05	1.8006614e-05	2.9665021e-05	0.00011421532
r	0.09855783	0.8799729	0.011844011	0.009569238	5.5206267e-05	7.504493e-07	7.813741e-08	6.135693e-09	1.3030912e-10
ì	0.0045572133	0.478477	0.046890926	0.31337377	0.15345559	0.00027898003	6.447644e-05	0.00012094395	0.0027810503
s	0.013291846	0.8116895	0.15019983	0.013527274	0.011284162	6.0689817e-06	1.2895459e-06	1.912502e-08	1.989893e-09
a	0.026725078	0.82609946	0.003617129	0.088400036	0.05333438	0.0011716995	1.0240661e-05	2.3923712e-07	0.00064172555
e	0.018870024	0.7246337	0.14048569	0.113021284	0.0029622328	2.0688583e-05	6.3962134e-06	4.2383526e-08	3.904328e-09
N	1.311857e-05	0.00119005	0.98561054	0.010842315	0.0023287875	1.4268797e-05	9.158704e-07	8.346438e-09	4.5610613e-11
ì	2.8255592e-05	0.0010259452	0.9286343	0.049959775	0.019952033	0.0003450859	5.4167424e-05	5.3222664e-07	2.3170663e-09
c	3.2364573e-05	0.0008690093	0.76607573	0.051157277	0.17671068	0.0047258344	0.0004259986	3.0784586e-06	3.1422548e-08
h	0.0011684898	0.020292183	0.10832809	0.036300957	0.17590572	0.51607305	0.053425808	0.011524341	0.07698143
o	0.038721852	0.13930045	0.16676995	0.0761575	0.24338967	0.21504672	0.09712234	0.020884225	0.0026073838
e	0.005347132	0.018193187	0.011370953	0.12984233	0.27151445	0.09795459	0.45952055	0.0056345942	0.0006223208
n	0.0016867936	0.0072618495	0.0713297	0.1185585	0.3111339	0.18085031	0.30786648	0.0013115219	1.033997e-06
è	0.00022210299	0.0026646398	0.0009393618	0.011771573	0.043419417	0.7695868	0.1654011	0.0017308719	0.00426407
c	5.5633145e-06	4.1959935e-05	0.011339014	0.0065684663	0.09185314	0.67888004	0.2064822	0.004665771	0.00016397629
h	0.00047129038	0.0021955103	0.027491989	0.00961453	0.045239963	0.608113	0.20041984	0.06902413	0.03742981
u	0.005181684	0.01003177	0.00451373	0.012301564	0.03132553	0.13137083	0.44791746	0.29264152	0.06471597
n	0.0032703525	0.0048994045	0.0021055422	0.009457724	0.011089423	0.008905692	0.37859482	0.5045974	0.07707953
f	0.0065865195	0.013553072	0.011827106	0.031160962	0.061876427	0.3387114	0.43989035	0.08897916	0.0074150097
a	0.0029409109	0.0036807111	0.0018790129	0.0056531816	0.0105850585	0.060002804	0.2190254	0.5865991	0.10963379
m	0.0005531389	0.0007445995	0.0007656764	0.0021291762	0.003622127	0.0045953686	0.19766894	0.6877813	0.102139704
è	0.00933925	0.018323775	0.0036703497	0.017805876	0.023187347	0.14914449	0.21052602	0.550594	0.017408933
n	0.00018474308	0.0002913185	0.0003464987	0.00060241943	0.0017680917	0.009801635	0.09276385	0.75219214	0.1420493
a	0.0048136325	0.0067228274	0.0009828195	0.0065325885	0.007086055	0.05561527	0.07881855	0.56704986	0.27237836
m	0.00212761	0.0023517504	0.0008920106	0.0030629258	0.0017351547	0.0006936519	0.026771579	0.31606397	0.6463014
a	0.00028505444	0.00054201443	0.00015046462	0.0006338036	0.0008511274	0.009248628	0.027806655	0.924743	0.03573923
i	0.00021305075	0.00025929793	0.00018654439	0.00037521005	0.0003778643	0.0003260169	0.011221077	0.86646944	0.120571464
</S>	0.005017319	0.009104168	0.028426731	0.014193034	0.014135827	0.005758972	0.06139284	0.72876954	0.13320163
